record_id,timestamp,corridor_id,junction_sequence,num_junctions,junction_spacing_m,corridor_length_km,cycle_time_sec,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,bus_priority_active,ambulance_priority_active,ideal_offset_sec,applied_offset_sec,offset_accuracy,green_wave_success,stops_avoided,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
GW132193,2026-01-29 19:03:55,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,180.0,0.36,100,Weekday,False,Clear,False,0.0,False,False,False,24.2,15.7,0.65,False,1,0.906,11.9,46.5,155.0,0.09,0.209,0.953,Heavy congestion detected - signal timing extended and reroute suggested
GW132194,2025-09-17 13:29:11,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,575.0,1.73,120,Weekday,False,Heavy Rain,True,81.4,False,False,False,61.5,59.2,0.962,True,4,0.255,32.5,13.1,209.7,0.184,0.426,0.914,Light rain detected - minor speed reduction advised
GW132195,2026-06-11 10:32:08,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,302.0,0.9,110,Weekday,False,Rain,True,9.4,False,False,False,39.2,32.3,0.823,False,3,0.767,16.1,46.9,262.7,0.136,0.315,0.905,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW132196,2025-09-30 21:52:10,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,634.0,3.17,100,Weekday,False,Clear,False,0.0,False,True,False,51.7,48.7,0.943,True,6,0.117,41.8,2.1,271.7,0.294,0.68,0.962,Bus priority granted - green extension issued to reduce transit delay
GW132197,2026-02-15 17:24:39,Hosur_Rd,Silk Board -> Electronic City Toll,2,683.0,0.68,90,Weekend,False,Clear,False,0.0,False,False,False,90.0,90.0,0.965,True,2,0.273,25.3,18.3,118.0,0.072,0.166,0.969,Green wave coordination successful - maintain current corridor offset
GW132198,2026-01-20 08:09:03,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,594.0,2.38,120,Weekday,False,Clear,False,0.0,False,True,False,77.2,83.5,0.918,False,0,0.891,12.8,42.2,721.5,0.349,0.807,0.942,Bus priority granted - green extension issued to reduce transit delay
GW132199,2025-12-14 10:42:15,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,813.0,2.44,110,Weekend,False,Fog,False,0.0,False,True,False,83.6,86.1,0.969,True,4,0.192,34.4,1.9,282.2,0.224,0.516,0.971,Bus priority granted - green extension issued to reduce transit delay
GW132200,2025-10-09 08:38:34,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,289.0,1.16,100,Weekday,False,Light Rain,True,7.3,True,False,False,41.5,63.4,0.472,False,3,1.0,8.5,47.3,527.8,0.175,0.404,0.708,Accident detected nearby - reroute and reduced speed advised
GW132201,2025-05-06 20:12:43,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,198.0,0.59,90,Weekday,False,Clear,False,0.0,False,False,False,22.2,20.9,0.94,False,3,0.668,21.3,31.0,137.5,0.093,0.216,0.964,Moderate traffic flow - standard adaptive signal timing in effect
GW132202,2025-03-05 17:03:49,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,614.0,3.07,90,Weekday,False,Clear,False,0.0,False,True,False,68.7,83.8,0.781,False,1,0.709,20.3,25.5,571.8,0.391,0.903,0.955,Bus priority granted - green extension issued to reduce transit delay
GW132203,2026-03-16 16:57:58,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,579.0,1.74,100,Weekday,False,Clear,False,0.0,False,False,False,77.0,82.7,0.926,False,3,0.727,16.7,37.5,414.3,0.247,0.57,0.97,Moderate traffic flow - standard adaptive signal timing in effect
GW132204,2025-07-08 21:30:37,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,680.0,2.72,110,Weekday,False,Clear,False,0.0,False,False,False,71.3,75.3,0.943,True,5,0.108,31.8,8.1,282.3,0.234,0.54,0.966,Green wave coordination successful - maintain current corridor offset
GW132205,2025-08-12 07:32:55,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,489.0,0.98,90,Weekday,False,Clear,False,0.0,False,True,False,60.3,57.5,0.953,True,3,0.252,29.0,9.9,135.8,0.113,0.26,0.987,Bus priority granted - green extension issued to reduce transit delay
GW132206,2026-02-05 08:48:40,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,587.0,1.17,100,Weekday,False,Clear,False,0.0,False,True,False,71.5,78.6,0.9,False,2,0.911,13.0,31.5,348.3,0.158,0.366,0.912,Bus priority granted - green extension issued to reduce transit delay
GW132207,2025-08-08 11:06:32,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,539.0,1.62,120,Weekday,False,Clear,False,0.0,False,False,False,56.7,58.6,0.965,True,4,0.163,33.8,11.7,196.6,0.14,0.323,0.951,Green wave coordination successful - maintain current corridor offset
GW132208,2025-11-24 08:07:14,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,461.0,1.38,90,Weekday,False,Clear,False,0.0,False,True,False,59.5,70.8,0.809,False,0,0.769,16.2,20.0,329.0,0.19,0.438,0.931,Bus priority granted - green extension issued to reduce transit delay
GW132209,2025-02-28 03:29:06,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,315.0,0.95,90,Weekday,False,Clear,False,0.0,False,False,False,27.9,28.3,0.987,True,4,0.059,39.8,4.4,91.6,0.095,0.22,0.963,Green wave coordination successful - maintain current corridor offset
GW132210,2025-08-05 09:55:57,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,720.0,2.16,90,Weekday,False,Heavy Rain,True,36.1,False,False,False,82.2,81.4,0.99,False,2,1.0,10.7,48.4,728.9,0.341,0.787,0.87,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW132211,2025-08-04 15:34:11,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,348.0,1.04,120,Weekday,False,Clear,False,0.0,False,False,False,31.8,34.5,0.915,True,4,0.149,37.7,13.7,110.4,0.094,0.218,0.953,Green wave coordination successful - maintain current corridor offset
GW132212,2026-04-24 16:20:16,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,557.0,1.67,110,Weekday,False,Clear,False,0.0,False,False,False,58.7,53.9,0.918,True,4,0.231,34.0,12.4,197.3,0.165,0.38,0.989,Green wave coordination successful - maintain current corridor offset
GW132213,2025-01-10 13:28:24,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,412.0,1.24,100,Weekday,False,Clear,False,0.0,False,True,False,37.5,39.5,0.945,True,4,0.069,38.1,1.3,129.6,0.111,0.257,0.962,Bus priority granted - green extension issued to reduce transit delay
GW132214,2025-01-15 12:25:20,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,476.0,0.95,100,Weekday,True,Clear,False,0.0,False,False,False,38.4,35.5,0.924,True,3,0.149,41.1,4.8,81.9,0.091,0.211,0.893,Green wave coordination successful - maintain current corridor offset
GW132215,2025-10-19 16:56:32,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,485.0,0.97,100,Weekend,False,Clear,False,0.0,False,False,False,45.0,43.0,0.954,True,3,0.209,36.0,10.9,111.6,0.1,0.232,0.95,Green wave coordination successful - maintain current corridor offset
GW132216,2025-05-17 15:19:01,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,615.0,1.85,120,Weekend,False,Clear,False,0.0,False,False,False,63.0,59.1,0.939,True,4,0.096,32.9,5.8,223.8,0.159,0.368,0.975,Green wave coordination successful - maintain current corridor offset
GW132217,2026-02-23 23:47:18,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,317.0,0.95,120,Weekday,False,Clear,False,0.0,False,False,False,29.6,30.7,0.961,True,4,0.102,36.0,7.4,109.2,0.097,0.224,0.99,Green wave coordination successful - maintain current corridor offset
GW132218,2025-02-04 12:22:48,Hosur_Rd,Silk Board -> Electronic City Toll,2,631.0,0.63,90,Weekday,False,Clear,False,0.0,False,True,False,67.8,66.4,0.979,True,2,0.088,31.9,2.3,71.7,0.054,0.124,0.955,Bus priority granted - green extension issued to reduce transit delay
GW132219,2026-04-13 18:04:06,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,772.0,3.86,120,Weekday,False,Clear,False,0.0,False,False,False,102.5,90.0,0.904,False,2,0.982,9.7,60.1,1442.8,0.561,1.296,0.921,Heavy congestion detected - signal timing extended and reroute suggested
GW132220,2025-07-07 21:25:35,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,721.0,1.44,90,Weekday,False,Clear,False,0.0,False,False,True,68.5,90.0,0.586,False,0,0.103,33.3,2.0,164.2,0.128,0.296,0.919,Ambulance priority active - all conflicting signals preempted for corridor clearance
GW132221,2026-05-05 20:32:19,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,463.0,1.39,110,Weekday,False,Light Rain,True,6.5,False,False,False,77.2,74.8,0.969,True,4,0.271,21.2,14.8,269.3,0.141,0.327,0.91,Light rain detected - minor speed reduction advised
GW132222,2025-01-08 00:52:40,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,370.0,0.74,110,Weekday,False,Clear,False,0.0,False,False,False,30.5,30.8,0.99,True,3,0.072,41.8,2.3,64.2,0.076,0.177,0.949,Green wave coordination successful - maintain current corridor offset
GW132223,2025-01-06 10:40:47,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,595.0,1.78,110,Weekday,False,Clear,False,0.0,False,False,False,69.6,72.2,0.962,True,4,0.252,30.7,15.7,234.3,0.179,0.414,0.945,Green wave coordination successful - maintain current corridor offset
GW132224,2025-02-19 12:28:28,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,449.0,1.35,90,Weekday,False,Clear,False,0.0,False,False,False,44.3,46.7,0.944,True,4,0.11,35.4,4.0,133.1,0.115,0.265,0.981,Green wave coordination successful - maintain current corridor offset
GW132225,2026-01-17 15:43:49,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,639.0,3.2,110,Weekend,False,Clear,False,0.0,False,False,False,63.4,62.8,0.99,True,6,0.105,35.0,9.5,343.3,0.281,0.65,0.985,Green wave coordination successful - maintain current corridor offset
GW132226,2025-09-01 21:07:29,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,415.0,0.83,100,Weekday,False,Rain,True,23.9,False,False,False,47.6,46.1,0.97,True,3,0.262,31.3,14.5,115.9,0.096,0.221,0.912,Light rain detected - minor speed reduction advised
GW132227,2025-08-23 12:30:21,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,630.0,3.15,110,Weekend,False,Clear,False,0.0,False,False,False,57.4,52.5,0.914,True,6,0.019,38.6,2.0,298.2,0.276,0.637,0.965,Green wave coordination successful - maintain current corridor offset
GW132228,2025-10-20 07:36:26,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,650.0,1.3,110,Weekday,True,Rain,True,22.6,False,False,False,90.6,88.4,0.976,False,1,1.0,8.7,67.7,616.1,0.203,0.469,0.806,Festival crowd surge detected - alternate route and extended cycle recommended
GW132229,2025-01-28 08:22:20,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,491.0,1.47,90,Weekday,False,Clear,False,0.0,False,False,False,59.7,49.9,0.836,False,1,0.923,12.6,44.1,470.1,0.199,0.46,0.914,Heavy congestion detected - signal timing extended and reroute suggested
GW132230,2025-02-05 18:45:18,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,470.0,1.88,120,Weekday,False,Clear,False,0.0,False,False,False,65.1,59.3,0.911,False,3,0.983,9.3,59.0,824.2,0.284,0.655,0.949,Heavy congestion detected - signal timing extended and reroute suggested
GW132231,2025-04-22 07:48:56,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,472.0,1.42,110,Weekday,False,Clear,False,0.0,False,False,False,57.8,39.6,0.685,False,0,0.761,17.3,46.1,347.1,0.213,0.493,0.938,Heavy congestion detected - signal timing extended and reroute suggested
GW132232,2025-10-23 20:24:21,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,348.0,1.04,120,Weekday,False,Light Rain,True,2.6,False,False,False,45.9,49.7,0.916,False,1,0.667,18.2,46.8,250.6,0.138,0.32,0.907,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW132233,2025-05-03 17:45:20,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,386.0,1.16,100,Weekend,False,Rain,True,24.0,False,True,False,56.9,55.0,0.967,False,2,0.975,9.0,39.8,546.6,0.182,0.421,0.867,Bus priority granted - green extension issued to reduce transit delay
GW132234,2025-12-03 15:07:16,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,491.0,1.97,90,Weekday,False,Clear,False,0.0,False,False,False,46.6,51.6,0.893,True,5,0.097,35.0,5.7,192.9,0.192,0.443,0.97,Green wave coordination successful - maintain current corridor offset
GW132235,2025-11-16 19:16:56,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,655.0,1.96,90,Weekend,False,Clear,False,0.0,False,False,False,69.0,68.0,0.986,False,3,0.664,22.8,28.8,327.3,0.248,0.573,0.977,Moderate traffic flow - standard adaptive signal timing in effect
GW132236,2025-10-14 18:59:50,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,393.0,1.18,100,Weekday,False,Clear,False,0.0,False,True,False,55.5,64.1,0.845,False,2,1.0,8.6,37.0,486.0,0.182,0.421,0.933,Bus priority granted - green extension issued to reduce transit delay
GW132237,2026-05-19 19:01:02,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,585.0,1.17,110,Weekday,False,Clear,False,0.0,False,True,False,75.6,79.2,0.953,False,0,0.948,11.1,33.6,437.4,0.18,0.416,0.944,Bus priority granted - green extension issued to reduce transit delay
GW132238,2026-01-30 06:57:09,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,689.0,2.76,120,Weekday,False,Clear,False,0.0,False,True,False,78.1,76.5,0.979,True,5,0.159,30.0,9.5,325.5,0.275,0.635,0.93,Bus priority granted - green extension issued to reduce transit delay
GW132239,2026-06-07 20:31:11,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,366.0,1.1,120,Weekend,False,Rain,True,16.3,False,True,False,37.5,42.1,0.878,True,4,0.265,35.1,10.0,129.6,0.115,0.265,0.92,Bus priority granted - green extension issued to reduce transit delay
GW132240,2025-03-21 14:55:55,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,763.0,2.29,110,Weekday,False,Clear,False,0.0,False,True,False,81.3,83.5,0.974,True,4,0.107,31.7,2.0,258.9,0.209,0.482,0.949,Bus priority granted - green extension issued to reduce transit delay
GW132241,2025-10-08 10:59:47,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,680.0,2.04,100,Weekday,False,Clear,False,0.0,False,False,False,92.9,90.0,0.978,True,4,0.194,25.2,5.0,280.3,0.189,0.437,0.99,Green wave coordination successful - maintain current corridor offset
GW132242,2026-02-16 18:54:56,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,595.0,2.38,110,Weekday,False,Clear,False,0.0,False,True,False,91.1,90.0,0.916,False,4,0.942,9.5,42.1,934.6,0.343,0.793,0.914,Bus priority granted - green extension issued to reduce transit delay
GW132243,2025-08-21 11:58:46,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,429.0,1.29,100,Weekday,False,Clear,False,0.0,False,False,False,39.3,36.5,0.928,True,4,0.067,38.2,2.0,127.6,0.124,0.285,0.939,Green wave coordination successful - maintain current corridor offset
GW132244,2026-06-15 07:33:03,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,522.0,1.57,110,Weekday,False,Clear,False,0.0,False,False,False,60.6,60.3,0.995,True,4,0.24,29.8,17.2,202.8,0.16,0.371,0.946,Green wave coordination successful - maintain current corridor offset
GW132245,2026-01-20 17:15:37,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,384.0,1.92,120,Weekday,False,Clear,False,0.0,False,False,False,59.8,56.8,0.95,False,5,0.862,11.4,58.6,646.7,0.306,0.707,0.953,Heavy congestion detected - signal timing extended and reroute suggested
GW132246,2025-11-29 14:50:08,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,357.0,1.43,120,Weekend,False,Clear,False,0.0,False,False,False,35.2,34.5,0.979,True,5,0.038,34.9,4.7,152.0,0.134,0.309,0.963,Green wave coordination successful - maintain current corridor offset
GW132247,2025-05-10 08:52:00,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,748.0,3.74,100,Weekend,False,Light Rain,True,4.9,False,False,False,94.2,88.9,0.944,False,2,0.734,17.5,37.9,824.9,0.481,1.111,0.909,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW132248,2025-06-10 13:47:10,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,664.0,1.99,100,Weekday,False,Clear,False,0.0,False,False,False,70.0,73.8,0.946,True,4,0.039,31.8,2.0,222.2,0.167,0.386,0.945,Green wave coordination successful - maintain current corridor offset
GW132249,2025-11-08 18:38:27,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,559.0,1.68,90,Weekend,False,Clear,False,0.0,False,False,False,53.7,60.9,0.866,False,0,0.709,23.7,26.3,253.6,0.23,0.532,0.943,Moderate traffic flow - standard adaptive signal timing in effect
GW132250,2025-02-14 21:01:55,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,423.0,2.12,100,Weekday,False,Clear,False,0.0,False,False,False,45.8,43.8,0.955,True,6,0.153,32.1,11.5,239.3,0.192,0.444,0.948,Green wave coordination successful - maintain current corridor offset
GW132251,2026-01-23 09:07:50,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,411.0,1.23,110,Weekday,False,Clear,False,0.0,False,True,False,50.6,51.1,0.991,False,1,0.954,11.5,36.9,410.9,0.172,0.398,0.926,Bus priority granted - green extension issued to reduce transit delay
GW132252,2025-07-26 13:25:31,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,320.0,0.96,120,Weekend,False,Clear,False,0.0,False,False,False,29.1,28.5,0.981,True,4,0.073,37.0,2.0,93.0,0.089,0.206,0.963,Green wave coordination successful - maintain current corridor offset
GW132253,2025-11-16 20:28:34,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,582.0,2.33,90,Weekend,False,Clear,False,0.0,False,False,False,68.8,67.9,0.986,True,5,0.202,28.5,8.3,328.0,0.209,0.483,0.967,Green wave coordination successful - maintain current corridor offset
GW132254,2025-02-16 16:54:46,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,445.0,1.34,100,Weekend,False,Clear,False,0.0,False,True,False,44.7,44.8,0.998,True,4,0.211,33.9,12.0,153.0,0.121,0.279,0.947,Bus priority granted - green extension issued to reduce transit delay
GW132255,2026-04-24 18:58:00,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,612.0,1.83,100,Weekday,False,Clear,False,0.0,False,False,False,78.5,74.7,0.953,False,0,0.809,15.2,41.7,490.6,0.269,0.622,0.964,Heavy congestion detected - signal timing extended and reroute suggested
GW132256,2026-03-20 12:07:17,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,712.0,2.14,90,Weekday,True,Clear,False,0.0,False,False,False,77.6,75.4,0.972,True,4,0.201,31.4,15.0,267.3,0.217,0.502,0.915,Green wave coordination successful - maintain current corridor offset
GW132257,2026-01-28 08:48:03,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,563.0,2.25,100,Weekday,False,Clear,False,0.0,False,False,False,82.4,83.1,0.992,False,3,0.927,10.4,43.7,775.5,0.339,0.783,0.915,Heavy congestion detected - signal timing extended and reroute suggested
GW132258,2025-12-23 11:01:52,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,500.0,1.0,90,Weekday,False,Clear,False,0.0,False,False,False,67.3,70.0,0.961,True,3,0.17,25.4,11.4,153.8,0.092,0.212,0.951,Green wave coordination successful - maintain current corridor offset
GW132259,2025-08-21 08:19:43,Hosur_Rd,Silk Board -> Electronic City Toll,2,635.0,0.63,110,Weekday,False,Fog,False,0.0,False,False,False,87.0,90.0,0.962,False,0,0.922,11.2,53.1,259.2,0.133,0.308,0.947,Heavy congestion detected - signal timing extended and reroute suggested
GW132260,2025-03-31 22:43:22,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,660.0,1.98,100,Weekday,True,Clear,False,0.0,False,True,False,79.9,79.5,0.994,True,4,0.193,29.3,5.6,252.4,0.178,0.41,0.928,Bus priority granted - green extension issued to reduce transit delay
GW132261,2026-01-26 19:13:04,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,571.0,1.71,90,Weekday,True,Clear,False,0.0,False,False,False,77.5,90.0,0.817,False,3,1.0,9.0,48.4,723.3,0.252,0.582,0.877,Festival crowd surge detected - alternate route and extended cycle recommended
GW132262,2026-04-16 12:02:47,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,382.0,1.53,90,Weekday,False,Light Rain,True,1.7,False,False,False,33.8,29.5,0.871,True,5,0.105,37.6,9.2,167.2,0.158,0.365,0.925,Light rain detected - minor speed reduction advised
GW132263,2025-04-11 15:54:33,Hosur_Rd,Silk Board -> Electronic City Toll,2,491.0,0.49,90,Weekday,False,Clear,False,0.0,False,False,False,49.5,51.0,0.97,True,2,0.166,34.0,7.8,63.5,0.051,0.117,0.97,Green wave coordination successful - maintain current corridor offset
GW132264,2025-01-21 08:41:32,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,535.0,2.67,120,Weekday,False,Clear,False,0.0,False,False,False,74.1,78.6,0.94,False,1,1.0,8.8,66.0,1280.9,0.384,0.888,0.946,Heavy congestion detected - signal timing extended and reroute suggested
GW132265,2026-04-01 08:54:01,Hosur_Rd,Silk Board -> Electronic City Toll,2,659.0,0.66,90,Weekday,False,Heavy Rain,True,29.1,False,True,False,101.8,90.0,0.957,False,1,1.0,7.9,34.5,335.6,0.105,0.243,0.849,Bus priority granted - green extension issued to reduce transit delay
GW132266,2025-02-20 07:30:43,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,405.0,1.22,90,Weekday,False,Clear,False,0.0,False,False,False,42.4,41.6,0.983,True,4,0.278,32.7,13.8,159.3,0.129,0.297,0.981,Green wave coordination successful - maintain current corridor offset
GW132267,2025-03-31 18:03:11,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,445.0,1.78,110,Weekday,True,Clear,False,0.0,False,True,False,64.0,83.7,0.692,False,2,1.0,8.5,40.5,829.6,0.256,0.592,0.869,Bus priority granted - green extension issued to reduce transit delay
GW132268,2026-03-15 20:03:08,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,536.0,1.61,110,Weekend,False,Clear,False,0.0,False,False,False,51.5,57.5,0.885,True,4,0.232,35.7,15.4,176.4,0.177,0.408,0.976,Green wave coordination successful - maintain current corridor offset
GW132269,2026-03-15 13:33:14,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,556.0,1.67,100,Weekend,False,Clear,False,0.0,False,False,False,55.6,53.0,0.953,True,4,0.067,35.3,2.8,173.4,0.153,0.354,0.963,Green wave coordination successful - maintain current corridor offset
GW132270,2025-01-28 21:59:49,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,489.0,0.98,120,Weekday,False,Clear,False,0.0,False,False,False,41.3,42.7,0.966,True,3,0.092,39.3,6.4,99.1,0.092,0.212,0.94,Green wave coordination successful - maintain current corridor offset
GW132271,2026-02-20 11:55:21,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,739.0,1.48,90,Weekday,False,Clear,False,0.0,False,False,False,87.8,90.0,0.972,True,3,0.103,29.0,2.3,187.6,0.136,0.315,0.99,Green wave coordination successful - maintain current corridor offset
GW132272,2025-12-21 20:15:02,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,726.0,2.18,90,Weekend,False,Clear,False,0.0,False,False,False,75.9,70.9,0.933,True,4,0.202,33.0,6.7,246.9,0.215,0.497,0.953,Green wave coordination successful - maintain current corridor offset
GW132273,2025-10-18 15:54:05,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,637.0,2.55,120,Weekend,False,Clear,False,0.0,False,False,False,68.2,59.4,0.87,True,5,0.14,31.7,10.8,301.4,0.226,0.523,0.974,Green wave coordination successful - maintain current corridor offset
GW132274,2025-02-27 09:59:36,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,583.0,1.17,110,Weekday,False,Clear,False,0.0,False,False,False,71.2,67.0,0.941,False,1,0.825,15.5,44.4,295.1,0.158,0.366,0.959,Heavy congestion detected - signal timing extended and reroute suggested
GW132275,2025-07-23 18:20:47,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,628.0,1.88,120,Weekday,False,Rain,True,22.9,True,False,False,96.0,90.0,0.966,False,0,1.0,8.0,70.7,903.9,0.287,0.662,0.716,Accident detected nearby - reroute and reduced speed advised
GW132276,2025-05-20 17:43:26,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,696.0,3.48,120,Weekday,False,Clear,False,0.0,False,True,False,91.4,88.0,0.963,False,3,0.896,12.5,33.8,1019.9,0.474,1.095,0.949,Bus priority granted - green extension issued to reduce transit delay
GW132277,2026-05-02 09:27:21,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,523.0,1.57,90,Weekend,True,Clear,False,0.0,False,False,False,93.5,90.0,0.851,False,3,0.894,9.2,43.2,643.0,0.235,0.542,0.88,Festival crowd surge detected - alternate route and extended cycle recommended
