decision_id,timestamp,junction_id,junction_name,decision_type,model_version,input_features_summary,decision_value,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,bus_priority_active,ambulance_priority_active,congestion_index,outcome_success,processing_latency_ms,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
DEC725021,2025-09-20 19:30:41,J023,Basavanagudi,Route Recommendation,ARGUS-DT-v2.4,queue=62veh|congestion=0.55|rain=N|festival=N|accident=N,Primary Route,Weekend,False,Clear,False,0.0,False,False,False,0.55,True,78,22.0,37.5,162.6,0.115,0.266,0.945,Moderate traffic flow - standard adaptive signal timing in effect
DEC725022,2025-10-19 19:22:11,J041,Chalukya Circle,Priority Grant,ARGUS-DT-v2.4.1,queue=53veh|congestion=0.59|rain=N|festival=N|accident=N,Full Preemption,Weekend,False,Clear,False,0.0,False,False,True,0.118,True,59,35.3,4.2,88.9,0.089,0.205,0.935,Ambulance priority active - all conflicting signals preempted for corridor clearance
DEC725023,2026-03-29 09:45:09,J010,Shivajinagar,Route Recommendation,ARGUS-DT-v2.4,queue=66veh|congestion=0.71|rain=Y|festival=N|accident=N,Alternate Route,Weekend,False,Rain,True,8.4,False,False,False,0.706,True,80,13.9,39.6,157.7,0.074,0.171,0.915,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC725024,2025-10-17 18:03:57,J020,Malleshwaram Circle,Priority Grant,ARGUS-DT-v2.4.1,queue=77veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Rain,True,20.8,False,True,False,0.7,False,64,21.3,45.4,261.1,0.173,0.399,0.821,Bus priority granted - green extension issued to reduce transit delay
DEC725025,2025-07-10 18:42:02,J038,Varthur,Priority Grant,ARGUS-DT-v2.4.1,queue=75veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Light Rain,True,6.3,False,True,False,0.7,False,64,20.2,41.6,107.3,0.091,0.21,0.851,Bus priority granted - green extension issued to reduce transit delay
DEC725026,2025-03-29 14:20:03,J006,Tin Factory,Route Recommendation,ARGUS-DT-v2.3,queue=17veh|congestion=0.13|rain=N|festival=N|accident=N,Primary Route,Weekend,False,Clear,False,0.0,False,False,False,0.129,True,28,46.4,4.0,30.6,0.025,0.057,0.942,Normal free-flow traffic - standard signal timing maintained
DEC725027,2025-03-27 16:55:28,J004,Hebbal,Parking Guidance,ARGUS-DT-v2.4,queue=48veh|congestion=0.59|rain=N|festival=N|accident=N,Proceed to Nearest Lot,Weekday,False,Clear,False,0.0,False,False,False,0.59,True,49,22.0,33.8,190.9,0.145,0.336,0.99,Moderate traffic flow - standard adaptive signal timing in effect
DEC725028,2025-01-20 10:25:12,J027,Mysore Road,Green Wave Coordination,ARGUS-DT-v2.4.1,queue=58veh|congestion=0.61|rain=N|festival=N|accident=N,Offset Re-planned,Weekday,False,Clear,False,0.0,False,False,False,0.338,True,48,28.5,24.5,126.6,0.103,0.238,0.969,Green wave coordination successful - maintain current corridor offset
DEC725029,2025-08-13 09:55:56,J027,Mysore Road,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=57veh|congestion=0.79|rain=N|festival=N|accident=N,77.3,Weekday,False,Clear,False,0.0,False,False,False,0.789,True,67,12.6,53.2,249.7,0.114,0.263,0.973,Heavy congestion detected - signal timing extended and reroute suggested
DEC725030,2025-11-13 08:00:25,J013,HSR BDA Complex,Reroute Advisory,ARGUS-DT-v2.4,queue=72veh|congestion=0.72|rain=N|festival=N|accident=N,Detour via Ring Road,Weekday,False,Clear,False,0.0,False,False,False,0.465,True,50,24.1,30.0,283.0,0.19,0.439,0.963,Moderate traffic flow - standard adaptive signal timing in effect
DEC725031,2025-10-25 15:09:13,J042,Anand Rao Circle,Route Recommendation,ARGUS-DT-v2.4.1,queue=24veh|congestion=0.11|rain=N|festival=N|accident=N,Primary Route,Weekend,False,Clear,False,0.0,False,False,False,0.112,True,48,39.2,4.8,90.8,0.086,0.198,0.99,Normal free-flow traffic - standard signal timing maintained
DEC725032,2025-10-10 12:07:53,J021,Vijayanagar,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=39veh|congestion=0.39|rain=Y|festival=N|accident=N,53.3,Weekday,False,Rain,True,9.7,False,False,False,0.389,True,46,31.7,29.8,104.6,0.089,0.206,0.926,Light rain detected - minor speed reduction advised
DEC725033,2025-02-01 08:57:18,J032,Richmond Circle,Reroute Advisory,ARGUS-DT-v2.4,queue=79veh|congestion=0.69|rain=N|festival=N|accident=N,Detour via Ring Road,Weekend,False,Clear,False,0.0,False,False,False,0.448,True,53,31.1,36.2,216.5,0.166,0.384,0.979,Moderate traffic flow - standard adaptive signal timing in effect
DEC725034,2025-08-22 16:27:26,J002,Marathahalli,Signal Timing Adjustment,ARGUS-DT-v2.3,queue=51veh|congestion=0.59|rain=N|festival=N|accident=N,65.4,Weekday,False,Clear,False,0.0,False,False,False,0.59,True,79,24.7,39.1,74.1,0.06,0.139,0.965,Moderate traffic flow - standard adaptive signal timing in effect
DEC725035,2025-02-16 10:53:48,J042,Anand Rao Circle,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=42veh|congestion=0.33|rain=N|festival=N|accident=N,50.0,Weekend,False,Clear,False,0.0,False,False,False,0.333,True,48,35.9,18.4,119.6,0.111,0.257,0.945,Moderate traffic flow - standard adaptive signal timing in effect
DEC725036,2025-02-04 17:43:42,J030,MG Road,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=71veh|congestion=0.91|rain=N|festival=N|accident=N,84.8,Weekday,False,Clear,False,0.0,False,False,False,0.913,True,93,9.4,58.4,380.7,0.138,0.318,0.943,Heavy congestion detected - signal timing extended and reroute suggested
DEC725037,2025-12-01 15:08:47,J008,Jayanagar 4th Block,Route Recommendation,ARGUS-DT-v2.3,queue=41veh|congestion=0.32|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.319,True,43,33.3,20.0,143.8,0.134,0.309,0.947,Moderate traffic flow - standard adaptive signal timing in effect
DEC725038,2026-06-29 06:32:21,J032,Richmond Circle,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=47veh|congestion=0.38|rain=N|festival=N|accident=N,52.6,Weekday,False,Clear,False,0.0,False,False,False,0.377,True,43,26.3,22.5,174.1,0.154,0.356,0.943,Moderate traffic flow - standard adaptive signal timing in effect
DEC725039,2026-03-09 18:44:12,J036,HAL Airport Road,Priority Grant,ARGUS-DT-v2.4,queue=74veh|congestion=0.98|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.689,True,71,19.6,43.8,146.0,0.095,0.219,0.99,Bus priority granted - green extension issued to reduce transit delay
DEC725040,2025-03-28 17:14:28,J010,Shivajinagar,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=59veh|congestion=0.74|rain=N|festival=N|accident=N,74.3,Weekday,False,Clear,False,0.0,False,False,False,0.738,True,70,18.1,47.3,297.6,0.182,0.422,0.971,Moderate traffic flow - standard adaptive signal timing in effect
DEC725041,2026-03-08 19:31:00,J031,Cubbon Road,Reroute Advisory,ARGUS-DT-v2.4,queue=60veh|congestion=0.63|rain=N|festival=N|accident=N,Detour via Ring Road,Weekend,False,Clear,False,0.0,False,False,False,0.407,True,68,24.4,35.5,270.7,0.206,0.475,0.973,Moderate traffic flow - standard adaptive signal timing in effect
DEC725042,2026-05-01 08:54:08,J029,Old Airport Road,Priority Grant,ARGUS-DT-v2.4,queue=74veh|congestion=1.00|rain=N|festival=Y|accident=N,Green Extension +12s,Weekday,True,Clear,False,0.0,False,True,False,0.7,True,76,18.7,46.3,150.2,0.087,0.202,0.935,Bus priority granted - green extension issued to reduce transit delay
DEC725043,2025-11-14 09:25:06,J035,Domlur,Route Recommendation,ARGUS-DT-v2.4.1,queue=86veh|congestion=1.00|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,1.0,True,99,9.5,68.6,465.7,0.188,0.434,0.92,Heavy congestion detected - signal timing extended and reroute suggested
DEC725044,2025-06-23 18:30:26,J034,Ulsoor,Route Recommendation,ARGUS-DT-v2.4.1,queue=86veh|congestion=0.99|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.993,True,82,9.5,63.4,351.1,0.138,0.318,0.945,Heavy congestion detected - signal timing extended and reroute suggested
DEC725045,2025-09-06 08:24:04,J027,Mysore Road,Priority Grant,ARGUS-DT-v2.4.1,queue=87veh|congestion=1.00|rain=Y|festival=Y|accident=N,Green Extension +12s,Weekend,True,Heavy Rain,True,27.1,False,True,False,0.7,True,68,20.6,49.5,247.4,0.159,0.366,0.85,Bus priority granted - green extension issued to reduce transit delay
DEC725046,2025-02-24 09:05:43,J039,KR Market,Green Wave Coordination,ARGUS-DT-v2.3,queue=66veh|congestion=0.97|rain=N|festival=N|accident=N,Offset Re-planned,Weekday,False,Fog,False,0.0,False,False,False,0.536,True,45,22.9,33.7,176.4,0.117,0.271,0.961,Moderate traffic flow - standard adaptive signal timing in effect
DEC725047,2025-04-14 21:41:01,J030,MG Road,Priority Grant,ARGUS-DT-v2.4.1,queue=50veh|congestion=0.52|rain=N|festival=Y|accident=N,Green Extension +12s,Weekday,True,Clear,False,0.0,False,True,False,0.366,True,66,26.3,27.8,128.3,0.091,0.209,0.91,Bus priority granted - green extension issued to reduce transit delay
DEC725048,2025-10-12 07:57:21,J019,RT Nagar,Priority Grant,ARGUS-DT-v2.4.1,queue=60veh|congestion=0.74|rain=Y|festival=N|accident=N,Green Extension +12s,Weekend,False,Rain,True,13.1,False,True,False,0.519,True,64,28.6,29.4,147.9,0.11,0.253,0.921,Bus priority granted - green extension issued to reduce transit delay
DEC725049,2025-09-17 05:20:51,J004,Hebbal,Route Recommendation,ARGUS-DT-v2.4,queue=26veh|congestion=0.25|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.249,True,57,32.4,20.4,77.2,0.086,0.198,0.965,Normal free-flow traffic - standard signal timing maintained
DEC725050,2025-06-14 13:04:44,J027,Mysore Road,Priority Grant,ARGUS-DT-v2.4.1,queue=39veh|congestion=0.14|rain=N|festival=N|accident=N,Full Preemption,Weekend,False,Clear,False,0.0,False,False,True,0.029,True,32,38.3,3.1,132.7,0.124,0.287,0.964,Ambulance priority active - all conflicting signals preempted for corridor clearance
DEC725051,2025-11-29 09:07:42,J038,Varthur,Priority Grant,ARGUS-DT-v2.4.1,queue=68veh|congestion=0.73|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.508,True,64,26.1,31.1,144.1,0.116,0.267,0.989,Bus priority granted - green extension issued to reduce transit delay
DEC725052,2025-01-16 16:42:38,J008,Jayanagar 4th Block,Route Recommendation,ARGUS-DT-v2.4,queue=70veh|congestion=0.59|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.595,True,64,26.2,40.5,200.1,0.147,0.339,0.954,Moderate traffic flow - standard adaptive signal timing in effect
DEC725053,2026-05-24 09:33:01,J004,Hebbal,Green Wave Coordination,ARGUS-DT-v2.4,queue=66veh|congestion=0.83|rain=Y|festival=N|accident=N,Offset Re-planned,Weekend,False,Rain,True,10.1,False,False,False,0.459,True,73,29.9,30.2,131.6,0.124,0.287,0.934,Light rain detected - minor speed reduction advised
DEC725054,2025-12-22 19:22:41,J041,Chalukya Circle,Priority Grant,ARGUS-DT-v2.3,queue=58veh|congestion=0.82|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.572,True,80,24.3,34.1,98.0,0.063,0.146,0.958,Bus priority granted - green extension issued to reduce transit delay
DEC725055,2025-10-21 07:58:49,J010,Shivajinagar,Priority Grant,ARGUS-DT-v2.4,queue=70veh|congestion=0.97|rain=N|festival=Y|accident=N,Full Preemption,Weekday,True,Clear,False,0.0,False,False,True,0.193,True,65,32.5,9.1,47.5,0.03,0.069,0.959,Ambulance priority active - all conflicting signals preempted for corridor clearance
DEC725056,2025-10-05 19:09:22,J032,Richmond Circle,Priority Grant,ARGUS-DT-v2.4,queue=49veh|congestion=0.64|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.448,True,53,29.6,29.7,188.6,0.146,0.337,0.961,Bus priority granted - green extension issued to reduce transit delay
DEC725057,2025-09-29 13:07:54,J016,Sarjapur Road,Parking Guidance,ARGUS-DT-v2.4.1,queue=55veh|congestion=0.66|rain=Y|festival=N|accident=Y,Redirect to Alternate Lot,Weekday,False,Rain,True,10.3,True,False,False,0.662,True,87,24.0,46.1,163.3,0.128,0.296,0.751,Accident detected nearby - reroute and reduced speed advised
DEC725058,2026-04-23 14:11:21,J028,Tumkur Road,Priority Grant,ARGUS-DT-v2.4.1,queue=24veh|congestion=0.22|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.155,True,59,29.7,2.0,111.5,0.094,0.218,0.976,Bus priority granted - green extension issued to reduce transit delay
DEC725059,2025-05-25 13:32:51,J026,Hosur Road,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=23veh|congestion=0.06|rain=N|festival=N|accident=N,33.7,Weekend,False,Clear,False,0.0,False,False,False,0.062,False,49,41.0,2.6,62.4,0.055,0.126,0.898,Normal free-flow traffic - standard signal timing maintained
DEC725060,2026-03-11 19:20:55,J005,Yeshwantpur,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=81veh|congestion=0.97|rain=N|festival=N|accident=N,87.9,Weekday,False,Clear,False,0.0,False,False,False,0.965,True,90,11.2,66.3,409.3,0.178,0.411,0.928,Heavy congestion detected - signal timing extended and reroute suggested
DEC725061,2026-04-30 16:52:19,J002,Marathahalli,Route Recommendation,ARGUS-DT-v2.4.1,queue=67veh|congestion=0.63|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.627,True,87,20.5,41.3,275.3,0.159,0.368,0.99,Moderate traffic flow - standard adaptive signal timing in effect
DEC725062,2026-02-21 07:57:47,J025,Bannerghatta Road,Priority Grant,ARGUS-DT-v2.4.1,queue=56veh|congestion=0.51|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.357,True,53,29.4,26.1,150.3,0.125,0.289,0.99,Bus priority granted - green extension issued to reduce transit delay
DEC725063,2025-05-20 06:54:04,J041,Chalukya Circle,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=55veh|congestion=0.46|rain=Y|festival=N|accident=N,57.5,Weekday,False,Light Rain,True,2.1,False,False,False,0.458,True,50,25.6,35.6,163.9,0.126,0.292,0.913,Light rain detected - minor speed reduction advised
DEC725064,2026-05-19 05:13:34,J012,Koramangala Sony World,Reroute Advisory,ARGUS-DT-v2.3,queue=30veh|congestion=0.14|rain=N|festival=N|accident=N,No Reroute Needed,Weekday,False,Clear,False,0.0,False,False,False,0.091,True,54,42.8,7.9,77.8,0.091,0.211,0.953,Normal free-flow traffic - standard signal timing maintained
DEC725065,2025-06-19 02:23:01,J032,Richmond Circle,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=58veh|congestion=0.38|rain=Y|festival=N|accident=N,53.0,Weekday,False,Heavy Rain,True,25.0,False,False,False,0.383,False,35,33.8,24.4,158.0,0.143,0.329,0.854,Light rain detected - minor speed reduction advised
DEC725066,2026-02-10 03:57:47,J033,Trinity Circle,Signal Timing Adjustment,ARGUS-DT-v2.3,queue=29veh|congestion=0.08|rain=N|festival=N|accident=N,35.0,Weekday,False,Clear,False,0.0,False,False,False,0.083,True,39,38.1,5.7,109.2,0.094,0.216,0.971,Normal free-flow traffic - standard signal timing maintained
DEC725067,2026-03-28 18:07:10,J012,Koramangala Sony World,Priority Grant,ARGUS-DT-v2.4.1,queue=60veh|congestion=0.65|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.455,True,76,29.2,32.0,131.6,0.092,0.213,0.978,Bus priority granted - green extension issued to reduce transit delay
DEC725068,2025-08-01 13:34:48,J040,City Market,Priority Grant,ARGUS-DT-v2.4.1,queue=17veh|congestion=0.24|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Rain,True,11.9,False,True,False,0.167,True,60,39.1,13.1,70.7,0.058,0.133,0.896,Bus priority granted - green extension issued to reduce transit delay
DEC725069,2025-03-12 08:24:47,J022,Rajajinagar,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=74veh|congestion=0.89|rain=N|festival=N|accident=N,83.6,Weekday,False,Clear,False,0.0,False,False,False,0.894,True,53,12.2,53.3,456.3,0.222,0.512,0.907,Heavy congestion detected - signal timing extended and reroute suggested
DEC725070,2025-09-03 00:39:35,J033,Trinity Circle,Priority Grant,ARGUS-DT-v2.4.1,queue=33veh|congestion=0.18|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.126,True,48,38.8,15.6,167.6,0.178,0.411,0.98,Bus priority granted - green extension issued to reduce transit delay
DEC725071,2025-05-30 18:26:45,J017,Whitefield ITPL,Route Recommendation,ARGUS-DT-v2.4.1,queue=78veh|congestion=0.97|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.974,True,83,9.4,68.1,403.6,0.167,0.387,0.929,Heavy congestion detected - signal timing extended and reroute suggested
DEC725072,2025-03-22 08:46:34,J011,Indiranagar 100ft Road,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=64veh|congestion=0.71|rain=N|festival=N|accident=N,72.5,Weekend,False,Clear,False,0.0,False,False,False,0.708,True,50,15.9,53.9,105.3,0.054,0.124,0.946,Moderate traffic flow - standard adaptive signal timing in effect
DEC725073,2025-08-14 19:31:52,J022,Rajajinagar,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=69veh|congestion=0.82|rain=N|festival=N|accident=N,79.3,Weekday,False,Clear,False,0.0,False,False,False,0.822,True,83,16.0,58.9,240.4,0.143,0.33,0.943,Heavy congestion detected - signal timing extended and reroute suggested
DEC725074,2025-01-28 22:22:13,J011,Indiranagar 100ft Road,Priority Grant,ARGUS-DT-v2.4.1,queue=39veh|congestion=0.25|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.175,True,50,36.3,5.9,106.6,0.092,0.213,0.986,Bus priority granted - green extension issued to reduce transit delay
DEC725075,2025-07-11 08:09:43,J016,Sarjapur Road,Priority Grant,ARGUS-DT-v2.4,queue=77veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Rain,True,14.0,False,True,False,0.7,True,59,21.8,42.4,256.6,0.17,0.393,0.906,Bus priority granted - green extension issued to reduce transit delay
DEC725076,2026-03-23 15:35:38,J033,Trinity Circle,Priority Grant,ARGUS-DT-v2.4.1,queue=42veh|congestion=0.30|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.213,True,45,35.0,19.6,182.8,0.18,0.416,0.951,Bus priority granted - green extension issued to reduce transit delay
DEC725077,2025-06-10 17:17:28,J035,Domlur,Priority Grant,ARGUS-DT-v2.4,queue=92veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Heavy Rain,True,35.0,False,True,False,0.7,False,89,23.1,46.4,194.4,0.123,0.284,0.851,Bus priority granted - green extension issued to reduce transit delay
DEC725078,2025-02-01 23:09:13,J014,Electronic City Toll,Signal Timing Adjustment,ARGUS-DT-v2.3,queue=32veh|congestion=0.15|rain=N|festival=N|accident=N,38.8,Weekend,False,Clear,False,0.0,False,False,False,0.146,True,46,39.1,9.3,67.6,0.054,0.125,0.96,Normal free-flow traffic - standard signal timing maintained
DEC725079,2026-01-16 21:16:31,J016,Sarjapur Road,Priority Grant,ARGUS-DT-v2.4,queue=35veh|congestion=0.31|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.219,True,51,31.9,15.9,76.6,0.073,0.169,0.959,Bus priority granted - green extension issued to reduce transit delay
DEC725080,2026-06-06 07:43:07,J013,HSR BDA Complex,Priority Grant,ARGUS-DT-v2.4.1,queue=54veh|congestion=0.48|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.335,True,54,35.5,24.4,231.9,0.231,0.535,0.99,Bus priority granted - green extension issued to reduce transit delay
DEC725081,2026-04-04 11:47:21,J007,Banashankari,Reroute Advisory,ARGUS-DT-v2.4.1,queue=10veh|congestion=0.18|rain=N|festival=N|accident=N,No Reroute Needed,Weekend,False,Clear,False,0.0,False,False,False,0.119,True,56,40.3,11.1,108.7,0.103,0.237,0.971,Normal free-flow traffic - standard signal timing maintained
DEC725082,2025-05-26 13:51:31,J015,Bellandur,Priority Grant,ARGUS-DT-v2.4.1,queue=22veh|congestion=0.16|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.111,True,53,41.9,8.0,78.3,0.065,0.151,0.977,Bus priority granted - green extension issued to reduce transit delay
DEC725083,2026-01-19 00:39:08,J038,Varthur,Route Recommendation,ARGUS-DT-v2.4.1,queue=24veh|congestion=0.15|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.147,True,47,40.1,5.1,81.7,0.077,0.177,0.99,Normal free-flow traffic - standard signal timing maintained
DEC725084,2025-08-29 08:36:58,J030,MG Road,Priority Grant,ARGUS-DT-v2.4.1,queue=91veh|congestion=0.89|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.626,True,78,24.3,39.4,134.9,0.1,0.23,0.97,Bus priority granted - green extension issued to reduce transit delay
DEC725085,2025-05-30 19:22:30,J011,Indiranagar 100ft Road,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=86veh|congestion=1.00|rain=Y|festival=N|accident=N,90.0,Weekday,False,Rain,True,22.9,False,False,False,1.0,True,92,9.4,69.2,413.3,0.157,0.362,0.892,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC725086,2025-01-15 18:21:19,J001,Silk Board,Priority Grant,ARGUS-DT-v2.4.1,queue=83veh|congestion=1.00|rain=N|festival=Y|accident=N,Green Extension +12s,Weekday,True,Clear,False,0.0,False,True,False,0.7,True,84,24.1,46.6,169.4,0.112,0.258,0.911,Bus priority granted - green extension issued to reduce transit delay
DEC725087,2025-12-12 07:40:29,J010,Shivajinagar,Priority Grant,ARGUS-DT-v2.4.1,queue=62veh|congestion=0.66|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.462,True,48,23.5,31.5,120.6,0.081,0.188,0.944,Bus priority granted - green extension issued to reduce transit delay
DEC725088,2025-02-27 14:46:46,J019,RT Nagar,Route Recommendation,ARGUS-DT-v2.4,queue=38veh|congestion=0.17|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.174,True,20,35.0,7.4,90.3,0.07,0.162,0.97,Normal free-flow traffic - standard signal timing maintained
DEC725089,2025-12-09 18:47:31,J017,Whitefield ITPL,Reroute Advisory,ARGUS-DT-v2.4.1,queue=84veh|congestion=1.00|rain=N|festival=N|accident=N,Detour via Ring Road,Weekday,False,Fog,False,0.0,False,False,False,0.65,True,63,18.4,41.9,155.9,0.087,0.201,0.964,Moderate traffic flow - standard adaptive signal timing in effect
DEC725090,2025-06-02 09:06:41,J041,Chalukya Circle,Priority Grant,ARGUS-DT-v2.4.1,queue=88veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Rain,True,7.5,False,True,False,0.7,False,87,20.8,53.7,240.8,0.152,0.352,0.862,Bus priority granted - green extension issued to reduce transit delay
DEC725091,2025-09-23 20:56:28,J039,KR Market,Priority Grant,ARGUS-DT-v2.4.1,queue=47veh|congestion=0.40|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.279,True,65,41.5,23.0,76.2,0.073,0.168,0.958,Bus priority granted - green extension issued to reduce transit delay
DEC725092,2025-07-04 07:40:59,J035,Domlur,Green Wave Coordination,ARGUS-DT-v2.4,queue=56veh|congestion=0.62|rain=N|festival=N|accident=N,Offset Re-planned,Weekday,False,Clear,False,0.0,False,False,False,0.343,True,74,31.2,27.3,119.8,0.097,0.225,0.969,Green wave coordination successful - maintain current corridor offset
DEC725093,2025-06-07 21:35:25,J014,Electronic City Toll,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=35veh|congestion=0.24|rain=N|festival=N|accident=N,44.2,Weekend,False,Clear,False,0.0,False,False,False,0.237,True,47,28.5,19.9,168.1,0.123,0.283,0.988,Normal free-flow traffic - standard signal timing maintained
DEC725094,2025-12-11 15:27:17,J014,Electronic City Toll,Reroute Advisory,ARGUS-DT-v2.4,queue=46veh|congestion=0.29|rain=N|festival=N|accident=N,No Reroute Needed,Weekday,False,Clear,False,0.0,False,False,False,0.188,True,77,36.7,6.7,63.8,0.044,0.102,0.952,Normal free-flow traffic - standard signal timing maintained
DEC725095,2025-05-09 19:55:58,J022,Rajajinagar,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=71veh|congestion=0.73|rain=N|festival=N|accident=N,73.5,Weekday,False,Clear,False,0.0,False,False,False,0.726,True,54,21.7,50.6,254.6,0.192,0.443,0.972,Moderate traffic flow - standard adaptive signal timing in effect
DEC725096,2025-05-10 14:24:07,J037,Kadugodi,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=17veh|congestion=0.16|rain=N|festival=N|accident=N,39.8,Weekend,False,Clear,False,0.0,False,False,False,0.163,True,68,34.2,7.6,77.5,0.082,0.19,0.989,Normal free-flow traffic - standard signal timing maintained
DEC725097,2026-02-09 09:31:07,J012,Koramangala Sony World,Priority Grant,ARGUS-DT-v2.4.1,queue=71veh|congestion=0.92|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.642,True,75,28.4,46.2,97.3,0.081,0.188,0.956,Bus priority granted - green extension issued to reduce transit delay
DEC725098,2025-11-27 19:49:01,J013,HSR BDA Complex,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=53veh|congestion=0.75|rain=N|festival=N|accident=N,75.2,Weekday,False,Fog,False,0.0,False,False,False,0.754,True,71,17.6,53.9,319.9,0.179,0.413,0.943,Heavy congestion detected - signal timing extended and reroute suggested
DEC725099,2026-04-19 18:57:07,J037,Kadugodi,Priority Grant,ARGUS-DT-v2.4,queue=74veh|congestion=0.74|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.516,True,78,24.8,29.0,260.5,0.19,0.438,0.98,Bus priority granted - green extension issued to reduce transit delay
DEC725100,2025-02-22 20:46:49,J026,Hosur Road,Route Recommendation,ARGUS-DT-v2.3,queue=35veh|congestion=0.31|rain=N|festival=N|accident=N,Primary Route,Weekend,False,Clear,False,0.0,False,False,False,0.313,False,50,32.1,17.6,67.8,0.062,0.144,0.883,Moderate traffic flow - standard adaptive signal timing in effect
DEC725101,2025-05-27 20:22:00,J036,HAL Airport Road,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=50veh|congestion=0.58|rain=N|festival=N|accident=N,64.9,Weekday,False,Fog,False,0.0,False,False,False,0.582,True,52,24.6,35.0,169.7,0.133,0.308,0.949,Moderate traffic flow - standard adaptive signal timing in effect
