event_id,timestamp,event_type,venue_junction_id,venue_junction_name,expected_attendance,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_nearby,road_closure_active,congestion_index,congestion_level,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
EVT426756,2026-03-20 19:08:00,Religious Festival,J023,Basavanagudi,32998,Weekday,True,Clear,False,0.0,False,True,1.0,Severe,8.0,97.8,322.3,0.122,0.281,0.84,Road closure for event/procession - full detour recommended for through-traffic
EVT426757,2025-04-02 14:47:48,Concert,J023,Basavanagudi,19749,Weekday,False,Clear,False,0.0,False,False,0.293,Low,23.7,20.9,196.0,0.115,0.266,0.972,Moderate traffic flow - standard adaptive signal timing in effect
EVT426758,2025-08-15 07:27:42,Religious Festival,J020,Malleshwaram Circle,23374,Weekday,True,Heavy Rain,True,26.6,False,False,1.0,Severe,9.5,72.2,430.8,0.151,0.35,0.833,Festival crowd surge detected - alternate route and extended cycle recommended
EVT426759,2025-05-07 14:17:49,Sports Fixture,J011,Indiranagar 100ft Road,26772,Weekday,False,Clear,False,0.0,False,False,0.319,Low,29.6,25.3,127.4,0.086,0.199,0.966,Moderate traffic flow - standard adaptive signal timing in effect
EVT426760,2026-04-22 10:54:32,Local Market Day,J020,Malleshwaram Circle,3975,Weekday,False,Clear,False,0.0,False,False,0.429,Moderate,29.0,27.0,141.1,0.1,0.232,0.973,Moderate traffic flow - standard adaptive signal timing in effect
EVT426761,2025-10-04 17:53:31,Concert,J020,Malleshwaram Circle,15185,Weekend,False,Clear,False,0.0,False,False,0.826,Severe,14.9,62.1,211.0,0.107,0.247,0.951,Heavy congestion detected - signal timing extended and reroute suggested
EVT426762,2026-03-02 16:56:00,Concert,J031,Cubbon Road,8635,Weekday,False,Clear,False,0.0,False,False,0.681,High,22.4,49.0,207.4,0.131,0.303,0.978,Moderate traffic flow - standard adaptive signal timing in effect
EVT426763,2026-05-13 09:20:11,Sports Fixture,J040,City Market,24798,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,7.6,69.4,897.0,0.26,0.602,0.895,Heavy congestion detected - signal timing extended and reroute suggested
EVT426764,2025-08-25 18:00:00,Trade Fair,J030,MG Road,8324,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,9.7,74.1,720.3,0.275,0.636,0.919,Heavy congestion detected - signal timing extended and reroute suggested
EVT426765,2026-06-14 18:16:42,Sports Fixture,J031,Cubbon Road,18401,Weekend,False,Light Rain,True,4.8,False,False,1.0,Severe,6.4,67.0,620.8,0.181,0.418,0.886,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426766,2025-10-27 08:27:08,Concert,J023,Basavanagudi,11216,Weekday,False,Clear,False,0.0,False,False,0.955,Severe,11.1,70.3,306.2,0.149,0.343,0.906,Heavy congestion detected - signal timing extended and reroute suggested
EVT426767,2025-04-15 19:17:59,Cultural Procession,J040,City Market,11982,Weekday,True,Rain,True,20.4,False,True,1.0,Severe,8.5,98.8,757.2,0.269,0.621,0.783,Road closure for event/procession - full detour recommended for through-traffic
EVT426768,2025-11-30 10:45:43,Concert,J012,Koramangala Sony World,9030,Weekend,False,Clear,False,0.0,False,False,0.563,High,23.5,36.8,102.7,0.067,0.154,0.962,Moderate traffic flow - standard adaptive signal timing in effect
EVT426769,2025-06-12 17:59:50,Local Market Day,J011,Indiranagar 100ft Road,4678,Weekday,False,Rain,True,8.1,False,False,1.0,Severe,6.0,74.6,789.8,0.217,0.5,0.881,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426770,2025-11-02 15:51:53,Religious Festival,J011,Indiranagar 100ft Road,38522,Weekend,True,Clear,False,0.0,False,True,0.963,Severe,10.5,85.5,563.2,0.241,0.557,0.831,Road closure for event/procession - full detour recommended for through-traffic
EVT426771,2025-10-27 15:17:22,Local Market Day,J011,Indiranagar 100ft Road,3890,Weekday,False,Clear,False,0.0,False,False,0.339,Low,31.1,22.2,138.0,0.125,0.288,0.969,Moderate traffic flow - standard adaptive signal timing in effect
EVT426772,2025-02-05 06:36:31,Concert,J012,Koramangala Sony World,8412,Weekday,False,Clear,False,0.0,False,False,0.439,Moderate,30.1,34.8,187.6,0.18,0.416,0.966,Moderate traffic flow - standard adaptive signal timing in effect
EVT426773,2026-05-17 08:08:33,Local Market Day,J012,Koramangala Sony World,5918,Weekend,False,Rain,True,18.7,False,False,0.953,Severe,8.9,64.9,431.9,0.164,0.379,0.866,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426774,2025-01-25 09:44:20,Political Rally,J030,MG Road,25272,Weekend,False,Clear,False,0.0,False,False,0.944,Severe,8.3,64.9,447.4,0.163,0.377,0.906,Heavy congestion detected - signal timing extended and reroute suggested
EVT426775,2025-09-02 17:28:51,Trade Fair,J020,Malleshwaram Circle,13956,Weekday,False,Fog,False,0.0,False,False,0.983,Severe,8.1,69.0,859.5,0.25,0.577,0.91,Heavy congestion detected - signal timing extended and reroute suggested
EVT426776,2025-06-18 15:36:40,Concert,J012,Koramangala Sony World,20893,Weekday,False,Clear,False,0.0,False,False,0.518,Moderate,22.5,42.5,230.3,0.154,0.356,0.962,Moderate traffic flow - standard adaptive signal timing in effect
EVT426777,2025-04-03 07:41:49,Trade Fair,J011,Indiranagar 100ft Road,12419,Weekday,False,Clear,False,0.0,False,False,0.698,High,17.9,45.7,315.1,0.183,0.423,0.968,Moderate traffic flow - standard adaptive signal timing in effect
EVT426778,2026-01-29 09:35:34,Concert,J030,MG Road,14139,Weekday,False,Clear,False,0.0,False,False,0.938,Severe,11.7,59.4,399.5,0.172,0.398,0.924,Heavy congestion detected - signal timing extended and reroute suggested
EVT426779,2026-03-13 09:57:08,Sports Fixture,J040,City Market,23629,Weekday,False,Clear,False,0.0,False,False,0.959,Severe,10.2,71.0,218.4,0.089,0.205,0.917,Heavy congestion detected - signal timing extended and reroute suggested
EVT426780,2025-08-15 12:12:09,Religious Festival,J012,Koramangala Sony World,40748,Weekday,True,Clear,False,0.0,False,True,0.833,High,15.4,75.1,487.6,0.25,0.577,0.865,Road closure for event/procession - full detour recommended for through-traffic
EVT426781,2025-11-21 20:25:39,Trade Fair,J020,Malleshwaram Circle,11121,Weekday,False,Clear,False,0.0,False,False,0.63,High,25.2,44.9,229.5,0.164,0.378,0.971,Moderate traffic flow - standard adaptive signal timing in effect
EVT426782,2026-01-20 15:14:38,Local Market Day,J023,Basavanagudi,3353,Weekday,False,Clear,False,0.0,False,False,0.298,Low,34.7,21.0,149.3,0.144,0.333,0.954,Moderate traffic flow - standard adaptive signal timing in effect
EVT426783,2025-10-31 16:53:12,Political Rally,J011,Indiranagar 100ft Road,15074,Weekday,False,Clear,False,0.0,False,False,0.85,Severe,11.3,60.8,426.4,0.171,0.394,0.956,Heavy congestion detected - signal timing extended and reroute suggested
EVT426784,2026-02-06 21:20:32,Trade Fair,J023,Basavanagudi,7434,Weekday,False,Clear,False,0.0,False,False,0.327,Low,31.1,18.4,185.2,0.144,0.333,0.975,Moderate traffic flow - standard adaptive signal timing in effect
EVT426785,2025-07-29 16:30:07,Trade Fair,J009,Majestic,6355,Weekday,False,Clear,False,0.0,False,False,0.512,Moderate,23.5,33.0,253.5,0.164,0.378,0.936,Moderate traffic flow - standard adaptive signal timing in effect
EVT426786,2025-01-27 06:42:43,Religious Festival,J011,Indiranagar 100ft Road,38916,Weekday,True,Clear,False,0.0,False,True,0.841,High,10.3,90.8,577.3,0.235,0.544,0.845,Road closure for event/procession - full detour recommended for through-traffic
EVT426787,2025-04-15 11:27:34,Religious Festival,J040,City Market,39797,Weekday,True,Clear,False,0.0,False,True,1.0,Severe,9.5,108.8,672.4,0.241,0.557,0.844,Road closure for event/procession - full detour recommended for through-traffic
EVT426788,2025-01-30 11:02:20,Sports Fixture,J023,Basavanagudi,15387,Weekday,False,Clear,False,0.0,False,False,0.509,Moderate,25.1,32.8,305.5,0.224,0.517,0.972,Moderate traffic flow - standard adaptive signal timing in effect
EVT426789,2025-06-25 10:20:28,Concert,J012,Koramangala Sony World,14434,Weekday,False,Heavy Rain,True,26.7,False,False,0.969,Severe,10.5,68.2,268.3,0.109,0.252,0.865,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426790,2025-12-23 20:01:59,Sports Fixture,J031,Cubbon Road,25827,Weekday,False,Clear,False,0.0,False,False,0.857,Severe,13.1,63.5,451.3,0.236,0.546,0.96,Heavy congestion detected - signal timing extended and reroute suggested
EVT426791,2025-03-29 17:50:50,Concert,J009,Majestic,12176,Weekend,False,Clear,False,0.0,False,False,0.883,Severe,10.3,66.4,802.9,0.308,0.712,0.935,Heavy congestion detected - signal timing extended and reroute suggested
EVT426792,2026-06-27 17:16:41,Trade Fair,J009,Majestic,5718,Weekend,False,Clear,False,0.0,False,False,0.671,High,20.3,51.1,336.0,0.215,0.497,0.965,Moderate traffic flow - standard adaptive signal timing in effect
EVT426793,2025-07-24 17:39:02,Trade Fair,J023,Basavanagudi,11607,Weekday,False,Clear,False,0.0,False,False,0.884,Severe,13.4,63.5,343.1,0.176,0.407,0.937,Heavy congestion detected - signal timing extended and reroute suggested
EVT426794,2026-02-07 04:44:57,Trade Fair,J012,Koramangala Sony World,14561,Weekend,False,Clear,False,0.0,False,False,0.293,Low,21.1,25.6,311.2,0.174,0.402,0.961,Moderate traffic flow - standard adaptive signal timing in effect
EVT426795,2025-10-21 18:54:08,Religious Festival,J030,MG Road,45357,Weekday,True,Clear,False,0.0,False,False,1.0,Severe,10.1,72.2,530.3,0.228,0.526,0.88,Festival crowd surge detected - alternate route and extended cycle recommended
EVT426796,2025-06-02 17:56:17,Political Rally,J040,City Market,22407,Weekday,False,Heavy Rain,True,25.5,False,False,1.0,Severe,7.3,70.0,219.5,0.077,0.177,0.854,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426797,2025-10-26 18:02:58,Local Market Day,J011,Indiranagar 100ft Road,3549,Weekend,False,Heavy Rain,True,29.7,False,False,1.0,Severe,7.4,73.9,513.8,0.163,0.376,0.868,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426798,2025-05-28 20:32:02,Sports Fixture,J030,MG Road,17441,Weekday,False,Light Rain,True,3.5,False,False,0.776,Severe,19.5,56.0,382.4,0.233,0.537,0.926,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426799,2025-10-22 16:48:05,Religious Festival,J023,Basavanagudi,39352,Weekday,True,Clear,False,0.0,True,False,1.0,Severe,8.1,66.7,225.9,0.082,0.19,0.699,Accident detected nearby - reroute and reduced speed advised
EVT426800,2026-01-31 20:46:59,Local Market Day,J011,Indiranagar 100ft Road,6842,Weekend,False,Clear,False,0.0,False,False,0.513,Moderate,23.7,39.4,174.0,0.124,0.287,0.99,Moderate traffic flow - standard adaptive signal timing in effect
EVT426801,2025-07-08 07:36:20,Sports Fixture,J031,Cubbon Road,14260,Weekday,False,Clear,False,0.0,False,False,0.702,High,20.8,52.9,267.3,0.185,0.427,0.952,Moderate traffic flow - standard adaptive signal timing in effect
EVT426802,2026-01-07 20:18:14,Sports Fixture,J023,Basavanagudi,15412,Weekday,False,Clear,False,0.0,False,False,0.623,High,19.7,42.0,134.2,0.097,0.225,0.985,Moderate traffic flow - standard adaptive signal timing in effect
EVT426803,2025-07-31 11:54:38,Trade Fair,J009,Majestic,13193,Weekday,False,Clear,False,0.0,False,False,0.289,Low,34.5,20.3,102.8,0.076,0.176,0.967,Moderate traffic flow - standard adaptive signal timing in effect
EVT426804,2026-05-27 17:48:57,Local Market Day,J009,Majestic,1755,Weekday,False,Clear,False,0.0,False,False,0.947,Severe,12.0,69.9,423.5,0.153,0.355,0.939,Heavy congestion detected - signal timing extended and reroute suggested
EVT426805,2026-03-29 08:45:57,Local Market Day,J040,City Market,3022,Weekend,False,Clear,False,0.0,False,False,0.812,Severe,15.3,61.6,284.6,0.144,0.332,0.938,Heavy congestion detected - signal timing extended and reroute suggested
EVT426806,2025-12-27 08:31:56,Political Rally,J020,Malleshwaram Circle,11442,Weekend,False,Clear,False,0.0,False,False,0.926,Severe,9.4,66.2,633.7,0.215,0.498,0.906,Heavy congestion detected - signal timing extended and reroute suggested
EVT426807,2026-06-22 18:25:05,Concert,J030,MG Road,7541,Weekday,False,Light Rain,True,3.5,False,False,1.0,Severe,8.9,66.4,453.0,0.148,0.342,0.842,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426808,2026-06-06 08:04:32,Local Market Day,J020,Malleshwaram Circle,6114,Weekend,False,Clear,False,0.0,False,False,0.748,High,18.6,54.1,235.1,0.124,0.287,0.971,Moderate traffic flow - standard adaptive signal timing in effect
EVT426809,2025-06-17 12:13:42,Sports Fixture,J040,City Market,21935,Weekday,False,Clear,False,0.0,False,False,0.226,Low,39.5,17.4,77.6,0.059,0.136,0.961,Normal free-flow traffic - standard signal timing maintained
EVT426810,2026-01-24 12:04:53,Political Rally,J023,Basavanagudi,19771,Weekend,False,Clear,False,0.0,False,False,0.402,Moderate,35.9,31.0,88.9,0.071,0.163,0.961,Moderate traffic flow - standard adaptive signal timing in effect
EVT426811,2025-03-19 10:52:29,Sports Fixture,J020,Malleshwaram Circle,24078,Weekday,False,Fog,False,0.0,False,False,0.592,High,20.6,41.7,249.9,0.167,0.387,0.975,Moderate traffic flow - standard adaptive signal timing in effect
EVT426812,2026-01-13 22:08:20,Local Market Day,J023,Basavanagudi,3119,Weekday,False,Clear,False,0.0,False,False,0.227,Low,36.7,18.2,148.9,0.137,0.317,0.976,Normal free-flow traffic - standard signal timing maintained
EVT426813,2025-09-30 06:59:22,Trade Fair,J031,Cubbon Road,7527,Weekday,False,Clear,False,0.0,False,False,0.456,Moderate,28.6,29.8,239.0,0.206,0.475,0.95,Moderate traffic flow - standard adaptive signal timing in effect
EVT426814,2025-11-11 19:41:47,Sports Fixture,J030,MG Road,22872,Weekday,False,Clear,False,0.0,False,False,0.907,Severe,11.4,65.9,362.3,0.162,0.375,0.927,Heavy congestion detected - signal timing extended and reroute suggested
EVT426815,2025-12-10 17:37:22,Sports Fixture,J009,Majestic,17735,Weekday,False,Clear,False,0.0,False,False,0.962,Severe,11.1,71.0,755.0,0.3,0.693,0.93,Heavy congestion detected - signal timing extended and reroute suggested
EVT426816,2026-03-20 14:41:39,Fireworks Display,J012,Koramangala Sony World,17936,Weekday,True,Clear,False,0.0,False,False,0.579,High,21.7,37.1,197.6,0.154,0.356,0.921,Festival crowd surge detected - alternate route and extended cycle recommended
EVT426817,2026-01-17 11:18:19,Concert,J030,MG Road,6673,Weekend,False,Clear,False,0.0,False,False,0.381,Moderate,31.5,28.2,120.5,0.092,0.212,0.963,Moderate traffic flow - standard adaptive signal timing in effect
EVT426818,2025-01-28 20:36:03,Concert,J030,MG Road,14994,Weekday,False,Clear,False,0.0,False,False,0.504,Moderate,26.3,36.1,101.7,0.064,0.148,0.976,Moderate traffic flow - standard adaptive signal timing in effect
EVT426819,2025-03-10 19:17:13,Concert,J012,Koramangala Sony World,12610,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.3,65.1,610.7,0.209,0.482,0.887,Heavy congestion detected - signal timing extended and reroute suggested
EVT426820,2025-06-29 08:44:26,Sports Fixture,J011,Indiranagar 100ft Road,29625,Weekend,False,Heavy Rain,True,64.8,False,False,1.0,Severe,8.6,64.3,328.1,0.122,0.282,0.851,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426821,2026-06-22 09:55:13,Local Market Day,J023,Basavanagudi,10180,Weekday,False,Light Rain,True,6.5,False,False,0.989,Severe,9.1,65.9,649.5,0.232,0.537,0.875,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426822,2025-07-17 19:26:52,Local Market Day,J030,MG Road,4300,Weekday,False,Clear,False,0.0,False,False,0.958,Severe,9.7,70.0,187.0,0.082,0.189,0.946,Heavy congestion detected - signal timing extended and reroute suggested
EVT426823,2025-06-30 23:03:29,Concert,J020,Malleshwaram Circle,18409,Weekday,False,Heavy Rain,True,29.5,False,False,0.623,High,21.7,44.9,125.3,0.104,0.24,0.934,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426824,2026-06-24 15:32:01,Local Market Day,J011,Indiranagar 100ft Road,7002,Weekday,False,Rain,True,8.2,False,False,0.524,Moderate,23.2,41.1,289.2,0.208,0.48,0.901,Light rain detected - minor speed reduction advised
EVT426825,2026-02-12 20:55:07,Trade Fair,J009,Majestic,11637,Weekday,False,Clear,False,0.0,False,False,0.504,Moderate,22.6,32.2,105.3,0.066,0.154,0.976,Moderate traffic flow - standard adaptive signal timing in effect
EVT426826,2025-09-28 15:24:42,Political Rally,J031,Cubbon Road,14807,Weekend,False,Rain,True,8.6,False,False,0.515,Moderate,20.9,34.2,112.2,0.067,0.154,0.922,Light rain detected - minor speed reduction advised
EVT426827,2025-02-24 10:52:02,Local Market Day,J030,MG Road,2008,Weekday,False,Clear,False,0.0,False,False,0.438,Moderate,24.0,32.5,186.6,0.138,0.318,0.98,Moderate traffic flow - standard adaptive signal timing in effect
EVT426828,2025-01-17 18:08:51,Concert,J031,Cubbon Road,21892,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,7.6,69.9,365.8,0.128,0.296,0.925,Heavy congestion detected - signal timing extended and reroute suggested
EVT426829,2026-05-13 21:17:39,Local Market Day,J020,Malleshwaram Circle,6763,Weekday,False,Clear,False,0.0,False,False,0.446,Moderate,27.7,34.6,140.9,0.094,0.217,0.955,Moderate traffic flow - standard adaptive signal timing in effect
EVT426830,2025-05-11 12:52:34,Sports Fixture,J040,City Market,27768,Weekend,False,Rain,True,16.9,False,False,0.612,High,20.6,48.7,256.2,0.174,0.401,0.927,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426831,2026-02-04 18:57:35,Trade Fair,J012,Koramangala Sony World,12498,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.2,71.2,519.5,0.19,0.439,0.895,Heavy congestion detected - signal timing extended and reroute suggested
EVT426832,2025-05-06 18:46:14,Trade Fair,J030,MG Road,7025,Weekday,False,Heavy Rain,True,42.9,True,False,1.0,Severe,7.7,67.5,582.1,0.178,0.411,0.694,Accident detected nearby - reroute and reduced speed advised
EVT426833,2026-06-18 22:41:40,Local Market Day,J009,Majestic,3930,Weekday,False,Clear,False,0.0,False,False,0.206,Low,33.8,18.8,133.0,0.116,0.268,0.955,Normal free-flow traffic - standard signal timing maintained
EVT426834,2025-05-31 11:15:30,Concert,J009,Majestic,10957,Weekend,False,Clear,False,0.0,False,False,0.357,Moderate,24.2,21.4,169.3,0.106,0.245,0.979,Moderate traffic flow - standard adaptive signal timing in effect
EVT426835,2025-09-19 07:37:05,Local Market Day,J030,MG Road,5248,Weekday,False,Clear,False,0.0,False,False,0.62,High,21.9,41.5,152.1,0.115,0.266,0.974,Moderate traffic flow - standard adaptive signal timing in effect
EVT426836,2025-09-03 22:22:03,Sports Fixture,J040,City Market,34589,Weekday,False,Clear,False,0.0,False,False,0.38,Moderate,28.0,23.3,184.0,0.147,0.339,0.979,Moderate traffic flow - standard adaptive signal timing in effect
EVT426837,2025-01-20 16:16:32,Trade Fair,J020,Malleshwaram Circle,8578,Weekday,False,Clear,False,0.0,False,False,0.482,Moderate,25.1,26.0,257.2,0.183,0.423,0.95,Moderate traffic flow - standard adaptive signal timing in effect
EVT426838,2025-02-25 15:49:21,Sports Fixture,J009,Majestic,27557,Weekday,False,Clear,False,0.0,False,False,0.524,Moderate,22.9,35.1,291.1,0.197,0.455,0.978,Moderate traffic flow - standard adaptive signal timing in effect
EVT426839,2025-06-25 09:50:37,Sports Fixture,J023,Basavanagudi,31012,Weekday,False,Heavy Rain,True,45.0,False,False,1.0,Severe,5.8,68.6,1069.9,0.26,0.601,0.878,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426840,2026-01-12 12:41:59,Concert,J031,Cubbon Road,11749,Weekday,False,Clear,False,0.0,False,False,0.236,Low,32.8,13.0,248.0,0.204,0.472,0.958,Normal free-flow traffic - standard signal timing maintained
EVT426841,2025-10-16 09:03:45,Political Rally,J023,Basavanagudi,16606,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,7.6,69.0,405.6,0.124,0.287,0.92,Heavy congestion detected - signal timing extended and reroute suggested
EVT426842,2025-04-19 09:40:10,Political Rally,J031,Cubbon Road,17186,Weekend,False,Clear,False,0.0,False,False,0.839,Severe,15.5,58.0,325.7,0.18,0.417,0.928,Heavy congestion detected - signal timing extended and reroute suggested
EVT426843,2026-04-25 13:05:34,Trade Fair,J040,City Market,13779,Weekend,False,Clear,False,0.0,False,False,0.319,Low,33.2,20.7,150.7,0.137,0.317,0.964,Moderate traffic flow - standard adaptive signal timing in effect
EVT426844,2025-03-10 08:41:50,Concert,J020,Malleshwaram Circle,11249,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,9.2,71.4,690.1,0.262,0.606,0.874,Heavy congestion detected - signal timing extended and reroute suggested
EVT426845,2026-01-17 18:19:24,Sports Fixture,J020,Malleshwaram Circle,16787,Weekend,False,Clear,False,0.0,False,False,0.953,Severe,10.6,63.4,454.3,0.2,0.461,0.917,Heavy congestion detected - signal timing extended and reroute suggested
EVT426846,2025-07-30 19:43:12,Sports Fixture,J011,Indiranagar 100ft Road,30369,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.2,74.3,707.0,0.222,0.512,0.9,Heavy congestion detected - signal timing extended and reroute suggested
EVT426847,2025-02-08 14:05:13,Local Market Day,J030,MG Road,4839,Weekend,False,Clear,False,0.0,False,False,0.219,Low,36.5,16.1,110.9,0.094,0.216,0.977,Normal free-flow traffic - standard signal timing maintained
EVT426848,2025-10-16 11:41:19,Political Rally,J023,Basavanagudi,13130,Weekday,False,Rain,True,21.2,False,False,0.631,High,23.3,39.1,200.4,0.163,0.377,0.93,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426849,2025-06-26 20:04:10,Local Market Day,J020,Malleshwaram Circle,4015,Weekday,False,Clear,False,0.0,False,False,0.665,High,18.2,49.5,271.8,0.174,0.402,0.969,Moderate traffic flow - standard adaptive signal timing in effect
EVT426850,2025-03-09 17:09:35,Trade Fair,J012,Koramangala Sony World,5829,Weekend,False,Clear,False,0.0,False,False,0.726,High,17.8,46.7,382.5,0.23,0.531,0.975,Moderate traffic flow - standard adaptive signal timing in effect
EVT426851,2026-06-12 16:54:09,Local Market Day,J030,MG Road,6078,Weekday,False,Rain,True,16.9,False,False,0.916,Severe,10.3,68.0,417.5,0.16,0.371,0.871,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT426852,2025-10-29 06:02:31,Concert,J009,Majestic,13712,Weekday,False,Clear,False,0.0,False,False,0.316,Low,31.5,16.3,187.3,0.168,0.388,0.972,Moderate traffic flow - standard adaptive signal timing in effect
EVT426853,2025-07-24 16:53:47,Local Market Day,J040,City Market,3999,Weekday,False,Clear,False,0.0,False,False,0.71,High,17.6,49.5,343.3,0.21,0.485,0.967,Moderate traffic flow - standard adaptive signal timing in effect
EVT426854,2025-01-11 14:11:47,Trade Fair,J031,Cubbon Road,10305,Weekend,False,Clear,False,0.0,False,False,0.295,Low,30.9,21.0,97.1,0.079,0.182,0.952,Moderate traffic flow - standard adaptive signal timing in effect
EVT426855,2025-02-22 21:55:56,Trade Fair,J023,Basavanagudi,7978,Weekend,False,Clear,False,0.0,False,False,0.335,Low,29.3,17.4,116.5,0.076,0.175,0.977,Moderate traffic flow - standard adaptive signal timing in effect
EVT426856,2025-10-14 01:09:57,Sports Fixture,J023,Basavanagudi,39627,Weekday,False,Clear,False,0.0,False,False,0.367,Moderate,27.3,28.3,178.8,0.141,0.325,0.99,Moderate traffic flow - standard adaptive signal timing in effect
EVT426857,2026-02-15 09:26:43,Concert,J030,MG Road,18743,Weekend,False,Clear,False,0.0,False,False,0.939,Severe,9.9,74.3,892.4,0.338,0.78,0.936,Heavy congestion detected - signal timing extended and reroute suggested
EVT426858,2025-09-07 09:59:38,Sports Fixture,J030,MG Road,23336,Weekend,False,Clear,False,0.0,False,False,0.814,Severe,13.3,53.9,136.6,0.063,0.145,0.951,Heavy congestion detected - signal timing extended and reroute suggested
EVT426859,2026-04-21 09:25:10,Local Market Day,J009,Majestic,6161,Weekday,False,Clear,False,0.0,False,False,0.958,Severe,10.9,67.2,498.4,0.221,0.509,0.908,Heavy congestion detected - signal timing extended and reroute suggested
EVT426860,2025-08-18 15:00:14,Local Market Day,J012,Koramangala Sony World,5090,Weekday,False,Heavy Rain,True,27.6,False,False,0.51,Moderate,23.6,32.5,241.1,0.165,0.381,0.914,Light rain detected - minor speed reduction advised
EVT426861,2025-11-22 15:12:56,Local Market Day,J030,MG Road,3023,Weekend,False,Clear,False,0.0,False,False,0.298,Low,29.7,26.3,180.0,0.143,0.33,0.972,Moderate traffic flow - standard adaptive signal timing in effect
EVT426862,2025-01-19 18:00:45,Concert,J023,Basavanagudi,8533,Weekend,False,Clear,False,0.0,False,False,0.834,Severe,14.2,60.2,327.0,0.166,0.384,0.96,Heavy congestion detected - signal timing extended and reroute suggested
EVT426863,2026-03-25 22:22:51,Local Market Day,J012,Koramangala Sony World,4145,Weekday,False,Clear,False,0.0,False,False,0.196,Low,38.0,12.2,120.1,0.096,0.222,0.982,Normal free-flow traffic - standard signal timing maintained
EVT426864,2026-05-31 18:25:56,Trade Fair,J009,Majestic,6422,Weekend,False,Clear,False,0.0,False,False,0.888,Severe,11.1,64.6,318.7,0.135,0.311,0.939,Heavy congestion detected - signal timing extended and reroute suggested
EVT426865,2025-05-30 08:07:48,Trade Fair,J030,MG Road,10103,Weekday,False,Clear,False,0.0,False,False,0.81,Severe,13.9,57.8,195.4,0.1,0.23,0.959,Heavy congestion detected - signal timing extended and reroute suggested
EVT426866,2025-05-30 13:18:19,Local Market Day,J012,Koramangala Sony World,6092,Weekday,False,Clear,False,0.0,False,False,0.26,Low,29.4,17.2,228.0,0.168,0.389,0.946,Moderate traffic flow - standard adaptive signal timing in effect
EVT426867,2025-07-25 16:56:27,Local Market Day,J020,Malleshwaram Circle,3992,Weekday,False,Fog,False,0.0,False,False,0.677,High,21.2,46.6,292.2,0.194,0.447,0.985,Moderate traffic flow - standard adaptive signal timing in effect
EVT426868,2026-01-27 18:30:42,Religious Festival,J011,Indiranagar 100ft Road,76654,Weekday,True,Clear,False,0.0,False,True,1.0,Severe,8.5,93.2,510.7,0.192,0.445,0.845,Road closure for event/procession - full detour recommended for through-traffic
EVT426869,2025-02-04 07:56:15,Local Market Day,J040,City Market,3877,Weekday,False,Clear,False,0.0,False,False,0.762,Severe,19.6,56.4,289.4,0.199,0.459,0.953,Heavy congestion detected - signal timing extended and reroute suggested
EVT426870,2025-05-22 13:10:52,Sports Fixture,J031,Cubbon Road,18090,Weekday,False,Clear,False,0.0,False,False,0.278,Low,34.3,20.2,142.4,0.112,0.259,0.981,Moderate traffic flow - standard adaptive signal timing in effect
EVT426871,2025-01-26 13:03:17,Fireworks Display,J023,Basavanagudi,11361,Weekend,True,Clear,False,0.0,False,False,0.53,Moderate,19.8,30.5,109.6,0.072,0.167,0.9,Festival crowd surge detected - alternate route and extended cycle recommended
EVT426872,2025-03-29 07:41:47,Sports Fixture,J031,Cubbon Road,36632,Weekend,False,Clear,False,0.0,False,False,0.776,Severe,14.7,58.2,261.6,0.152,0.351,0.97,Heavy congestion detected - signal timing extended and reroute suggested
EVT426873,2026-01-19 08:01:14,Local Market Day,J012,Koramangala Sony World,8803,Weekday,False,Clear,False,0.0,False,False,0.926,Severe,10.3,64.5,385.0,0.162,0.375,0.919,Heavy congestion detected - signal timing extended and reroute suggested
