record_id,timestamp,junction_id,junction_name,neighbor_junction_id,neighbor_junction_name,approach_direction,num_lanes,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,priority_class,incoming_vehicle_count,queue_length_vehicles,requested_green_time_sec,granted_green_time_sec,negotiation_rounds,negotiation_outcome,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
JN124263,2025-03-29 14:55:24,J026,Hosur Road,J032,Richmond Circle,West,2,Weekend,False,Clear,False,0.0,False,Bus,23,22,36.6,34.1,2,Priority Granted (Bus),0.157,27.8,8.4,99.7,0.058,0.133,0.956,Bus priority granted - green extension issued to reduce transit delay
JN124264,2025-09-12 10:55:23,J013,HSR BDA Complex,J022,Rajajinagar,West,2,Weekday,False,Clear,False,0.0,False,Normal,40,33,29.9,47.2,1,Accepted,0.397,34.0,29.2,58.7,0.042,0.098,0.943,Moderate traffic flow - standard adaptive signal timing in effect
JN124265,2025-05-28 19:38:36,J002,Marathahalli,J024,JP Nagar,North,3,Weekday,False,Clear,False,0.0,False,Normal,44,41,33.8,39.0,1,Accepted,0.719,20.9,45.9,143.2,0.108,0.25,0.964,Moderate traffic flow - standard adaptive signal timing in effect
JN124266,2025-10-22 12:29:53,J011,Indiranagar 100ft Road,J036,HAL Airport Road,West,2,Weekday,True,Clear,False,0.0,False,Bus,34,29,42.8,42.1,3,Priority Granted (Bus),0.349,31.9,13.0,91.9,0.079,0.182,0.927,Bus priority granted - green extension issued to reduce transit delay
JN124267,2025-06-22 06:37:45,J008,Jayanagar 4th Block,J009,Majestic,East,3,Weekend,False,Clear,False,0.0,False,Normal,28,20,24.5,46.0,2,Accepted,0.141,33.2,3.8,61.6,0.061,0.14,0.98,Normal free-flow traffic - standard signal timing maintained
JN124268,2025-06-28 10:13:00,J027,Mysore Road,J031,Cubbon Road,West,3,Weekend,False,Rain,True,13.5,False,Normal,42,37,29.0,33.8,1,Accepted,0.608,23.3,40.0,151.7,0.118,0.273,0.926,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN124269,2025-12-19 14:35:54,J016,Sarjapur Road,J012,Koramangala Sony World,East,3,Weekday,False,Clear,False,0.0,False,Normal,23,15,17.1,49.5,2,Accepted,0.129,35.8,7.2,67.8,0.067,0.155,0.975,Normal free-flow traffic - standard signal timing maintained
JN124270,2025-03-25 17:58:50,J033,Trinity Circle,J005,Yeshwantpur,East,2,Weekday,False,Clear,False,0.0,False,Normal,72,63,48.5,39.7,3,Counter-Offer Accepted,0.928,10.2,67.2,209.1,0.102,0.236,0.917,Heavy congestion detected - signal timing extended and reroute suggested
JN124271,2025-12-06 08:46:00,J010,Shivajinagar,J030,MG Road,East,3,Weekend,False,Clear,False,0.0,False,Bus,38,33,50.4,49.2,3,Priority Granted (Bus),0.665,17.0,25.4,81.7,0.04,0.093,0.979,Bus priority granted - green extension issued to reduce transit delay
JN124272,2025-10-09 17:26:52,J014,Electronic City Toll,J002,Marathahalli,East,4,Weekday,False,Rain,True,9.3,False,Normal,41,37,31.9,29.0,4,Counter-Offer Accepted,0.915,10.9,60.7,335.8,0.153,0.353,0.886,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN124273,2025-11-20 09:18:49,J035,Domlur,J012,Koramangala Sony World,East,3,Weekday,False,Clear,False,0.0,False,Normal,51,46,37.9,30.2,3,Counter-Offer Accepted,0.936,10.2,57.1,267.2,0.101,0.232,0.929,Heavy congestion detected - signal timing extended and reroute suggested
JN124274,2025-05-27 14:36:33,J038,Varthur,J012,Koramangala Sony World,West,3,Weekday,False,Clear,False,0.0,False,Normal,14,11,18.2,46.1,1,Accepted,0.033,39.9,2.0,44.1,0.054,0.124,0.938,Normal free-flow traffic - standard signal timing maintained
JN124275,2025-05-16 18:16:24,J032,Richmond Circle,J013,HSR BDA Complex,West,4,Weekday,False,Clear,False,0.0,False,Bus,46,38,47.4,42.1,3,Priority Granted (Bus),0.812,14.4,30.3,110.8,0.053,0.122,0.939,Bus priority granted - green extension issued to reduce transit delay
JN124276,2026-01-01 09:42:02,J033,Trinity Circle,J031,Cubbon Road,South,2,Weekday,True,Clear,False,0.0,False,Bus,62,59,68.1,63.1,2,Priority Granted (Bus),0.882,12.0,31.6,140.2,0.054,0.124,0.91,Bus priority granted - green extension issued to reduce transit delay
JN124277,2026-02-27 18:44:11,J015,Bellandur,J014,Electronic City Toll,East,2,Weekday,False,Clear,False,0.0,False,Bus,64,58,63.5,57.6,2,Priority Granted (Bus),0.798,15.8,31.9,148.3,0.088,0.203,0.958,Bus priority granted - green extension issued to reduce transit delay
JN124278,2025-07-16 13:45:08,J005,Yeshwantpur,J033,Trinity Circle,East,3,Weekday,False,Rain,True,20.3,False,Normal,25,22,29.1,47.5,1,Accepted,0.296,35.2,16.4,55.7,0.065,0.15,0.916,Light rain detected - minor speed reduction advised
JN124279,2025-11-29 05:16:18,J022,Rajajinagar,J013,HSR BDA Complex,West,2,Weekend,False,Clear,False,0.0,False,Bus,29,19,35.0,34.1,2,Priority Granted (Bus),0.104,29.5,3.8,79.8,0.062,0.142,0.955,Bus priority granted - green extension issued to reduce transit delay
JN124280,2025-08-16 07:59:48,J007,Banashankari,J042,Anand Rao Circle,South,2,Weekend,True,Fog,False,0.0,False,Normal,52,47,36.6,42.2,1,Accepted,0.698,18.6,47.9,100.1,0.046,0.107,0.922,Festival crowd surge detected - alternate route and extended cycle recommended
JN124281,2025-03-19 16:34:04,J012,Koramangala Sony World,J038,Varthur,South,2,Weekday,False,Clear,False,0.0,False,Normal,51,42,31.9,47.8,2,Accepted,0.484,20.1,34.7,215.4,0.125,0.29,0.948,Moderate traffic flow - standard adaptive signal timing in effect
JN124282,2025-04-07 06:56:37,J024,JP Nagar,J036,HAL Airport Road,West,3,Weekday,True,Clear,False,0.0,False,Normal,44,40,35.0,46.4,2,Accepted,0.607,15.3,41.1,201.4,0.117,0.271,0.92,Festival crowd surge detected - alternate route and extended cycle recommended
JN124283,2026-01-13 12:23:21,J009,Majestic,J025,Bannerghatta Road,East,2,Weekday,False,Clear,False,0.0,False,Normal,21,17,24.5,49.3,2,Accepted,0.083,38.1,2.5,38.6,0.04,0.091,0.945,Normal free-flow traffic - standard signal timing maintained
JN124284,2025-08-23 18:20:04,J024,JP Nagar,J013,HSR BDA Complex,South,2,Weekend,False,Clear,False,0.0,False,Normal,52,46,36.8,43.6,1,Accepted,0.595,25.3,40.4,136.9,0.085,0.196,0.982,Moderate traffic flow - standard adaptive signal timing in effect
JN124285,2025-08-27 12:01:58,J014,Electronic City Toll,J026,Hosur Road,West,2,Weekday,True,Clear,False,0.0,False,Normal,44,39,38.2,46.8,2,Accepted,0.402,26.0,21.4,105.2,0.086,0.199,0.937,Moderate traffic flow - standard adaptive signal timing in effect
JN124286,2026-04-04 10:13:14,J011,Indiranagar 100ft Road,J002,Marathahalli,East,4,Weekend,False,Clear,False,0.0,False,Normal,25,22,21.9,44.7,2,Accepted,0.351,31.4,23.4,106.6,0.094,0.216,0.964,Moderate traffic flow - standard adaptive signal timing in effect
JN124287,2025-10-03 17:38:03,J017,Whitefield ITPL,J024,JP Nagar,East,3,Weekday,True,Clear,False,0.0,False,Normal,53,47,39.4,39.8,2,Accepted,0.936,9.3,59.6,231.9,0.105,0.243,0.879,Festival crowd surge detected - alternate route and extended cycle recommended
JN124288,2025-08-05 19:47:18,J017,Whitefield ITPL,J028,Tumkur Road,South,4,Weekday,False,Heavy Rain,True,32.9,False,Normal,49,43,36.5,33.2,2,Counter-Offer Accepted,0.951,9.2,60.7,237.3,0.097,0.224,0.876,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN124289,2026-01-28 22:42:39,J035,Domlur,J010,Shivajinagar,East,3,Weekday,False,Clear,False,0.0,False,Normal,23,20,25.0,51.1,1,Accepted,0.044,39.3,2.9,74.9,0.096,0.223,0.948,Normal free-flow traffic - standard signal timing maintained
JN124290,2025-09-21 12:28:18,J033,Trinity Circle,J025,Bannerghatta Road,West,3,Weekend,False,Clear,False,0.0,False,Normal,22,18,23.1,53.2,1,Accepted,0.145,37.4,10.0,82.0,0.086,0.198,0.921,Normal free-flow traffic - standard signal timing maintained
JN124291,2025-11-11 22:28:24,J017,Whitefield ITPL,J023,Basavanagudi,West,3,Weekday,False,Clear,False,0.0,False,Normal,19,9,16.3,45.5,2,Accepted,0.059,34.5,4.5,45.6,0.05,0.115,0.957,Normal free-flow traffic - standard signal timing maintained
JN124292,2026-01-07 15:04:25,J025,Bannerghatta Road,J021,Vijayanagar,South,3,Weekday,False,Clear,False,0.0,False,Bus,25,14,37.2,36.3,3,Priority Granted (Bus),0.125,32.2,6.3,53.4,0.054,0.124,0.987,Bus priority granted - green extension issued to reduce transit delay
JN124293,2025-12-20 21:34:39,J031,Cubbon Road,J041,Chalukya Circle,North,2,Weekend,False,Clear,False,0.0,False,Normal,22,17,21.6,54.6,2,Accepted,0.039,42.0,2.5,39.2,0.039,0.091,0.971,Normal free-flow traffic - standard signal timing maintained
JN124294,2025-08-13 14:47:32,J016,Sarjapur Road,J041,Chalukya Circle,West,2,Weekday,False,Clear,False,0.0,False,Bus,26,17,32.1,31.3,3,Priority Granted (Bus),0.098,40.9,3.0,53.0,0.048,0.111,0.979,Bus priority granted - green extension issued to reduce transit delay
JN124295,2025-09-16 20:22:38,J006,Tin Factory,J024,JP Nagar,East,3,Weekday,False,Light Rain,True,3.5,False,Bus,34,29,42.2,41.3,2,Priority Granted (Bus),0.54,28.0,19.3,41.9,0.019,0.043,0.923,Bus priority granted - green extension issued to reduce transit delay
JN124296,2025-09-08 16:14:26,J005,Yeshwantpur,J031,Cubbon Road,South,4,Weekday,False,Clear,False,0.0,False,Normal,26,23,27.4,43.0,2,Accepted,0.416,29.3,28.4,101.1,0.086,0.198,0.946,Moderate traffic flow - standard adaptive signal timing in effect
JN124297,2025-10-01 17:49:23,J027,Mysore Road,J012,Koramangala Sony World,South,4,Weekday,False,Clear,False,0.0,False,Bus,50,44,49.7,49.2,2,Priority Granted (Bus),0.824,12.7,31.6,213.0,0.095,0.22,0.923,Bus priority granted - green extension issued to reduce transit delay
JN124298,2025-10-17 11:26:59,J039,KR Market,J004,Hebbal,South,2,Weekday,False,Clear,False,0.0,False,Normal,37,28,30.7,37.1,1,Accepted,0.265,25.7,14.9,55.1,0.052,0.119,0.94,Moderate traffic flow - standard adaptive signal timing in effect
JN124299,2026-05-19 14:07:49,J010,Shivajinagar,J039,KR Market,South,2,Weekday,False,Clear,False,0.0,False,Normal,17,16,22.4,49.6,2,Accepted,0.088,35.5,2.0,44.6,0.037,0.086,0.968,Normal free-flow traffic - standard signal timing maintained
JN124300,2025-07-31 15:28:44,J009,Majestic,J022,Rajajinagar,East,3,Weekday,False,Clear,False,0.0,False,Bus,26,21,37.2,34.8,2,Priority Granted (Bus),0.242,29.9,9.0,67.2,0.035,0.081,0.973,Bus priority granted - green extension issued to reduce transit delay
JN124301,2025-12-09 15:02:25,J025,Bannerghatta Road,J036,HAL Airport Road,East,3,Weekday,False,Clear,False,0.0,False,Normal,27,23,29.0,45.5,1,Accepted,0.209,33.3,5.7,57.1,0.062,0.144,0.941,Normal free-flow traffic - standard signal timing maintained
JN124302,2026-05-30 12:24:03,J015,Bellandur,J038,Varthur,East,4,Weekend,False,Rain,True,8.0,False,Normal,18,14,17.7,49.6,1,Accepted,0.143,29.3,6.2,59.1,0.053,0.123,0.916,Light rain detected - minor speed reduction advised
JN124303,2025-05-07 16:08:30,J011,Indiranagar 100ft Road,J009,Majestic,North,2,Weekday,False,Light Rain,True,1.0,False,Bus,37,32,47.0,42.6,4,Priority Granted (Bus),0.449,30.6,16.8,95.1,0.075,0.174,0.943,Bus priority granted - green extension issued to reduce transit delay
JN124304,2025-07-10 17:42:30,J020,Malleshwaram Circle,J025,Bannerghatta Road,South,4,Weekday,False,Heavy Rain,True,65.7,False,Normal,51,48,32.3,30.7,1,Accepted,0.957,8.7,56.8,215.2,0.089,0.206,0.887,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN124305,2025-09-09 08:55:44,J020,Malleshwaram Circle,J040,City Market,East,3,Weekday,False,Clear,False,0.0,False,Bus,56,48,52.9,46.5,4,Priority Granted (Bus),0.876,13.9,31.7,140.0,0.089,0.205,0.935,Bus priority granted - green extension issued to reduce transit delay
JN124306,2025-02-23 10:54:19,J021,Vijayanagar,J030,MG Road,East,3,Weekend,False,Clear,False,0.0,False,Normal,25,19,22.3,48.4,1,Accepted,0.251,31.9,15.6,63.3,0.058,0.134,0.951,Moderate traffic flow - standard adaptive signal timing in effect
JN124307,2026-04-08 19:49:22,J034,Ulsoor,J022,Rajajinagar,North,2,Weekday,False,Clear,False,0.0,False,Normal,55,51,37.1,46.5,1,Accepted,0.639,22.7,38.7,75.8,0.048,0.111,0.967,Moderate traffic flow - standard adaptive signal timing in effect
JN124308,2025-12-24 09:11:48,J013,HSR BDA Complex,J009,Majestic,North,3,Weekday,False,Clear,False,0.0,False,Normal,48,44,36.5,35.2,2,Accepted,0.858,13.2,51.9,266.8,0.119,0.275,0.916,Heavy congestion detected - signal timing extended and reroute suggested
JN124309,2025-10-16 10:38:30,J026,Hosur Road,J018,Nagawara,West,3,Weekday,False,Clear,False,0.0,False,Normal,33,25,24.9,40.2,2,Accepted,0.495,30.5,29.4,80.3,0.083,0.193,0.953,Moderate traffic flow - standard adaptive signal timing in effect
JN124310,2025-09-06 16:03:26,J025,Bannerghatta Road,J031,Cubbon Road,North,3,Weekend,True,Heavy Rain,True,30.0,False,Normal,50,48,35.5,43.0,1,Accepted,0.832,16.4,58.1,127.8,0.071,0.163,0.838,Festival crowd surge detected - alternate route and extended cycle recommended
JN124311,2026-03-27 19:11:52,J014,Electronic City Toll,J042,Anand Rao Circle,East,2,Weekday,True,Clear,False,0.0,False,Bus,70,62,66.8,63.1,4,Priority Granted (Bus),0.882,11.2,36.4,186.6,0.088,0.204,0.911,Bus priority granted - green extension issued to reduce transit delay
JN124312,2025-08-17 12:36:54,J011,Indiranagar 100ft Road,J037,Kadugodi,South,4,Weekend,False,Clear,False,0.0,False,Normal,16,8,22.7,41.6,2,Accepted,0.055,32.7,2.2,55.4,0.023,0.053,0.944,Normal free-flow traffic - standard signal timing maintained
JN124313,2025-10-20 18:55:11,J011,Indiranagar 100ft Road,J024,JP Nagar,South,2,Weekday,True,Clear,False,0.0,False,Normal,72,65,50.0,34.8,3,Counter-Offer Accepted,0.947,9.8,65.3,278.5,0.108,0.25,0.858,Festival crowd surge detected - alternate route and extended cycle recommended
JN124314,2026-04-16 11:20:31,J033,Trinity Circle,J011,Indiranagar 100ft Road,East,3,Weekday,False,Clear,False,0.0,False,Normal,22,15,17.4,41.7,1,Accepted,0.246,35.0,17.9,81.9,0.086,0.198,0.961,Normal free-flow traffic - standard signal timing maintained
JN124315,2025-11-09 13:55:20,J042,Anand Rao Circle,J027,Mysore Road,South,2,Weekend,False,Clear,False,0.0,False,Bus,9,3,28.4,28.1,4,Priority Granted (Bus),0.041,42.8,4.7,67.9,0.056,0.13,0.963,Bus priority granted - green extension issued to reduce transit delay
JN124316,2025-07-27 21:07:03,J026,Hosur Road,J037,Kadugodi,East,4,Weekend,False,Heavy Rain,True,30.9,False,Normal,38,30,26.1,30.1,2,Accepted,0.521,27.1,38.1,131.9,0.082,0.19,0.909,Light rain detected - minor speed reduction advised
JN124317,2026-03-28 08:31:23,J003,KR Puram,J010,Shivajinagar,North,3,Weekend,False,Clear,False,0.0,False,Normal,51,44,37.3,42.2,1,Accepted,0.613,23.4,35.7,112.7,0.079,0.184,0.976,Moderate traffic flow - standard adaptive signal timing in effect
JN124318,2025-06-05 18:43:08,J001,Silk Board,J006,Tin Factory,South,2,Weekday,False,Rain,True,22.4,False,Normal,68,63,47.3,42.4,2,Counter-Offer Accepted,0.93,13.7,54.7,151.4,0.075,0.173,0.886,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN124319,2025-12-09 07:44:58,J001,Silk Board,J017,Whitefield ITPL,South,3,Weekday,False,Clear,False,0.0,False,Bus,42,38,47.3,42.0,3,Priority Granted (Bus),0.598,16.4,21.4,122.2,0.065,0.15,0.987,Bus priority granted - green extension issued to reduce transit delay
JN124320,2025-07-07 17:23:17,J013,HSR BDA Complex,J005,Yeshwantpur,East,3,Weekday,False,Heavy Rain,True,39.5,False,Bus,56,50,60.0,56.4,3,Priority Granted (Bus),0.898,11.5,36.4,172.4,0.098,0.226,0.871,Bus priority granted - green extension issued to reduce transit delay
JN124321,2026-06-12 08:08:31,J023,Basavanagudi,J039,KR Market,North,2,Weekday,False,Clear,False,0.0,False,Normal,57,54,38.2,33.9,3,Counter-Offer Accepted,0.767,10.4,48.7,155.3,0.069,0.158,0.95,Heavy congestion detected - signal timing extended and reroute suggested
JN124322,2025-09-05 08:46:10,J040,City Market,J026,Hosur Road,West,3,Weekday,True,Rain,True,19.1,False,Normal,53,49,34.6,29.1,4,Counter-Offer Accepted,0.961,7.1,62.4,302.2,0.096,0.221,0.834,Festival crowd surge detected - alternate route and extended cycle recommended
JN124323,2026-05-31 07:40:33,J030,MG Road,J033,Trinity Circle,West,4,Weekend,False,Clear,False,0.0,False,Normal,24,22,25.2,41.3,2,Accepted,0.413,23.7,26.4,117.8,0.068,0.157,0.983,Moderate traffic flow - standard adaptive signal timing in effect
JN124324,2026-04-01 08:11:15,J024,JP Nagar,J034,Ulsoor,West,3,Weekday,False,Clear,False,0.0,False,Bus,42,38,53.1,52.1,2,Priority Granted (Bus),0.676,14.9,26.0,122.9,0.072,0.166,0.973,Bus priority granted - green extension issued to reduce transit delay
JN124325,2025-09-13 08:57:22,J024,JP Nagar,J004,Hebbal,North,2,Weekend,False,Clear,False,0.0,False,Bus,57,48,54.5,49.9,4,Priority Granted (Bus),0.592,23.8,22.4,98.2,0.069,0.16,0.947,Bus priority granted - green extension issued to reduce transit delay
JN124326,2026-02-17 13:42:01,J030,MG Road,J011,Indiranagar 100ft Road,South,4,Weekday,False,Clear,False,0.0,False,Normal,16,13,17.2,45.6,1,Accepted,0.06,34.8,9.5,59.6,0.06,0.138,0.973,Normal free-flow traffic - standard signal timing maintained
JN124327,2026-02-03 20:27:07,J027,Mysore Road,J021,Vijayanagar,North,2,Weekday,False,Light Rain,True,4.1,False,Normal,43,37,32.3,39.9,2,Accepted,0.529,22.7,34.1,54.8,0.043,0.098,0.923,Light rain detected - minor speed reduction advised
JN124328,2025-06-21 17:01:12,J012,Koramangala Sony World,J034,Ulsoor,South,4,Weekend,False,Fog,False,0.0,False,Bus,32,26,40.6,37.4,2,Priority Granted (Bus),0.456,23.0,15.7,99.3,0.079,0.183,0.985,Bus priority granted - green extension issued to reduce transit delay
JN124329,2025-11-24 21:50:41,J026,Hosur Road,J039,KR Market,North,2,Weekday,False,Clear,False,0.0,False,Normal,30,23,26.0,50.4,2,Accepted,0.122,31.2,11.4,62.4,0.028,0.064,0.932,Normal free-flow traffic - standard signal timing maintained
JN124330,2026-06-16 15:05:12,J017,Whitefield ITPL,J031,Cubbon Road,West,3,Weekday,False,Light Rain,True,5.4,False,Normal,23,17,23.0,45.0,1,Accepted,0.221,28.8,14.6,64.7,0.042,0.098,0.944,Light rain detected - minor speed reduction advised
JN124331,2025-09-19 02:13:55,J012,Koramangala Sony World,J022,Rajajinagar,North,4,Weekday,False,Clear,False,0.0,True,Bus,29,24,44.1,43.7,3,Priority Granted (Bus),0.545,23.5,19.3,83.3,0.051,0.119,0.792,Accident detected nearby - reroute and reduced speed advised
JN124332,2025-12-09 22:48:07,J041,Chalukya Circle,J016,Sarjapur Road,West,3,Weekday,False,Clear,False,0.0,False,Normal,19,17,23.4,53.1,2,Accepted,0.061,38.8,9.0,82.4,0.086,0.199,0.944,Normal free-flow traffic - standard signal timing maintained
JN124333,2025-08-04 09:29:58,J020,Malleshwaram Circle,J006,Tin Factory,East,2,Weekday,False,Heavy Rain,True,29.4,False,Normal,67,61,41.7,39.0,2,Accepted,0.938,7.8,59.6,320.2,0.121,0.28,0.875,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN124334,2025-08-29 14:31:40,J001,Silk Board,J011,Indiranagar 100ft Road,East,2,Weekday,False,Clear,False,0.0,False,Bus,21,14,34.1,30.4,4,Priority Granted (Bus),0.132,26.4,2.7,54.4,0.036,0.082,0.945,Bus priority granted - green extension issued to reduce transit delay
JN124335,2025-08-18 18:56:01,J031,Cubbon Road,J021,Vijayanagar,West,4,Weekday,False,Heavy Rain,True,38.3,False,Normal,42,37,34.8,35.0,1,Accepted,0.947,9.4,63.0,401.7,0.165,0.38,0.86,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN124336,2025-09-29 16:56:35,J035,Domlur,J010,Shivajinagar,South,3,Weekday,False,Clear,False,0.0,False,Normal,35,33,29.2,43.1,2,Accepted,0.682,20.1,45.5,85.3,0.075,0.173,0.974,Moderate traffic flow - standard adaptive signal timing in effect
JN124337,2026-04-14 09:06:28,J038,Varthur,J011,Indiranagar 100ft Road,North,2,Weekday,True,Clear,False,0.0,False,Normal,69,61,44.0,39.5,3,Counter-Offer Accepted,0.937,9.0,61.1,329.2,0.113,0.261,0.874,Festival crowd surge detected - alternate route and extended cycle recommended
JN124338,2025-10-24 14:07:50,J033,Trinity Circle,J035,Domlur,North,4,Weekday,False,Clear,False,0.0,False,Normal,14,7,20.7,50.2,1,Accepted,0.02,37.6,2.0,78.0,0.073,0.17,0.923,Normal free-flow traffic - standard signal timing maintained
JN124339,2026-03-31 12:51:17,J016,Sarjapur Road,J009,Majestic,North,2,Weekday,False,Clear,False,0.0,False,Normal,20,13,19.9,42.7,1,Accepted,0.096,45.1,2.0,41.6,0.027,0.063,0.983,Normal free-flow traffic - standard signal timing maintained
JN124340,2025-08-05 08:14:39,J018,Nagawara,J016,Sarjapur Road,North,2,Weekday,False,Clear,False,0.0,False,Normal,52,50,42.5,38.7,3,Counter-Offer Accepted,0.761,19.3,50.0,193.9,0.116,0.268,0.957,Heavy congestion detected - signal timing extended and reroute suggested
JN124341,2025-05-10 22:56:58,J009,Majestic,J037,Kadugodi,South,3,Weekend,False,Clear,False,0.0,False,Normal,11,7,19.8,49.0,1,Accepted,0.059,34.1,5.8,75.5,0.047,0.108,0.938,Normal free-flow traffic - standard signal timing maintained
JN124342,2025-06-22 08:38:49,J009,Majestic,J041,Chalukya Circle,West,3,Weekend,False,Clear,False,0.0,False,Normal,39,33,27.9,36.1,1,Accepted,0.593,22.9,38.9,100.3,0.067,0.155,0.973,Moderate traffic flow - standard adaptive signal timing in effect
JN124343,2025-06-17 13:45:26,J029,Old Airport Road,J036,HAL Airport Road,East,3,Weekday,False,Clear,False,0.0,False,Normal,22,16,22.9,51.3,2,Accepted,0.176,35.1,2.0,64.6,0.069,0.158,0.975,Normal free-flow traffic - standard signal timing maintained
JN124344,2025-03-05 13:57:47,J018,Nagawara,J034,Ulsoor,South,2,Weekday,False,Clear,False,0.0,False,Normal,18,17,21.4,50.2,1,Accepted,0.13,38.5,13.1,54.2,0.046,0.105,0.969,Normal free-flow traffic - standard signal timing maintained
JN124345,2025-02-10 18:20:27,J020,Malleshwaram Circle,J010,Shivajinagar,South,2,Weekday,False,Clear,False,0.0,False,Bus,67,60,57.8,56.0,4,Priority Granted (Bus),0.898,11.6,36.8,166.8,0.085,0.197,0.972,Bus priority granted - green extension issued to reduce transit delay
JN124346,2025-08-03 13:23:30,J036,HAL Airport Road,J029,Old Airport Road,South,4,Weekend,False,Fog,False,0.0,False,Normal,16,12,20.0,47.1,1,Accepted,0.02,34.8,3.5,69.3,0.073,0.17,0.988,Normal free-flow traffic - standard signal timing maintained
JN124347,2026-06-29 09:32:14,J025,Bannerghatta Road,J005,Yeshwantpur,East,3,Weekday,False,Heavy Rain,True,34.4,False,Bus,53,46,52.0,51.2,3,Priority Granted (Bus),0.91,9.2,36.9,226.5,0.087,0.201,0.885,Bus priority granted - green extension issued to reduce transit delay
JN124348,2025-06-26 09:49:46,J002,Marathahalli,J018,Nagawara,North,3,Weekday,False,Clear,False,0.0,False,Bus,56,50,53.5,50.7,3,Priority Granted (Bus),0.762,20.8,31.8,91.8,0.083,0.192,0.985,Bus priority granted - green extension issued to reduce transit delay
JN124349,2026-01-30 06:13:39,J038,Varthur,J019,RT Nagar,West,3,Weekday,False,Clear,False,0.0,False,Bus,28,17,36.0,32.0,3,Priority Granted (Bus),0.233,41.0,10.0,34.0,0.048,0.11,0.964,Bus priority granted - green extension issued to reduce transit delay
JN124350,2026-05-19 09:33:59,J025,Bannerghatta Road,J007,Banashankari,West,3,Weekday,False,Clear,False,0.0,False,Normal,52,43,34.5,35.3,2,Accepted,0.794,19.3,51.4,116.0,0.08,0.185,0.929,Heavy congestion detected - signal timing extended and reroute suggested
JN124351,2026-04-18 17:01:18,J035,Domlur,J029,Old Airport Road,East,2,Weekend,False,Clear,False,0.0,False,Normal,49,39,32.9,42.5,2,Accepted,0.547,20.6,40.2,123.7,0.077,0.177,0.987,Moderate traffic flow - standard adaptive signal timing in effect
JN124352,2025-06-12 17:01:34,J028,Tumkur Road,J023,Basavanagudi,North,4,Weekday,False,Heavy Rain,True,62.3,False,Bus,49,44,48.3,46.5,3,Priority Granted (Bus),0.92,11.6,37.8,242.5,0.104,0.24,0.907,Bus priority granted - green extension issued to reduce transit delay
JN124353,2025-01-04 07:31:21,J010,Shivajinagar,J042,Anand Rao Circle,North,4,Weekend,False,Clear,False,0.0,False,Normal,25,19,21.0,36.8,2,Accepted,0.354,29.8,21.0,79.4,0.076,0.175,0.964,Moderate traffic flow - standard adaptive signal timing in effect
JN124354,2026-06-07 14:49:18,J012,Koramangala Sony World,J017,Whitefield ITPL,East,2,Weekend,False,Heavy Rain,True,27.3,False,Normal,40,34,32.2,35.2,1,Accepted,0.342,27.6,17.9,92.3,0.079,0.182,0.927,Light rain detected - minor speed reduction advised
JN124355,2025-12-18 08:12:53,J006,Tin Factory,J015,Bellandur,South,3,Weekday,False,Clear,False,0.0,False,Bus,49,42,53.7,52.5,2,Priority Granted (Bus),0.763,16.0,28.5,133.2,0.078,0.181,0.956,Bus priority granted - green extension issued to reduce transit delay
JN124356,2025-05-30 16:27:03,J019,RT Nagar,J028,Tumkur Road,South,4,Weekday,False,Clear,False,0.0,False,Normal,27,23,23.9,44.2,1,Accepted,0.408,21.9,29.8,200.5,0.13,0.301,0.937,Moderate traffic flow - standard adaptive signal timing in effect
JN124357,2026-04-07 17:09:12,J035,Domlur,J037,Kadugodi,South,4,Weekday,False,Clear,False,0.0,False,Normal,48,40,31.4,39.7,1,Accepted,0.712,19.3,38.6,103.3,0.046,0.106,0.975,Moderate traffic flow - standard adaptive signal timing in effect
JN124358,2025-08-08 21:09:20,J016,Sarjapur Road,J014,Electronic City Toll,North,3,Weekday,False,Clear,False,0.0,False,Bus,35,29,46.5,43.1,3,Priority Granted (Bus),0.325,28.6,10.4,48.7,0.047,0.109,0.969,Bus priority granted - green extension issued to reduce transit delay
JN124359,2025-06-13 09:09:26,J032,Richmond Circle,J012,Koramangala Sony World,North,2,Weekday,False,Light Rain,True,3.2,False,Normal,69,67,49.6,41.0,4,Counter-Offer Accepted,0.933,9.5,59.3,238.2,0.101,0.234,0.876,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN124360,2025-10-26 11:56:59,J017,Whitefield ITPL,J010,Shivajinagar,West,2,Weekend,False,Clear,False,0.0,False,Normal,21,12,21.9,50.7,2,Accepted,0.083,37.7,4.4,66.7,0.047,0.108,0.962,Normal free-flow traffic - standard signal timing maintained
