trip_id,timestamp,origin_junction_id,origin_junction_name,destination_junction_id,destination_junction_name,vehicle_type,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_on_route,bus_priority_active,ambulance_priority_active,distance_km,alternate_route_available,recommended_route,recommended_speed_kmph,congestion_index,predicted_waiting_time_sec,predicted_travel_time_sec,estimated_time_saved_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
TRIP228879,2026-05-20 16:49:06,J034,Ulsoor,J041,Chalukya Circle,Car,Weekday,False,Clear,False,0.0,False,True,False,2.54,True,Alternate Route,33.0,0.391,19.2,312.6,131.1,0.281,0.649,0.971,Bus priority granted - green extension issued to reduce transit delay
TRIP228880,2025-04-23 15:24:52,J014,Electronic City Toll,J041,Chalukya Circle,Car,Weekday,False,Clear,False,0.0,False,False,False,7.43,True,Primary Route,30.3,0.385,27.1,879.2,0.0,0.792,1.83,0.968,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228881,2026-03-05 15:00:44,J009,Majestic,J001,Silk Board,Car,Weekday,True,Light Rain,True,2.1,False,False,False,5.59,False,Primary Route,23.9,0.544,38.1,863.3,0.0,0.643,1.485,0.85,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP228882,2026-03-25 18:23:31,J035,Domlur,J040,City Market,Car,Weekday,False,Clear,False,0.0,False,True,False,7.47,False,Primary Route,14.2,0.8,59.2,1944.0,0.0,0.968,2.236,0.935,Bus priority granted - green extension issued to reduce transit delay
TRIP228883,2026-05-20 07:36:20,J029,Old Airport Road,J030,MG Road,Car,Weekday,False,Clear,False,0.0,False,False,False,7.09,True,Alternate Route,34.7,0.33,23.1,732.9,88.0,0.722,1.668,0.99,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228884,2026-01-10 20:59:15,J004,Hebbal,J030,MG Road,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,1.62,False,Primary Route,39.9,0.287,22.0,168.7,0.0,0.074,0.171,0.963,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228885,2025-02-05 20:18:09,J003,KR Puram,J038,Varthur,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,4.43,True,Alternate Route,29.0,0.451,34.1,587.1,89.3,0.207,0.478,0.949,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228886,2025-03-08 19:37:25,J014,Electronic City Toll,J023,Basavanagudi,Auto-Rickshaw,Weekend,False,Light Rain,True,3.6,False,True,False,5.71,True,Alternate Route,23.2,0.311,20.5,913.3,41.5,0.385,0.889,0.914,Bus priority granted - green extension issued to reduce transit delay
TRIP228887,2026-05-09 20:17:00,J039,KR Market,J042,Anand Rao Circle,Bus,Weekend,False,Clear,False,0.0,False,False,False,2.92,False,Primary Route,27.5,0.375,28.2,432.0,0.0,1.122,2.592,0.975,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228888,2025-10-05 17:15:52,J032,Richmond Circle,J015,Bellandur,Car,Weekend,False,Rain,True,13.6,False,False,False,5.02,True,Alternate Route,36.7,0.42,27.5,558.7,50.8,0.552,1.275,0.905,Light rain detected - minor speed reduction advised
TRIP228889,2025-02-08 13:49:20,J008,Jayanagar 4th Block,J023,Basavanagudi,Bus,Weekend,False,Clear,False,0.0,False,False,False,2.83,True,Primary Route,35.7,0.053,2.0,298.7,0.0,0.884,2.042,0.968,Normal free-flow traffic - standard signal timing maintained
TRIP228890,2026-05-22 15:45:15,J029,Old Airport Road,J012,Koramangala Sony World,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,6.19,False,Primary Route,29.7,0.393,29.1,803.7,0.0,0.283,0.654,0.967,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228891,2025-08-27 07:35:48,J041,Chalukya Circle,J019,RT Nagar,Two-Wheeler,Weekday,True,Clear,False,0.0,False,False,False,4.45,False,Primary Route,12.5,0.885,54.6,1387.5,0.0,0.253,0.584,0.88,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP228892,2025-07-01 15:27:46,J021,Vijayanagar,J028,Tumkur Road,Car,Weekday,False,Heavy Rain,True,31.3,False,True,False,3.87,True,Alternate Route,33.8,0.318,17.1,400.9,86.9,0.409,0.945,0.913,Bus priority granted - green extension issued to reduce transit delay
TRIP228893,2025-05-22 09:45:33,J020,Malleshwaram Circle,J037,Kadugodi,Bus,Weekday,False,Heavy Rain,True,27.7,False,False,False,3.03,True,Alternate Route,15.9,0.564,36.8,729.4,109.3,1.224,2.827,0.932,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP228894,2025-05-12 22:33:49,J012,Koramangala Sony World,J028,Tumkur Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,8.52,True,Primary Route,40.8,0.199,12.4,771.2,0.0,0.349,0.806,0.943,Normal free-flow traffic - standard signal timing maintained
TRIP228895,2025-10-19 17:28:50,J009,Majestic,J003,KR Puram,Delivery Van,Weekend,False,Clear,False,0.0,False,False,False,3.14,True,Alternate Route,22.5,0.381,25.6,530.2,20.3,0.541,1.25,0.972,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228896,2025-01-31 07:59:45,J007,Banashankari,J001,Silk Board,Car,Weekday,False,Clear,False,0.0,False,False,False,6.55,True,Alternate Route,23.3,0.564,36.4,1037.4,139.8,0.767,1.772,0.944,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228897,2025-07-11 14:10:21,J032,Richmond Circle,J037,Kadugodi,Bus,Weekday,False,Clear,False,0.0,False,True,False,4.44,False,Primary Route,35.9,0.114,5.0,437.8,0.0,1.377,3.181,0.972,Bus priority granted - green extension issued to reduce transit delay
TRIP228898,2026-04-25 19:43:03,J026,Hosur Road,J003,KR Puram,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,False,False,4.79,False,Primary Route,26.8,0.566,39.9,682.5,0.0,0.39,0.901,0.948,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228899,2025-12-09 11:56:16,J024,JP Nagar,J022,Rajajinagar,Car,Weekday,False,Clear,False,0.0,False,False,False,8.58,True,Primary Route,39.1,0.265,17.6,792.0,0.0,0.845,1.952,0.955,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228900,2025-04-25 23:35:27,J032,Richmond Circle,J029,Old Airport Road,Car,Weekday,False,Clear,False,0.0,False,False,False,4.14,False,Primary Route,40.1,0.224,14.2,399.2,0.0,0.416,0.961,0.957,Normal free-flow traffic - standard signal timing maintained
TRIP228901,2025-09-02 17:33:24,J010,Shivajinagar,J021,Vijayanagar,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,3.99,False,Primary Route,13.8,0.901,53.9,1027.8,0.0,0.23,0.531,0.953,Heavy congestion detected - signal timing extended and reroute suggested
TRIP228902,2026-02-10 10:51:50,J013,HSR BDA Complex,J025,Bannerghatta Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,5.53,False,Primary Route,39.0,0.348,19.2,515.0,0.0,0.247,0.571,0.982,Bus priority granted - green extension issued to reduce transit delay
TRIP228903,2025-08-29 15:40:47,J039,KR Market,J017,Whitefield ITPL,Car,Weekday,False,Clear,False,0.0,False,False,False,4.44,True,Primary Route,36.4,0.318,24.0,419.7,0.0,0.463,1.07,0.93,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228904,2025-07-18 15:34:32,J033,Trinity Circle,J027,Mysore Road,Car,Weekday,False,Light Rain,True,4.4,False,False,False,2.03,True,Primary Route,27.5,0.455,28.5,309.1,0.0,0.227,0.524,0.913,Light rain detected - minor speed reduction advised
TRIP228905,2025-05-01 09:31:38,J003,KR Puram,J006,Tin Factory,Auto-Rickshaw,Weekday,True,Clear,False,0.0,False,False,False,2.97,True,Alternate Route,18.5,0.641,43.4,636.1,250.7,0.261,0.603,0.946,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP228906,2026-01-30 08:54:07,J036,HAL Airport Road,J013,HSR BDA Complex,Car,Weekday,False,Clear,False,0.0,False,True,False,1.33,False,Primary Route,16.6,0.8,47.1,328.9,0.0,0.201,0.464,0.93,Bus priority granted - green extension issued to reduce transit delay
TRIP228907,2025-06-03 11:25:15,J040,City Market,J007,Banashankari,Bus,Weekday,False,Clear,False,0.0,False,False,False,13.58,False,Primary Route,28.8,0.281,16.7,1586.0,0.0,4.665,10.776,0.966,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228908,2025-06-24 17:24:37,J008,Jayanagar 4th Block,J042,Anand Rao Circle,Car,Weekday,False,Fog,False,0.0,False,False,False,3.78,True,Alternate Route,26.5,0.6,36.6,545.6,241.6,0.487,1.125,0.968,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228909,2025-06-14 18:10:36,J004,Hebbal,J038,Varthur,Car,Weekend,False,Rain,True,23.4,False,True,False,10.09,True,Alternate Route,28.4,0.425,26.2,1318.6,233.9,1.091,2.52,0.906,Bus priority granted - green extension issued to reduce transit delay
TRIP228910,2025-06-19 20:49:56,J007,Banashankari,J014,Electronic City Toll,Bus,Weekday,False,Clear,False,0.0,False,False,False,5.57,True,Alternate Route,20.3,0.369,28.4,1040.5,87.7,2.067,4.775,0.978,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228911,2025-07-07 16:01:15,J023,Basavanagudi,J029,Old Airport Road,Bus,Weekday,False,Rain,True,15.9,False,False,False,8.54,True,Primary Route,23.1,0.544,33.5,1469.2,0.0,3.369,7.782,0.914,Light rain detected - minor speed reduction advised
TRIP228912,2026-01-25 17:49:38,J035,Domlur,J026,Hosur Road,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,4.06,True,Primary Route,24.2,0.537,33.7,640.7,0.0,0.201,0.464,0.936,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228913,2025-03-30 12:31:27,J008,Jayanagar 4th Block,J011,Indiranagar 100ft Road,Bus,Weekend,True,Clear,False,0.0,False,False,False,1.97,False,Primary Route,25.7,0.321,16.4,314.2,0.0,0.762,1.76,0.895,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228914,2026-03-18 19:57:04,J030,MG Road,J006,Tin Factory,Delivery Van,Weekday,False,Clear,False,0.0,False,True,False,5.06,False,Primary Route,27.5,0.599,38.0,671.6,0.0,0.955,2.206,0.961,Bus priority granted - green extension issued to reduce transit delay
TRIP228915,2025-12-18 16:41:06,J005,Yeshwantpur,J017,Whitefield ITPL,Bus,Weekday,False,Clear,False,0.0,False,False,False,3.74,True,Alternate Route,25.4,0.385,19.3,543.0,74.3,1.353,3.125,0.989,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228916,2026-01-10 07:30:57,J011,Indiranagar 100ft Road,J036,HAL Airport Road,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,3.45,True,Primary Route,33.7,0.399,22.7,373.5,0.0,0.154,0.356,0.956,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228917,2025-12-01 22:48:20,J007,Banashankari,J012,Koramangala Sony World,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,3.63,False,Primary Route,44.3,0.123,8.7,339.5,0.0,0.142,0.328,0.965,Normal free-flow traffic - standard signal timing maintained
TRIP228918,2026-04-01 08:42:52,J026,Hosur Road,J015,Bellandur,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,True,False,3.35,True,Alternate Route,24.4,0.44,33.9,514.4,220.8,0.242,0.559,0.95,Bus priority granted - green extension issued to reduce transit delay
TRIP228919,2025-02-16 07:45:40,J003,KR Puram,J031,Cubbon Road,Car,Weekend,False,Clear,False,0.0,False,False,False,4.09,True,Primary Route,23.5,0.535,39.7,666.9,0.0,0.475,1.097,0.987,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228920,2025-10-04 19:23:54,J023,Basavanagudi,J029,Old Airport Road,Bus,Weekend,False,Heavy Rain,True,36.0,False,False,False,8.83,True,Alternate Route,19.2,0.697,43.8,1815.2,202.0,3.791,8.757,0.917,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP228921,2025-03-03 21:38:55,J001,Silk Board,J018,Nagawara,Car,Weekday,False,Clear,False,0.0,False,False,False,4.37,True,Primary Route,37.1,0.25,15.1,437.8,0.0,0.427,0.986,0.964,Normal free-flow traffic - standard signal timing maintained
TRIP228922,2026-05-15 15:52:40,J033,Trinity Circle,J035,Domlur,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,5.12,True,Primary Route,27.1,0.352,18.9,722.5,0.0,0.367,0.848,0.944,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228923,2025-08-03 10:31:10,J023,Basavanagudi,J027,Mysore Road,Car,Weekend,False,Heavy Rain,True,36.4,False,False,False,9.09,False,Primary Route,18.6,0.77,50.4,1774.2,0.0,1.154,2.666,0.922,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP228924,2025-04-04 23:26:26,J006,Tin Factory,J022,Rajajinagar,Car,Weekday,False,Clear,False,0.0,False,False,False,9.57,False,Primary Route,39.0,0.153,13.9,970.7,0.0,0.882,2.037,0.954,Normal free-flow traffic - standard signal timing maintained
TRIP228925,2025-07-22 06:48:05,J020,Malleshwaram Circle,J034,Ulsoor,Car,Weekday,False,Clear,False,0.0,False,True,False,9.11,True,Primary Route,36.8,0.234,15.5,935.0,0.0,0.876,2.024,0.963,Bus priority granted - green extension issued to reduce transit delay
TRIP228926,2025-09-06 14:51:39,J007,Banashankari,J027,Mysore Road,Car,Weekend,True,Heavy Rain,True,37.1,False,False,False,2.67,True,Alternate Route,32.6,0.512,32.9,341.2,130.5,0.318,0.735,0.872,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP228927,2025-06-20 07:37:28,J026,Hosur Road,J033,Trinity Circle,Car,Weekday,False,Heavy Rain,True,29.4,False,False,False,8.51,True,Alternate Route,23.2,0.628,41.7,1398.2,219.9,1.032,2.384,0.909,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP228928,2025-06-17 09:00:40,J016,Sarjapur Road,J029,Old Airport Road,Car,Weekday,False,Heavy Rain,True,34.6,False,False,False,6.17,True,Alternate Route,27.2,0.637,43.4,842.8,87.0,0.745,1.721,0.931,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP228929,2026-04-05 05:32:26,J032,Richmond Circle,J018,Nagawara,Car,Weekend,False,Fog,False,0.0,False,False,False,2.88,True,Primary Route,43.2,0.128,6.2,247.2,0.0,0.26,0.601,0.99,Normal free-flow traffic - standard signal timing maintained
TRIP228930,2025-10-12 23:09:27,J038,Varthur,J033,Trinity Circle,Bus,Weekend,False,Clear,False,0.0,True,False,False,1.0,False,Primary Route,17.5,0.487,27.4,228.1,0.0,0.479,1.106,0.821,Accident detected nearby - reroute and reduced speed advised
TRIP228931,2025-04-26 08:54:14,J001,Silk Board,J031,Cubbon Road,Car,Weekend,False,Clear,False,0.0,False,False,False,3.93,True,Alternate Route,33.0,0.511,31.3,482.0,29.4,0.455,1.051,0.97,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228932,2025-06-20 17:56:57,J021,Vijayanagar,J011,Indiranagar 100ft Road,Delivery Van,Weekday,False,Heavy Rain,True,37.0,False,True,False,2.36,False,Primary Route,14.8,0.8,50.2,624.6,0.0,0.512,1.183,0.893,Bus priority granted - green extension issued to reduce transit delay
TRIP228933,2026-05-15 20:54:00,J035,Domlur,J027,Mysore Road,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,6.39,True,Primary Route,24.2,0.393,32.6,979.4,0.0,0.469,1.083,0.959,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228934,2025-04-19 18:59:40,J026,Hosur Road,J013,HSR BDA Complex,Two-Wheeler,Weekend,False,Clear,False,0.0,False,True,False,2.85,False,Primary Route,27.3,0.585,37.7,404.3,0.0,0.147,0.34,0.957,Bus priority granted - green extension issued to reduce transit delay
TRIP228935,2025-05-09 18:56:56,J030,MG Road,J005,Yeshwantpur,Auto-Rickshaw,Weekday,False,Rain,True,8.7,False,False,False,13.01,True,Alternate Route,21.8,0.592,40.3,2200.0,202.4,1.021,2.359,0.915,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP228936,2026-01-23 20:55:43,J003,KR Puram,J027,Mysore Road,Car,Weekday,False,Clear,False,0.0,False,True,False,11.28,True,Primary Route,27.1,0.301,25.7,1628.3,0.0,1.132,2.615,0.973,Bus priority granted - green extension issued to reduce transit delay
TRIP228937,2025-12-19 19:10:39,J026,Hosur Road,J042,Anand Rao Circle,Car,Weekday,False,Fog,False,0.0,False,False,False,3.98,True,Alternate Route,23.4,0.683,47.3,685.0,174.6,0.498,1.15,0.956,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228938,2026-05-31 15:10:27,J021,Vijayanagar,J009,Majestic,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,2.78,True,Primary Route,37.3,0.18,11.8,287.2,0.0,0.109,0.252,0.987,Normal free-flow traffic - standard signal timing maintained
TRIP228939,2025-02-25 18:54:06,J034,Ulsoor,J020,Malleshwaram Circle,Car,Weekday,False,Clear,False,0.0,False,True,False,6.19,True,Alternate Route,26.1,0.448,32.3,944.5,218.9,0.684,1.58,0.975,Bus priority granted - green extension issued to reduce transit delay
TRIP228940,2026-01-16 06:56:16,J026,Hosur Road,J030,MG Road,Car,Weekday,False,Fog,False,0.0,False,False,False,3.1,True,Primary Route,27.6,0.424,26.0,464.6,0.0,0.341,0.788,0.949,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228941,2025-05-19 16:40:45,J028,Tumkur Road,J003,KR Puram,Car,Weekday,False,Clear,False,0.0,False,False,False,7.39,True,Alternate Route,31.3,0.372,25.3,861.8,106.6,0.772,1.783,0.964,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228942,2025-01-26 22:08:12,J028,Tumkur Road,J031,Cubbon Road,Car,Weekend,True,Clear,False,0.0,False,False,False,5.3,True,Primary Route,30.8,0.422,25.7,643.6,0.0,0.589,1.361,0.902,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228943,2025-10-06 13:14:02,J037,Kadugodi,J019,RT Nagar,Bus,Weekday,False,Clear,False,0.0,False,False,False,5.69,False,Primary Route,34.4,0.118,4.3,623.3,0.0,1.819,4.202,0.959,Normal free-flow traffic - standard signal timing maintained
TRIP228944,2025-10-08 10:31:54,J010,Shivajinagar,J019,RT Nagar,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,2.29,False,Primary Route,23.2,0.545,42.6,402.2,0.0,0.191,0.441,0.971,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228945,2026-06-22 14:13:40,J015,Bellandur,J031,Cubbon Road,Two-Wheeler,Weekday,False,Rain,True,19.5,False,False,False,3.51,True,Primary Route,35.1,0.355,20.4,407.7,0.0,0.161,0.372,0.933,Light rain detected - minor speed reduction advised
TRIP228946,2025-07-07 14:35:43,J028,Tumkur Road,J019,RT Nagar,Car,Weekday,False,Heavy Rain,True,55.9,False,False,False,4.53,True,Primary Route,29.9,0.46,35.6,617.4,0.0,0.503,1.162,0.919,Light rain detected - minor speed reduction advised
TRIP228947,2025-03-06 11:50:28,J021,Vijayanagar,J001,Silk Board,Car,Weekday,False,Clear,False,0.0,False,False,False,3.26,False,Primary Route,37.0,0.212,13.2,341.8,0.0,0.314,0.725,0.941,Normal free-flow traffic - standard signal timing maintained
TRIP228948,2025-03-10 13:09:15,J037,Kadugodi,J040,City Market,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,7.81,True,Primary Route,40.3,0.109,7.4,709.3,0.0,0.298,0.688,0.952,Bus priority granted - green extension issued to reduce transit delay
TRIP228949,2025-03-17 21:11:04,J021,Vijayanagar,J017,Whitefield ITPL,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,6.77,True,Primary Route,26.7,0.369,29.8,945.3,0.0,0.48,1.109,0.977,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228950,2025-11-17 14:19:16,J022,Rajajinagar,J040,City Market,Car,Weekday,False,Clear,False,0.0,False,False,False,8.7,True,Primary Route,41.4,0.164,15.2,765.0,0.0,0.815,1.883,0.981,Normal free-flow traffic - standard signal timing maintained
TRIP228951,2025-12-23 12:35:29,J034,Ulsoor,J003,KR Puram,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,4.51,False,Primary Route,35.6,0.159,11.7,454.8,0.0,0.179,0.413,0.962,Bus priority granted - green extension issued to reduce transit delay
TRIP228952,2026-02-21 12:08:23,J001,Silk Board,J026,Hosur Road,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,False,True,2.67,False,Primary Route,33.4,0.044,7.5,309.6,0.0,0.18,0.416,0.98,Ambulance priority active - all conflicting signals preempted for corridor clearance
TRIP228953,2026-05-11 18:44:02,J041,Chalukya Circle,J030,MG Road,Car,Weekday,False,Clear,False,0.0,False,True,False,6.29,False,Primary Route,17.4,0.768,47.7,1410.0,0.0,0.814,1.88,0.962,Bus priority granted - green extension issued to reduce transit delay
TRIP228954,2025-04-12 20:54:32,J009,Majestic,J015,Bellandur,Car,Weekend,False,Rain,True,14.2,False,False,False,5.64,False,Primary Route,31.9,0.442,33.1,684.9,0.0,0.611,1.411,0.88,Light rain detected - minor speed reduction advised
TRIP228955,2025-09-18 10:50:28,J029,Old Airport Road,J018,Nagawara,Two-Wheeler,Weekday,False,Heavy Rain,True,56.5,False,False,False,4.33,True,Alternate Route,36.1,0.398,25.4,468.3,159.6,0.2,0.462,0.91,Light rain detected - minor speed reduction advised
TRIP228956,2025-04-30 17:17:43,J035,Domlur,J021,Vijayanagar,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,1.37,True,Alternate Route,29.0,0.535,36.0,203.8,31.6,0.068,0.157,0.969,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228957,2025-12-21 08:10:18,J009,Majestic,J004,Hebbal,Car,Weekend,False,Clear,False,0.0,False,True,False,3.46,True,Alternate Route,35.5,0.409,24.8,374.6,187.0,0.387,0.894,0.966,Bus priority granted - green extension issued to reduce transit delay
TRIP228958,2025-10-25 19:32:18,J031,Cubbon Road,J008,Jayanagar 4th Block,Car,Weekend,False,Clear,False,0.0,False,True,False,2.51,False,Primary Route,27.4,0.47,31.7,364.0,0.0,0.301,0.695,0.953,Bus priority granted - green extension issued to reduce transit delay
TRIP228959,2026-03-04 09:32:21,J024,JP Nagar,J026,Hosur Road,Two-Wheeler,Weekday,True,Clear,False,0.0,False,False,False,3.62,True,Alternate Route,25.3,0.629,39.8,599.4,201.4,0.199,0.46,0.918,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP228960,2025-12-20 08:19:52,J026,Hosur Road,J001,Silk Board,Car,Weekend,False,Clear,False,0.0,False,False,False,11.24,True,Alternate Route,28.2,0.405,25.3,1467.9,127.9,1.196,2.763,0.977,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228961,2025-04-15 15:47:03,J038,Varthur,J004,Hebbal,Car,Weekday,True,Clear,False,0.0,False,True,True,4.39,True,Alternate Route,41.2,0.092,9.7,397.3,148.2,0.394,0.91,0.932,Ambulance priority active - all conflicting signals preempted for corridor clearance
TRIP228962,2025-09-07 18:04:43,J029,Old Airport Road,J019,RT Nagar,Car,Weekend,False,Clear,False,0.0,False,True,False,1.74,False,Primary Route,27.4,0.523,30.0,252.5,0.0,0.211,0.487,0.972,Bus priority granted - green extension issued to reduce transit delay
TRIP228963,2025-03-05 19:05:37,J010,Shivajinagar,J003,KR Puram,Car,Weekday,False,Clear,False,0.0,False,True,False,1.57,False,Primary Route,19.4,0.738,53.7,357.8,0.0,0.212,0.49,0.936,Bus priority granted - green extension issued to reduce transit delay
TRIP228964,2025-11-22 14:13:50,J016,Sarjapur Road,J014,Electronic City Toll,Car,Weekend,False,Clear,False,0.0,False,True,False,3.19,True,Primary Route,38.8,0.034,2.0,304.1,0.0,0.283,0.654,0.955,Bus priority granted - green extension issued to reduce transit delay
TRIP228965,2025-04-21 17:04:40,J001,Silk Board,J007,Banashankari,Car,Weekday,False,Clear,False,0.0,False,False,False,5.07,True,Alternate Route,29.3,0.472,24.0,665.7,52.2,0.567,1.31,0.97,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228966,2025-11-03 11:59:23,J033,Trinity Circle,J012,Koramangala Sony World,Car,Weekday,False,Clear,False,0.0,False,False,False,14.86,True,Primary Route,34.6,0.211,13.3,1544.5,0.0,1.436,3.317,0.952,Normal free-flow traffic - standard signal timing maintained
TRIP228967,2025-06-03 15:44:59,J029,Old Airport Road,J041,Chalukya Circle,Car,Weekday,False,Rain,True,16.8,False,True,False,3.07,True,Alternate Route,33.3,0.305,24.2,357.3,91.5,0.321,0.742,0.925,Bus priority granted - green extension issued to reduce transit delay
TRIP228968,2025-02-20 18:48:57,J039,KR Market,J040,City Market,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,True,False,4.38,True,Alternate Route,24.4,0.443,33.1,696.6,116.0,0.337,0.778,0.949,Bus priority granted - green extension issued to reduce transit delay
TRIP228969,2026-04-29 10:19:58,J026,Hosur Road,J009,Majestic,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,5.9,True,Alternate Route,29.1,0.443,35.2,759.1,128.8,0.273,0.631,0.951,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228970,2025-03-15 14:23:44,J026,Hosur Road,J002,Marathahalli,Car,Weekend,True,Clear,False,0.0,False,False,False,5.83,False,Primary Route,32.4,0.349,22.7,678.6,0.0,0.614,1.418,0.9,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228971,2025-02-18 07:41:00,J013,HSR BDA Complex,J042,Anand Rao Circle,Car,Weekday,False,Clear,False,0.0,False,False,False,5.05,True,Alternate Route,26.7,0.474,29.0,726.8,181.2,0.587,1.356,0.948,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228972,2025-09-25 16:33:33,J001,Silk Board,J008,Jayanagar 4th Block,Auto-Rickshaw,Weekday,False,Fog,False,0.0,False,False,False,5.2,True,Alternate Route,27.5,0.331,22.6,673.1,167.4,0.369,0.852,0.986,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228973,2026-04-21 13:32:10,J023,Basavanagudi,J031,Cubbon Road,Car,Weekday,False,Clear,False,0.0,False,False,False,7.77,True,Primary Route,40.6,0.131,9.7,716.1,0.0,0.711,1.642,0.95,Normal free-flow traffic - standard signal timing maintained
TRIP228974,2025-07-03 01:31:58,J016,Sarjapur Road,J005,Yeshwantpur,Delivery Van,Weekday,False,Clear,False,0.0,True,False,False,2.25,True,Primary Route,25.0,0.533,29.8,393.2,0.0,0.395,0.912,0.811,Accident detected nearby - reroute and reduced speed advised
TRIP228975,2026-02-24 19:19:53,J008,Jayanagar 4th Block,J005,Yeshwantpur,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,5.53,False,Primary Route,16.0,0.843,55.2,1250.1,0.0,0.305,0.705,0.953,Heavy congestion detected - signal timing extended and reroute suggested
TRIP228976,2025-08-20 11:44:23,J035,Domlur,J036,HAL Airport Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,16.06,True,Primary Route,39.2,0.304,22.0,1495.4,0.0,0.682,1.575,0.97,Moderate traffic flow - standard adaptive signal timing in effect
TRIP228977,2025-03-07 11:43:58,J014,Electronic City Toll,J037,Kadugodi,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,5.31,True,Primary Route,35.1,0.195,5.5,589.7,0.0,0.211,0.487,0.932,Normal free-flow traffic - standard signal timing maintained
TRIP228978,2025-09-20 07:40:13,J030,MG Road,J007,Banashankari,Auto-Rickshaw,Weekend,False,Heavy Rain,True,33.5,False,False,False,4.93,True,Alternate Route,19.8,0.455,31.3,900.0,248.6,0.369,0.852,0.914,Light rain detected - minor speed reduction advised
