record_id,timestamp,junction_id,junction_name,day_type,is_festival,weather_condition,is_rain,rainfall_mm,temperature_c,visibility_m,is_accident,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
WX525183,2026-06-09 09:03:14,J023,Basavanagudi,Weekday,False,Heavy Rain,True,34.2,19.9,119.0,False,1.0,6.6,63.5,436.0,0.131,0.303,0.859,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525184,2025-04-16 10:41:38,J021,Vijayanagar,Weekday,False,Clear,False,0.0,28.5,2253.0,False,0.494,27.0,34.5,92.4,0.073,0.169,0.961,Moderate traffic flow - standard adaptive signal timing in effect
WX525185,2026-02-06 18:50:56,J001,Silk Board,Weekday,False,Clear,False,0.0,25.7,2138.0,False,0.979,11.9,64.9,190.1,0.1,0.231,0.94,Heavy congestion detected - signal timing extended and reroute suggested
WX525186,2026-01-12 17:18:15,J039,KR Market,Weekday,False,Clear,False,0.0,24.6,2235.0,False,0.799,15.6,48.3,161.1,0.076,0.176,0.956,Heavy congestion detected - signal timing extended and reroute suggested
WX525187,2026-03-27 18:55:01,J035,Domlur,Weekday,True,Clear,False,0.0,30.3,2673.0,False,1.0,9.6,66.5,443.4,0.178,0.411,0.865,Festival crowd surge detected - alternate route and extended cycle recommended
WX525188,2025-08-04 16:26:29,J030,MG Road,Weekday,False,Light Rain,True,5.5,24.3,446.0,True,0.984,9.2,65.9,346.1,0.152,0.351,0.681,Accident detected nearby - reroute and reduced speed advised
WX525189,2025-03-15 07:42:05,J003,KR Puram,Weekend,True,Clear,False,0.0,25.4,1996.0,False,0.683,20.6,42.7,216.3,0.138,0.319,0.913,Festival crowd surge detected - alternate route and extended cycle recommended
WX525190,2025-01-21 06:59:17,J032,Richmond Circle,Weekday,False,Clear,False,0.0,17.2,2111.0,False,0.419,27.5,27.7,117.0,0.08,0.185,0.927,Moderate traffic flow - standard adaptive signal timing in effect
WX525191,2025-08-02 08:49:18,J015,Bellandur,Weekend,False,Clear,False,0.0,22.5,1368.0,False,0.676,13.6,42.4,315.9,0.142,0.328,0.971,Moderate traffic flow - standard adaptive signal timing in effect
WX525192,2025-03-13 06:02:18,J004,Hebbal,Weekday,False,Clear,False,0.0,25.0,1664.0,False,0.2,28.6,18.8,112.8,0.103,0.238,0.977,Normal free-flow traffic - standard signal timing maintained
WX525193,2025-09-26 11:12:14,J019,RT Nagar,Weekday,False,Clear,False,0.0,27.2,2036.0,False,0.339,38.2,22.1,91.1,0.095,0.219,0.95,Moderate traffic flow - standard adaptive signal timing in effect
WX525194,2025-11-12 17:09:05,J007,Banashankari,Weekday,False,Clear,False,0.0,25.5,2070.0,False,0.73,17.0,52.6,258.3,0.137,0.316,0.962,Moderate traffic flow - standard adaptive signal timing in effect
WX525195,2025-05-15 19:49:59,J007,Banashankari,Weekday,False,Rain,True,8.2,24.6,291.0,False,1.0,10.2,66.0,280.3,0.142,0.328,0.882,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525196,2025-08-04 06:07:31,J038,Varthur,Weekday,False,Clear,False,0.0,17.8,2066.0,False,0.231,33.6,20.5,104.9,0.103,0.238,0.968,Normal free-flow traffic - standard signal timing maintained
WX525197,2025-05-12 11:59:42,J006,Tin Factory,Weekday,False,Heavy Rain,True,27.5,27.5,141.0,False,0.786,8.3,57.8,346.5,0.119,0.275,0.91,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525198,2026-04-02 07:12:06,J021,Vijayanagar,Weekday,False,Fog,False,0.0,28.0,79.0,False,0.575,9.4,40.0,402.2,0.137,0.316,0.926,Moderate traffic flow - standard adaptive signal timing in effect
WX525199,2025-08-25 08:05:34,J022,Rajajinagar,Weekday,False,Heavy Rain,True,54.2,19.3,186.0,False,1.0,9.9,68.3,362.7,0.16,0.37,0.877,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525200,2025-03-17 09:04:51,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,25.8,2561.0,False,0.974,10.4,65.5,327.8,0.14,0.323,0.935,Heavy congestion detected - signal timing extended and reroute suggested
WX525201,2025-06-17 17:31:00,J004,Hebbal,Weekday,False,Clear,False,0.0,27.9,1472.0,False,0.765,14.6,48.8,241.7,0.12,0.277,0.949,Heavy congestion detected - signal timing extended and reroute suggested
WX525202,2025-08-12 18:22:12,J028,Tumkur Road,Weekday,False,Clear,False,0.0,27.2,1857.0,False,1.0,10.7,69.9,403.9,0.177,0.409,0.883,Heavy congestion detected - signal timing extended and reroute suggested
WX525203,2025-04-26 07:20:56,J004,Hebbal,Weekend,False,Clear,False,0.0,24.9,1907.0,False,0.383,30.7,24.7,98.4,0.082,0.189,0.973,Moderate traffic flow - standard adaptive signal timing in effect
WX525204,2026-04-02 10:16:49,J041,Chalukya Circle,Weekday,False,Clear,False,0.0,30.6,2360.0,False,0.684,20.9,39.9,223.7,0.15,0.346,0.959,Moderate traffic flow - standard adaptive signal timing in effect
WX525205,2025-11-10 10:47:32,J019,RT Nagar,Weekday,False,Clear,False,0.0,23.9,2056.0,False,0.418,27.9,29.4,103.5,0.095,0.219,0.959,Moderate traffic flow - standard adaptive signal timing in effect
WX525206,2025-06-02 10:31:05,J027,Mysore Road,Weekday,False,Clear,False,0.0,23.8,2109.0,False,0.601,24.7,39.6,182.6,0.133,0.307,0.964,Moderate traffic flow - standard adaptive signal timing in effect
WX525207,2025-12-07 18:49:38,J017,Whitefield ITPL,Weekend,False,Clear,False,0.0,23.3,2642.0,False,0.713,18.5,50.0,182.8,0.135,0.312,0.98,Moderate traffic flow - standard adaptive signal timing in effect
WX525208,2026-06-22 09:44:04,J042,Anand Rao Circle,Weekday,False,Rain,True,24.7,22.2,493.0,False,1.0,10.0,63.2,322.8,0.124,0.286,0.881,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525209,2026-06-07 20:02:27,J035,Domlur,Weekend,False,Light Rain,True,4.9,22.7,338.0,False,0.576,9.4,36.7,577.3,0.181,0.418,0.894,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525210,2025-11-11 16:44:37,J005,Yeshwantpur,Weekday,False,Rain,True,17.1,24.6,244.0,False,0.956,10.3,64.6,263.5,0.126,0.291,0.885,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525211,2025-05-30 08:17:06,J022,Rajajinagar,Weekday,False,Clear,False,0.0,24.0,1967.0,False,0.886,15.4,63.4,323.3,0.174,0.402,0.927,Heavy congestion detected - signal timing extended and reroute suggested
WX525212,2025-06-25 17:43:41,J037,Kadugodi,Weekday,False,Clear,False,0.0,28.9,2193.0,False,0.884,11.8,58.0,355.6,0.173,0.4,0.968,Heavy congestion detected - signal timing extended and reroute suggested
WX525213,2025-07-23 10:04:42,J015,Bellandur,Weekday,False,Clear,False,0.0,22.5,1999.0,False,0.736,19.4,48.8,141.5,0.085,0.196,0.946,Moderate traffic flow - standard adaptive signal timing in effect
WX525214,2025-12-18 02:54:04,J006,Tin Factory,Weekday,False,Clear,False,0.0,15.8,1990.0,False,0.15,34.1,14.1,115.6,0.088,0.203,0.989,Normal free-flow traffic - standard signal timing maintained
WX525215,2025-09-02 11:54:20,J038,Varthur,Weekday,False,Clear,False,0.0,27.6,2191.0,False,0.217,40.1,6.4,116.6,0.11,0.254,0.945,Normal free-flow traffic - standard signal timing maintained
WX525216,2026-04-23 17:17:33,J034,Ulsoor,Weekday,False,Rain,True,16.4,29.2,592.0,False,1.0,9.3,62.7,442.7,0.188,0.434,0.841,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525217,2026-02-20 18:26:15,J027,Mysore Road,Weekday,False,Clear,False,0.0,27.9,2217.0,False,0.968,7.1,64.2,514.1,0.183,0.423,0.884,Heavy congestion detected - signal timing extended and reroute suggested
WX525218,2025-07-12 10:42:16,J019,RT Nagar,Weekend,False,Clear,False,0.0,22.9,1842.0,False,0.317,36.3,26.6,62.7,0.066,0.152,0.959,Moderate traffic flow - standard adaptive signal timing in effect
WX525219,2026-05-28 13:18:42,J042,Anand Rao Circle,Weekday,False,Clear,False,0.0,30.6,2365.0,False,0.144,45.0,16.2,77.4,0.074,0.171,0.947,Normal free-flow traffic - standard signal timing maintained
WX525220,2025-12-11 08:38:38,J022,Rajajinagar,Weekday,False,Clear,False,0.0,19.2,2010.0,False,0.958,9.4,63.6,394.4,0.146,0.337,0.937,Heavy congestion detected - signal timing extended and reroute suggested
WX525221,2025-09-04 06:36:23,J026,Hosur Road,Weekday,False,Heavy Rain,True,57.3,19.1,121.0,False,0.768,11.1,47.3,431.5,0.177,0.409,0.89,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525222,2025-09-04 18:56:35,J026,Hosur Road,Weekday,False,Clear,False,0.0,26.7,2706.0,False,0.873,14.7,56.6,228.2,0.125,0.289,0.938,Heavy congestion detected - signal timing extended and reroute suggested
WX525223,2025-09-17 00:44:11,J010,Shivajinagar,Weekday,False,Heavy Rain,True,31.6,18.0,166.0,False,0.674,10.1,43.0,309.5,0.121,0.28,0.92,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525224,2025-05-01 07:38:09,J007,Banashankari,Weekday,True,Light Rain,True,5.4,22.3,444.0,False,1.0,8.1,65.3,151.2,0.072,0.166,0.798,Festival crowd surge detected - alternate route and extended cycle recommended
WX525225,2025-03-22 13:23:53,J018,Nagawara,Weekend,False,Fog,False,0.0,31.6,170.0,False,0.238,9.8,18.3,384.7,0.103,0.238,0.919,Fog reducing visibility - reduced speed and headlight advisory issued
WX525226,2025-05-26 21:55:15,J003,KR Puram,Weekday,False,Clear,False,0.0,27.0,2141.0,False,0.206,37.5,20.6,79.4,0.061,0.141,0.962,Normal free-flow traffic - standard signal timing maintained
WX525227,2026-01-30 08:33:12,J036,HAL Airport Road,Weekday,False,Clear,False,0.0,20.9,1901.0,False,0.935,11.5,57.1,420.7,0.184,0.425,0.906,Heavy congestion detected - signal timing extended and reroute suggested
WX525228,2026-02-13 04:25:52,J010,Shivajinagar,Weekday,False,Clear,False,0.0,17.7,2286.0,False,0.041,47.1,2.0,60.1,0.065,0.15,0.95,Normal free-flow traffic - standard signal timing maintained
WX525229,2026-04-08 09:55:07,J029,Old Airport Road,Weekday,False,Fog,False,0.0,27.2,201.0,False,0.894,9.5,56.5,451.6,0.148,0.342,0.887,Heavy congestion detected - signal timing extended and reroute suggested
WX525230,2025-01-26 21:24:27,J001,Silk Board,Weekend,True,Clear,False,0.0,20.6,1796.0,False,0.383,33.3,26.6,126.6,0.124,0.286,0.925,Moderate traffic flow - standard adaptive signal timing in effect
WX525231,2025-04-30 10:48:56,J007,Banashankari,Weekday,False,Clear,False,0.0,29.4,1807.0,False,0.511,29.6,36.7,109.1,0.102,0.236,0.975,Moderate traffic flow - standard adaptive signal timing in effect
WX525232,2025-08-04 13:32:37,J042,Anand Rao Circle,Weekday,False,Clear,False,0.0,27.1,2145.0,False,0.276,37.9,17.0,36.6,0.037,0.085,0.964,Moderate traffic flow - standard adaptive signal timing in effect
WX525233,2026-03-13 11:39:42,J021,Vijayanagar,Weekday,False,Clear,False,0.0,30.0,2304.0,False,0.255,29.8,14.7,85.7,0.08,0.185,0.948,Moderate traffic flow - standard adaptive signal timing in effect
WX525234,2026-05-26 20:48:49,J042,Anand Rao Circle,Weekday,False,Clear,False,0.0,29.2,1803.0,False,0.465,26.1,29.1,93.6,0.062,0.143,0.961,Moderate traffic flow - standard adaptive signal timing in effect
WX525235,2025-01-10 19:00:45,J007,Banashankari,Weekday,False,Clear,False,0.0,21.7,1843.0,False,0.997,10.0,68.6,474.0,0.187,0.432,0.904,Heavy congestion detected - signal timing extended and reroute suggested
WX525236,2026-02-22 17:59:26,J011,Indiranagar 100ft Road,Weekend,False,Clear,False,0.0,26.1,1610.0,False,0.669,20.6,44.5,116.7,0.078,0.18,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX525237,2025-04-18 06:10:15,J021,Vijayanagar,Weekday,False,Clear,False,0.0,24.8,1967.0,False,0.225,41.7,20.8,70.7,0.063,0.146,0.923,Normal free-flow traffic - standard signal timing maintained
WX525238,2026-01-27 09:10:37,J002,Marathahalli,Weekday,True,Clear,False,0.0,19.7,2177.0,False,1.0,9.5,64.5,391.0,0.147,0.34,0.854,Festival crowd surge detected - alternate route and extended cycle recommended
WX525239,2025-07-05 19:20:43,J008,Jayanagar 4th Block,Weekend,False,Clear,False,0.0,26.8,2926.0,False,0.583,17.8,36.0,303.3,0.174,0.402,0.987,Moderate traffic flow - standard adaptive signal timing in effect
WX525240,2025-08-07 18:16:16,J036,HAL Airport Road,Weekday,False,Heavy Rain,True,41.2,22.0,255.0,False,1.0,10.9,66.4,280.8,0.142,0.328,0.842,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525241,2025-12-15 10:28:30,J031,Cubbon Road,Weekday,False,Clear,False,0.0,23.4,2161.0,False,0.64,23.2,40.0,266.7,0.164,0.379,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX525242,2025-08-04 18:21:44,J015,Bellandur,Weekday,False,Rain,True,22.9,23.0,434.0,False,1.0,9.9,65.0,373.4,0.164,0.379,0.878,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525243,2025-11-20 12:02:13,J040,City Market,Weekday,False,Clear,False,0.0,23.6,1885.0,False,0.279,35.8,21.3,91.3,0.101,0.233,0.987,Moderate traffic flow - standard adaptive signal timing in effect
WX525244,2026-06-25 13:03:47,J015,Bellandur,Weekday,False,Rain,True,22.4,25.4,347.0,False,0.483,10.3,32.9,362.6,0.155,0.358,0.928,Light rain detected - minor speed reduction advised
WX525245,2025-12-25 13:00:54,J004,Hebbal,Weekday,True,Clear,False,0.0,25.9,2238.0,False,0.333,33.0,20.1,101.0,0.105,0.243,0.902,Moderate traffic flow - standard adaptive signal timing in effect
WX525246,2025-12-23 18:25:45,J023,Basavanagudi,Weekday,False,Clear,False,0.0,24.8,2162.0,False,0.983,9.9,60.5,307.1,0.125,0.289,0.924,Heavy congestion detected - signal timing extended and reroute suggested
WX525247,2026-02-13 05:06:45,J006,Tin Factory,Weekday,False,Clear,False,0.0,18.8,1487.0,False,0.174,28.7,3.9,38.1,0.042,0.097,0.99,Normal free-flow traffic - standard signal timing maintained
WX525248,2025-03-02 19:12:53,J015,Bellandur,Weekend,False,Clear,False,0.0,28.8,2058.0,False,0.723,18.2,50.9,184.9,0.083,0.192,0.944,Moderate traffic flow - standard adaptive signal timing in effect
WX525249,2026-03-25 16:36:33,J009,Majestic,Weekday,False,Clear,False,0.0,30.6,2133.0,False,0.552,23.9,31.8,164.4,0.144,0.333,0.964,Moderate traffic flow - standard adaptive signal timing in effect
WX525250,2025-12-25 12:11:01,J001,Silk Board,Weekday,True,Clear,False,0.0,25.5,2734.0,False,0.431,31.7,27.6,107.4,0.086,0.199,0.912,Moderate traffic flow - standard adaptive signal timing in effect
WX525251,2025-02-13 01:37:59,J032,Richmond Circle,Weekday,False,Clear,False,0.0,21.2,2115.0,False,0.176,45.5,9.1,88.9,0.09,0.208,0.968,Normal free-flow traffic - standard signal timing maintained
WX525252,2025-03-20 22:37:21,J002,Marathahalli,Weekday,False,Clear,False,0.0,24.3,1736.0,False,0.192,29.3,12.3,142.2,0.119,0.275,0.969,Normal free-flow traffic - standard signal timing maintained
WX525253,2025-01-12 13:40:12,J041,Chalukya Circle,Weekend,False,Clear,False,0.0,24.6,2347.0,False,0.116,33.1,5.1,123.6,0.108,0.249,0.955,Normal free-flow traffic - standard signal timing maintained
WX525254,2025-05-20 16:08:38,J006,Tin Factory,Weekday,False,Clear,False,0.0,31.8,2188.0,False,0.369,33.9,27.8,119.0,0.082,0.189,0.963,Moderate traffic flow - standard adaptive signal timing in effect
WX525255,2025-03-16 20:41:45,J011,Indiranagar 100ft Road,Weekend,False,Clear,False,0.0,28.3,2002.0,False,0.378,33.0,28.1,158.0,0.136,0.314,0.964,Moderate traffic flow - standard adaptive signal timing in effect
WX525256,2025-03-28 15:28:38,J033,Trinity Circle,Weekday,False,Clear,False,0.0,30.0,2626.0,False,0.274,29.9,16.8,83.8,0.054,0.125,0.977,Moderate traffic flow - standard adaptive signal timing in effect
WX525257,2025-06-08 15:40:41,J001,Silk Board,Weekend,False,Heavy Rain,True,41.0,25.1,83.0,False,0.765,8.3,47.6,432.4,0.14,0.323,0.912,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525258,2026-04-24 14:01:45,J032,Richmond Circle,Weekday,False,Light Rain,True,6.2,27.5,150.0,False,0.237,10.0,9.4,188.6,0.032,0.074,0.917,Light rain detected - minor speed reduction advised
WX525259,2025-08-18 21:33:31,J013,HSR BDA Complex,Weekday,False,Rain,True,8.5,19.6,297.0,False,0.543,11.3,37.3,292.5,0.124,0.286,0.925,Light rain detected - minor speed reduction advised
WX525260,2026-03-22 18:10:43,J026,Hosur Road,Weekend,False,Clear,False,0.0,29.9,2448.0,False,0.627,24.6,37.2,133.3,0.099,0.229,0.964,Moderate traffic flow - standard adaptive signal timing in effect
WX525261,2025-03-24 09:27:02,J022,Rajajinagar,Weekday,False,Clear,False,0.0,26.8,2462.0,False,0.943,10.8,62.3,424.5,0.159,0.367,0.919,Heavy congestion detected - signal timing extended and reroute suggested
WX525262,2025-11-25 14:21:21,J022,Rajajinagar,Weekday,False,Fog,False,0.0,25.9,172.0,False,0.297,8.5,25.7,517.0,0.118,0.273,0.946,Moderate traffic flow - standard adaptive signal timing in effect
WX525263,2025-05-29 14:12:53,J021,Vijayanagar,Weekday,False,Clear,False,0.0,29.4,1316.0,False,0.21,25.6,11.5,156.4,0.124,0.286,0.95,Normal free-flow traffic - standard signal timing maintained
WX525264,2025-10-15 08:36:39,J040,City Market,Weekday,False,Clear,False,0.0,22.7,2113.0,False,0.873,16.1,61.2,360.1,0.221,0.511,0.954,Heavy congestion detected - signal timing extended and reroute suggested
WX525265,2025-08-31 12:37:46,J040,City Market,Weekend,False,Clear,False,0.0,25.6,2078.0,False,0.107,33.7,8.3,91.8,0.072,0.166,0.984,Normal free-flow traffic - standard signal timing maintained
WX525266,2025-02-18 20:39:01,J036,HAL Airport Road,Weekday,False,Clear,False,0.0,24.2,2249.0,False,0.505,24.6,38.2,173.1,0.126,0.291,0.934,Moderate traffic flow - standard adaptive signal timing in effect
WX525267,2025-07-31 14:05:14,J042,Anand Rao Circle,Weekday,False,Heavy Rain,True,138.5,24.5,160.0,False,0.758,8.6,60.1,386.9,0.125,0.289,0.91,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525268,2025-02-26 17:58:29,J006,Tin Factory,Weekday,False,Clear,False,0.0,28.5,2814.0,False,1.0,7.3,63.5,434.9,0.153,0.353,0.906,Heavy congestion detected - signal timing extended and reroute suggested
WX525269,2026-03-17 15:39:49,J018,Nagawara,Weekday,False,Clear,False,0.0,32.4,2147.0,False,0.217,27.7,13.9,100.7,0.086,0.199,0.953,Normal free-flow traffic - standard signal timing maintained
WX525270,2025-09-03 14:48:42,J023,Basavanagudi,Weekday,False,Rain,True,14.9,25.3,221.0,False,0.486,9.3,26.8,248.3,0.069,0.159,0.894,Light rain detected - minor speed reduction advised
WX525271,2025-05-18 20:04:44,J041,Chalukya Circle,Weekend,False,Clear,False,0.0,27.5,1954.0,False,0.475,21.7,23.7,172.5,0.118,0.273,0.941,Moderate traffic flow - standard adaptive signal timing in effect
WX525272,2025-04-03 17:55:22,J024,JP Nagar,Weekday,False,Clear,False,0.0,33.7,2701.0,False,0.995,9.4,71.3,514.5,0.186,0.43,0.931,Heavy congestion detected - signal timing extended and reroute suggested
WX525273,2026-02-27 11:28:41,J025,Bannerghatta Road,Weekday,False,Clear,False,0.0,27.5,1687.0,True,0.628,23.3,43.5,184.2,0.11,0.254,0.803,Accident detected nearby - reroute and reduced speed advised
WX525274,2026-01-01 17:03:09,J016,Sarjapur Road,Weekday,True,Clear,False,0.0,26.3,2103.0,False,0.958,11.3,62.9,386.2,0.181,0.418,0.899,Festival crowd surge detected - alternate route and extended cycle recommended
WX525275,2025-10-13 11:42:46,J027,Mysore Road,Weekday,False,Rain,True,18.7,24.4,398.0,False,0.603,9.5,34.1,404.1,0.137,0.316,0.902,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525276,2025-03-04 15:08:38,J013,HSR BDA Complex,Weekday,False,Clear,False,0.0,29.5,2401.0,False,0.218,33.4,15.2,92.3,0.071,0.164,0.984,Normal free-flow traffic - standard signal timing maintained
WX525277,2025-06-27 08:33:34,J026,Hosur Road,Weekday,False,Rain,True,9.4,20.6,442.0,False,1.0,8.5,68.3,575.3,0.228,0.527,0.862,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525278,2025-02-13 17:41:26,J035,Domlur,Weekday,False,Clear,False,0.0,26.1,1905.0,False,0.878,13.2,61.9,390.8,0.186,0.43,0.936,Heavy congestion detected - signal timing extended and reroute suggested
WX525279,2026-04-01 15:22:47,J007,Banashankari,Weekday,False,Clear,False,0.0,32.2,2204.0,False,0.311,30.2,20.4,71.4,0.062,0.143,0.968,Moderate traffic flow - standard adaptive signal timing in effect
WX525280,2026-04-12 06:11:27,J001,Silk Board,Weekend,False,Clear,False,0.0,24.8,2189.0,False,0.163,33.4,10.1,103.0,0.077,0.178,0.973,Normal free-flow traffic - standard signal timing maintained
WX525281,2025-11-16 14:42:40,J038,Varthur,Weekend,False,Clear,False,0.0,26.7,2341.0,False,0.164,34.8,12.8,110.5,0.111,0.256,0.955,Normal free-flow traffic - standard signal timing maintained
WX525282,2025-12-27 17:19:50,J038,Varthur,Weekend,False,Clear,False,0.0,24.7,1689.0,False,0.587,21.4,43.0,170.9,0.092,0.213,0.955,Moderate traffic flow - standard adaptive signal timing in effect
WX525283,2026-04-11 21:09:54,J018,Nagawara,Weekend,False,Rain,True,9.6,21.2,495.0,True,0.897,11.0,61.2,302.2,0.138,0.319,0.745,Accident detected nearby - reroute and reduced speed advised
WX525284,2026-03-06 19:55:36,J031,Cubbon Road,Weekday,False,Clear,False,0.0,27.6,2545.0,False,0.718,17.8,45.4,261.1,0.175,0.404,0.967,Moderate traffic flow - standard adaptive signal timing in effect
WX525285,2025-01-22 20:50:28,J032,Richmond Circle,Weekday,False,Clear,False,0.0,23.4,1923.0,False,0.431,30.2,26.3,186.7,0.151,0.349,0.97,Moderate traffic flow - standard adaptive signal timing in effect
WX525286,2026-05-12 14:36:04,J019,RT Nagar,Weekday,False,Light Rain,True,3.9,27.2,205.0,False,0.267,10.2,15.3,347.7,0.116,0.268,0.927,Light rain detected - minor speed reduction advised
WX525287,2025-03-21 18:24:34,J018,Nagawara,Weekday,False,Clear,False,0.0,31.2,1904.0,False,0.975,10.4,66.2,273.2,0.121,0.28,0.921,Heavy congestion detected - signal timing extended and reroute suggested
WX525288,2026-05-16 19:52:23,J020,Malleshwaram Circle,Weekend,False,Clear,False,0.0,29.8,2117.0,False,0.52,26.2,40.3,75.2,0.058,0.134,0.972,Moderate traffic flow - standard adaptive signal timing in effect
WX525289,2025-01-08 06:03:41,J041,Chalukya Circle,Weekday,False,Clear,False,0.0,16.7,2454.0,False,0.239,23.8,15.2,142.1,0.098,0.226,0.943,Normal free-flow traffic - standard signal timing maintained
WX525290,2025-11-02 11:27:56,J007,Banashankari,Weekend,True,Clear,False,0.0,23.9,2114.0,False,0.469,31.1,30.6,124.2,0.116,0.268,0.895,Moderate traffic flow - standard adaptive signal timing in effect
WX525291,2025-05-31 14:30:12,J013,HSR BDA Complex,Weekend,False,Clear,False,0.0,32.0,2252.0,False,0.169,34.9,11.9,119.9,0.088,0.203,0.94,Normal free-flow traffic - standard signal timing maintained
WX525292,2026-02-13 10:43:09,J034,Ulsoor,Weekday,False,Clear,False,0.0,23.8,2679.0,False,0.475,39.0,31.0,113.8,0.103,0.238,0.982,Moderate traffic flow - standard adaptive signal timing in effect
WX525293,2025-11-27 07:58:31,J016,Sarjapur Road,Weekday,False,Clear,False,0.0,18.9,2174.0,False,0.791,13.3,56.9,304.4,0.147,0.34,0.926,Heavy congestion detected - signal timing extended and reroute suggested
WX525294,2025-01-04 16:46:15,J013,HSR BDA Complex,Weekend,False,Clear,False,0.0,24.1,2030.0,False,0.488,22.8,38.4,218.1,0.138,0.319,0.945,Moderate traffic flow - standard adaptive signal timing in effect
WX525295,2026-05-20 17:59:04,J042,Anand Rao Circle,Weekday,False,Heavy Rain,True,57.7,26.7,145.0,False,1.0,8.3,68.4,423.3,0.157,0.363,0.868,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525296,2025-08-04 21:55:51,J038,Varthur,Weekday,False,Clear,False,0.0,25.0,1519.0,False,0.239,32.8,22.1,91.2,0.069,0.159,0.958,Normal free-flow traffic - standard signal timing maintained
WX525297,2026-03-01 19:40:48,J006,Tin Factory,Weekend,False,Clear,False,0.0,28.5,2507.0,False,0.527,26.5,37.5,217.9,0.161,0.372,0.954,Moderate traffic flow - standard adaptive signal timing in effect
WX525298,2025-07-25 08:15:59,J009,Majestic,Weekday,False,Clear,False,0.0,22.9,2147.0,False,0.831,12.3,52.6,329.0,0.149,0.344,0.957,Heavy congestion detected - signal timing extended and reroute suggested
WX525299,2026-03-06 18:07:29,J010,Shivajinagar,Weekday,False,Clear,False,0.0,30.1,2055.0,False,1.0,8.6,64.0,396.3,0.15,0.346,0.903,Heavy congestion detected - signal timing extended and reroute suggested
WX525300,2025-11-22 10:06:13,J041,Chalukya Circle,Weekend,False,Clear,False,0.0,22.8,2583.0,False,0.569,23.1,41.8,159.1,0.108,0.249,0.96,Moderate traffic flow - standard adaptive signal timing in effect
WX525301,2025-06-25 17:37:13,J037,Kadugodi,Weekday,False,Clear,False,0.0,27.6,1840.0,False,0.935,11.6,64.4,386.7,0.166,0.383,0.926,Heavy congestion detected - signal timing extended and reroute suggested
WX525302,2025-06-19 18:11:46,J004,Hebbal,Weekday,False,Rain,True,16.7,23.6,177.0,False,1.0,9.7,65.2,278.3,0.117,0.27,0.865,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525303,2025-02-12 20:27:39,J041,Chalukya Circle,Weekday,False,Clear,False,0.0,22.0,1795.0,False,0.552,21.8,40.6,145.7,0.11,0.254,0.945,Moderate traffic flow - standard adaptive signal timing in effect
WX525304,2026-01-01 07:16:01,J032,Richmond Circle,Weekday,True,Fog,False,0.0,17.2,116.0,False,0.762,11.6,50.1,291.6,0.112,0.259,0.862,Festival crowd surge detected - alternate route and extended cycle recommended
WX525305,2025-05-14 11:29:56,J032,Richmond Circle,Weekday,False,Clear,False,0.0,28.8,2274.0,False,0.288,32.5,18.8,110.8,0.09,0.208,0.983,Moderate traffic flow - standard adaptive signal timing in effect
WX525306,2025-11-15 14:39:56,J030,MG Road,Weekend,False,Clear,False,0.0,27.1,2765.0,False,0.261,32.9,16.4,151.3,0.122,0.282,0.96,Moderate traffic flow - standard adaptive signal timing in effect
WX525307,2025-04-20 10:48:54,J010,Shivajinagar,Weekend,False,Clear,False,0.0,27.6,2138.0,False,0.279,30.2,27.1,75.2,0.051,0.118,0.971,Moderate traffic flow - standard adaptive signal timing in effect
WX525308,2026-01-28 19:21:56,J024,JP Nagar,Weekday,False,Fog,False,0.0,24.5,148.0,False,0.971,10.8,66.7,398.5,0.189,0.437,0.866,Heavy congestion detected - signal timing extended and reroute suggested
WX525309,2026-03-01 18:59:34,J022,Rajajinagar,Weekend,False,Clear,False,0.0,30.7,3000.0,False,0.766,17.4,55.0,91.9,0.054,0.125,0.948,Heavy congestion detected - signal timing extended and reroute suggested
