record_id,timestamp,source_junction_id,source_junction_name,affected_junction_id,affected_junction_name,network_hop_distance,distance_m,trigger_type,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_at_source,propagation_delay_sec,congestion_increase_pct,speed_reduction_pct,affected_congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,recovered_within_5min,confidence_score,recommendation_reason
RE127206,2025-11-03 11:59:19,J021,Vijayanagar,J025,Bannerghatta Road,2,778,Recurrent Congestion,Weekday,False,Heavy Rain,True,31.9,False,92.3,42.6,27.0,0.808,19.4,53.1,251.4,0.175,0.403,False,0.912,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127207,2025-07-12 14:54:11,J011,Indiranagar 100ft Road,J013,HSR BDA Complex,1,740,Recurrent Congestion,Weekend,False,Rain,True,8.7,False,71.7,35.4,27.1,0.505,26.5,25.7,123.1,0.107,0.246,False,0.937,Light rain detected - minor speed reduction advised
RE127208,2025-04-06 11:03:50,J033,Trinity Circle,J039,KR Market,3,1865,Festival Surge,Weekend,True,Clear,False,0.0,False,167.3,24.0,19.7,0.648,20.5,43.2,201.1,0.121,0.279,True,0.894,Festival crowd surge detected - alternate route and extended cycle recommended
RE127209,2026-02-12 07:54:05,J001,Silk Board,J002,Marathahalli,1,236,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,37.1,88.2,73.9,1.0,7.5,72.5,688.4,0.222,0.514,False,0.907,Heavy congestion detected - signal timing extended and reroute suggested
RE127210,2025-06-21 12:57:59,J014,Electronic City Toll,J020,Malleshwaram Circle,3,1511,Recurrent Congestion,Weekend,False,Heavy Rain,True,53.8,False,149.9,24.1,14.7,0.623,21.5,39.9,208.7,0.126,0.292,True,0.926,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127211,2025-02-08 10:38:41,J039,KR Market,J003,KR Puram,3,1419,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,139.4,25.4,20.7,0.629,20.6,39.0,185.9,0.121,0.279,False,0.982,Moderate traffic flow - standard adaptive signal timing in effect
RE127212,2025-07-27 15:03:51,J030,MG Road,J032,Richmond Circle,1,824,Recurrent Congestion,Weekend,False,Rain,True,12.4,False,53.1,34.8,24.0,0.548,26.4,40.7,144.3,0.131,0.303,False,0.888,Light rain detected - minor speed reduction advised
RE127213,2025-07-14 22:27:53,J012,Koramangala Sony World,J018,Nagawara,3,2742,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,258.0,1.0,1.0,0.173,30.5,14.6,175.9,0.137,0.316,True,0.987,Green wave coordination successful - maintain current corridor offset
RE127214,2025-01-04 07:41:07,J036,HAL Airport Road,J040,City Market,2,630,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,54.0,43.3,31.3,0.747,20.7,46.2,120.9,0.094,0.216,False,0.99,Moderate traffic flow - standard adaptive signal timing in effect
RE127215,2025-12-18 09:02:39,J003,KR Puram,J009,Majestic,3,2192,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,196.6,15.8,9.9,1.0,9.0,62.0,444.3,0.173,0.4,True,0.93,Heavy congestion detected - signal timing extended and reroute suggested
RE127216,2025-04-09 12:58:56,J025,Bannerghatta Road,J027,Mysore Road,1,594,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,54.5,23.8,19.7,0.34,31.3,22.8,111.5,0.088,0.204,True,0.954,Green wave coordination successful - maintain current corridor offset
RE127217,2025-12-01 17:58:04,J032,Richmond Circle,J034,Ulsoor,1,824,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,63.1,54.5,42.9,1.0,10.2,60.7,216.5,0.12,0.276,False,0.933,Heavy congestion detected - signal timing extended and reroute suggested
RE127218,2025-06-09 07:54:34,J006,Tin Factory,J009,Majestic,3,1528,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,143.1,29.0,23.7,0.974,9.2,59.9,345.2,0.139,0.321,False,0.933,Heavy congestion detected - signal timing extended and reroute suggested
RE127219,2025-09-18 17:56:03,J002,Marathahalli,J008,Jayanagar 4th Block,3,2922,Recurrent Congestion,Weekday,False,Rain,True,17.9,False,281.0,11.7,9.5,1.0,9.5,65.1,504.4,0.178,0.412,True,0.881,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127220,2025-08-22 17:33:53,J015,Bellandur,J017,Whitefield ITPL,2,950,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,108.7,52.9,34.3,1.0,8.5,62.8,442.1,0.157,0.362,False,0.924,Heavy congestion detected - signal timing extended and reroute suggested
RE127221,2026-01-09 14:52:25,J035,Domlur,J041,Chalukya Circle,3,2285,Accident,Weekday,False,Clear,False,0.0,True,205.7,18.5,15.6,0.255,29.8,16.9,112.6,0.099,0.229,True,0.817,Accident detected nearby - reroute and reduced speed advised
RE127222,2025-10-11 19:08:34,J026,Hosur Road,J032,Richmond Circle,3,2401,Recurrent Congestion,Weekend,False,Rain,True,23.7,False,217.1,15.3,11.9,0.988,8.9,69.3,397.4,0.157,0.362,True,0.863,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127223,2025-10-06 09:40:16,J036,HAL Airport Road,J038,Varthur,2,1102,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,80.0,45.0,37.2,1.0,8.7,65.5,503.1,0.179,0.413,False,0.911,Heavy congestion detected - signal timing extended and reroute suggested
RE127224,2025-12-29 09:24:53,J019,RT Nagar,J021,Vijayanagar,2,1432,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,109.4,40.5,23.6,1.0,9.7,63.9,228.7,0.088,0.203,False,0.917,Heavy congestion detected - signal timing extended and reroute suggested
RE127225,2025-09-21 20:27:35,J042,Anand Rao Circle,J003,KR Puram,3,1446,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,150.2,22.6,15.2,0.581,22.8,39.9,197.9,0.138,0.319,True,0.972,Moderate traffic flow - standard adaptive signal timing in effect
RE127226,2025-05-19 13:34:50,J024,JP Nagar,J026,Hosur Road,1,413,Recurrent Congestion,Weekday,False,Rain,True,16.4,False,24.8,44.0,28.8,0.635,23.1,41.8,184.0,0.133,0.308,False,0.923,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127227,2025-04-17 09:31:35,J037,Kadugodi,J039,KR Market,1,754,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,60.8,58.7,45.3,1.0,7.6,64.8,586.3,0.172,0.396,False,0.926,Heavy congestion detected - signal timing extended and reroute suggested
RE127228,2025-01-21 12:17:17,J003,KR Puram,J007,Banashankari,2,941,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,66.4,17.1,12.9,0.406,34.3,26.5,114.5,0.11,0.255,True,0.959,Moderate traffic flow - standard adaptive signal timing in effect
RE127229,2025-04-30 07:22:01,J002,Marathahalli,J008,Jayanagar 4th Block,3,1628,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,131.3,25.9,16.3,0.76,20.8,50.9,250.2,0.157,0.364,False,0.974,Heavy congestion detected - signal timing extended and reroute suggested
RE127230,2026-02-04 18:56:39,J026,Hosur Road,J029,Old Airport Road,3,1447,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,139.9,32.7,23.3,1.0,10.5,64.0,334.8,0.147,0.339,False,0.93,Heavy congestion detected - signal timing extended and reroute suggested
RE127231,2026-04-02 13:24:25,J028,Tumkur Road,J030,MG Road,2,1168,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,111.6,1.0,1.0,0.168,37.1,9.9,115.0,0.122,0.282,True,0.986,Green wave coordination successful - maintain current corridor offset
RE127232,2026-01-24 07:34:51,J015,Bellandur,J019,RT Nagar,2,1463,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,125.3,31.4,25.1,0.711,17.1,45.9,211.8,0.14,0.323,False,0.956,Moderate traffic flow - standard adaptive signal timing in effect
RE127233,2025-04-10 17:53:06,J026,Hosur Road,J030,MG Road,2,963,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,112.7,49.7,39.1,1.0,8.4,63.7,421.7,0.148,0.342,False,0.898,Heavy congestion detected - signal timing extended and reroute suggested
RE127234,2026-03-07 07:15:29,J021,Vijayanagar,J023,Basavanagudi,2,993,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,89.9,31.5,25.7,0.57,21.9,36.0,176.7,0.108,0.249,False,0.966,Moderate traffic flow - standard adaptive signal timing in effect
RE127235,2025-12-27 08:44:13,J019,RT Nagar,J021,Vijayanagar,2,1058,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,78.0,42.7,33.5,0.971,10.1,58.2,389.0,0.157,0.362,False,0.944,Heavy congestion detected - signal timing extended and reroute suggested
RE127236,2025-08-10 18:08:24,J033,Trinity Circle,J039,KR Market,3,1554,Signal Fault,Weekend,False,Rain,True,24.9,False,139.9,36.4,28.6,1.0,8.9,68.8,598.8,0.198,0.456,False,0.814,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127237,2026-06-16 10:13:36,J015,Bellandur,J018,Nagawara,3,2367,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,222.1,15.1,12.4,0.829,15.1,60.7,207.6,0.128,0.296,True,0.96,Heavy congestion detected - signal timing extended and reroute suggested
RE127238,2026-04-26 21:42:34,J032,Richmond Circle,J034,Ulsoor,1,768,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,58.1,21.8,14.3,0.324,29.7,25.6,141.4,0.123,0.283,True,0.986,Green wave coordination successful - maintain current corridor offset
RE127239,2025-08-15 13:55:16,J042,Anand Rao Circle,J003,KR Puram,3,2288,Festival Surge,Weekday,True,Heavy Rain,True,46.9,False,201.4,28.0,19.7,0.931,11.4,62.5,347.0,0.156,0.36,False,0.831,Festival crowd surge detected - alternate route and extended cycle recommended
RE127240,2025-08-04 16:38:37,J022,Rajajinagar,J024,JP Nagar,2,1521,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,138.1,20.9,15.5,0.625,20.5,44.8,161.4,0.11,0.253,True,0.972,Moderate traffic flow - standard adaptive signal timing in effect
RE127241,2025-02-25 00:59:48,J015,Bellandur,J018,Nagawara,3,920,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,98.9,26.4,19.5,0.326,30.9,20.0,152.3,0.141,0.325,False,0.961,Moderate traffic flow - standard adaptive signal timing in effect
RE127242,2025-07-30 19:37:39,J015,Bellandur,J018,Nagawara,3,2055,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,196.2,24.8,14.4,0.997,9.3,64.9,182.0,0.089,0.206,True,0.928,Heavy congestion detected - signal timing extended and reroute suggested
RE127243,2025-03-02 17:51:44,J039,KR Market,J001,Silk Board,2,877,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,71.1,39.3,26.0,0.941,11.0,58.3,564.9,0.227,0.523,False,0.939,Heavy congestion detected - signal timing extended and reroute suggested
RE127244,2025-10-26 01:23:58,J032,Richmond Circle,J034,Ulsoor,1,527,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,42.4,19.9,16.0,0.212,34.4,16.6,116.9,0.107,0.247,True,0.988,Green wave coordination successful - maintain current corridor offset
RE127245,2025-08-06 10:16:08,J007,Banashankari,J009,Majestic,2,1703,Recurrent Congestion,Weekday,False,Heavy Rain,True,29.4,False,161.8,24.5,17.0,1.0,8.3,64.6,366.3,0.137,0.317,True,0.868,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127246,2026-04-23 10:48:06,J012,Koramangala Sony World,J016,Sarjapur Road,2,1585,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,164.5,23.3,18.7,0.584,16.4,36.9,232.7,0.124,0.285,True,0.943,Moderate traffic flow - standard adaptive signal timing in effect
RE127247,2026-01-21 21:39:42,J020,Malleshwaram Circle,J023,Basavanagudi,3,879,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,55.1,21.3,15.1,0.442,30.7,26.8,128.5,0.13,0.3,True,0.976,Moderate traffic flow - standard adaptive signal timing in effect
RE127248,2025-10-04 09:39:33,J018,Nagawara,J020,Malleshwaram Circle,1,513,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,57.3,64.8,42.6,1.0,8.1,72.1,639.8,0.209,0.482,False,0.922,Heavy congestion detected - signal timing extended and reroute suggested
RE127249,2025-03-01 08:35:25,J040,City Market,J042,Anand Rao Circle,2,903,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,76.5,38.6,27.5,0.888,12.0,56.0,162.4,0.08,0.185,False,0.947,Heavy congestion detected - signal timing extended and reroute suggested
RE127250,2025-05-30 15:14:13,J016,Sarjapur Road,J018,Nagawara,1,674,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,34.9,21.3,15.5,0.443,27.0,28.6,94.3,0.081,0.187,True,0.983,Moderate traffic flow - standard adaptive signal timing in effect
RE127251,2026-02-13 19:55:24,J030,MG Road,J036,HAL Airport Road,3,2033,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,189.6,17.2,11.7,0.887,13.0,57.4,252.7,0.137,0.316,True,0.959,Heavy congestion detected - signal timing extended and reroute suggested
RE127252,2026-02-01 19:07:19,J037,Kadugodi,J039,KR Market,2,1417,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,140.6,37.6,22.3,0.935,13.1,58.3,200.7,0.101,0.234,False,0.921,Heavy congestion detected - signal timing extended and reroute suggested
RE127253,2025-12-20 23:13:57,J002,Marathahalli,J003,KR Puram,1,530,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,52.3,19.1,13.6,0.317,26.6,24.6,94.1,0.071,0.165,True,0.952,Green wave coordination successful - maintain current corridor offset
RE127254,2026-06-29 08:55:05,J001,Silk Board,J002,Marathahalli,1,401,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,63.4,76.7,46.5,1.0,9.8,71.4,339.4,0.156,0.36,False,0.921,Heavy congestion detected - signal timing extended and reroute suggested
RE127255,2026-05-29 17:47:25,J040,City Market,J042,Anand Rao Circle,2,548,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,42.9,66.0,53.2,1.0,9.6,68.8,433.2,0.176,0.407,False,0.904,Heavy congestion detected - signal timing extended and reroute suggested
RE127256,2025-05-20 15:06:34,J002,Marathahalli,J004,Hebbal,1,952,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,55.7,22.4,16.6,0.311,29.5,22.6,145.7,0.119,0.275,True,0.966,Green wave coordination successful - maintain current corridor offset
RE127257,2025-04-22 10:21:10,J018,Nagawara,J019,RT Nagar,1,559,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,36.1,55.0,30.3,1.0,7.5,67.5,628.3,0.186,0.43,False,0.906,Heavy congestion detected - signal timing extended and reroute suggested
RE127258,2026-03-25 17:56:53,J014,Electronic City Toll,J016,Sarjapur Road,1,709,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,63.6,62.7,36.4,1.0,6.5,66.7,288.1,0.1,0.232,False,0.916,Heavy congestion detected - signal timing extended and reroute suggested
RE127259,2025-12-18 16:46:01,J014,Electronic City Toll,J020,Malleshwaram Circle,3,2646,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,223.4,13.9,9.3,0.642,19.0,38.7,202.2,0.127,0.294,True,0.937,Moderate traffic flow - standard adaptive signal timing in effect
RE127260,2025-07-20 12:23:09,J028,Tumkur Road,J030,MG Road,1,782,Recurrent Congestion,Weekend,False,Heavy Rain,True,57.2,False,58.8,40.1,24.6,0.766,14.6,55.9,254.2,0.133,0.307,False,0.892,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127261,2025-03-04 13:57:33,J010,Shivajinagar,J011,Indiranagar 100ft Road,1,990,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,88.2,21.2,16.2,0.227,30.2,11.8,205.0,0.164,0.378,True,0.956,Green wave coordination successful - maintain current corridor offset
RE127262,2025-08-21 17:00:41,J035,Domlur,J038,Varthur,3,2768,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,252.6,14.1,8.5,0.796,20.3,53.3,243.2,0.156,0.361,True,0.957,Heavy congestion detected - signal timing extended and reroute suggested
RE127263,2025-11-16 18:15:44,J039,KR Market,J041,Chalukya Circle,1,571,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,37.7,72.5,54.8,1.0,9.8,65.8,145.0,0.063,0.145,False,0.922,Heavy congestion detected - signal timing extended and reroute suggested
RE127264,2025-11-21 14:25:59,J008,Jayanagar 4th Block,J011,Indiranagar 100ft Road,3,1677,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,157.2,15.3,9.6,0.198,39.6,6.1,82.9,0.088,0.203,True,0.98,Green wave coordination successful - maintain current corridor offset
RE127265,2025-05-20 17:38:16,J023,Basavanagudi,J029,Old Airport Road,3,2558,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,226.7,20.5,13.2,0.975,8.3,67.1,501.2,0.173,0.399,True,0.903,Heavy congestion detected - signal timing extended and reroute suggested
RE127266,2026-06-04 12:42:25,J012,Koramangala Sony World,J014,Electronic City Toll,2,1734,Recurrent Congestion,Weekday,False,Heavy Rain,True,30.9,False,154.5,18.6,14.5,0.589,23.4,34.1,118.8,0.086,0.199,True,0.896,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127267,2025-10-12 17:08:42,J034,Ulsoor,J037,Kadugodi,3,2171,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,184.4,16.3,10.0,0.629,23.2,43.6,146.4,0.112,0.26,True,0.982,Moderate traffic flow - standard adaptive signal timing in effect
RE127268,2026-03-26 19:00:06,J021,Vijayanagar,J025,Bannerghatta Road,2,815,Festival Surge,Weekday,True,Clear,False,0.0,False,83.3,58.9,37.2,1.0,8.9,66.2,277.3,0.106,0.245,False,0.87,Festival crowd surge detected - alternate route and extended cycle recommended
RE127269,2026-02-26 10:08:38,J037,Kadugodi,J040,City Market,3,1855,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,155.0,23.8,14.1,0.902,11.0,56.7,540.2,0.225,0.52,True,0.923,Heavy congestion detected - signal timing extended and reroute suggested
RE127270,2026-02-19 08:50:42,J040,City Market,J042,Anand Rao Circle,2,1833,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,175.7,21.5,18.2,1.0,8.0,59.7,550.8,0.183,0.422,True,0.928,Heavy congestion detected - signal timing extended and reroute suggested
RE127271,2026-02-22 18:22:26,J024,JP Nagar,J026,Hosur Road,1,835,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,79.1,54.6,43.5,1.0,11.0,67.7,261.6,0.108,0.249,False,0.915,Heavy congestion detected - signal timing extended and reroute suggested
RE127272,2026-02-07 18:10:06,J032,Richmond Circle,J034,Ulsoor,2,1712,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,160.3,33.1,27.5,0.978,9.2,68.3,627.9,0.236,0.545,False,0.915,Heavy congestion detected - signal timing extended and reroute suggested
RE127273,2025-01-10 06:48:30,J010,Shivajinagar,J014,Electronic City Toll,2,1112,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,115.1,21.2,17.3,0.501,22.6,28.9,141.5,0.123,0.284,True,0.97,Moderate traffic flow - standard adaptive signal timing in effect
RE127274,2025-01-14 16:37:45,J021,Vijayanagar,J023,Basavanagudi,2,1576,Festival Surge,Weekday,True,Clear,False,0.0,False,134.1,43.5,27.3,1.0,9.3,64.7,474.1,0.181,0.418,False,0.873,Festival crowd surge detected - alternate route and extended cycle recommended
RE127275,2026-01-23 15:01:07,J040,City Market,J001,Silk Board,3,2278,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,199.8,1.0,1.0,0.259,30.9,15.0,63.5,0.059,0.137,True,0.983,Green wave coordination successful - maintain current corridor offset
RE127276,2025-08-03 19:31:06,J004,Hebbal,J008,Jayanagar 4th Block,2,1515,Recurrent Congestion,Weekend,False,Rain,True,13.0,False,135.5,43.2,26.5,1.0,8.0,59.7,585.5,0.192,0.443,False,0.862,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127277,2026-05-20 17:48:43,J020,Malleshwaram Circle,J023,Basavanagudi,3,1792,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,182.2,22.7,18.0,1.0,9.0,59.6,387.9,0.153,0.354,True,0.925,Heavy congestion detected - signal timing extended and reroute suggested
RE127278,2026-06-03 21:26:03,J005,Yeshwantpur,J008,Jayanagar 4th Block,3,2116,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,202.3,17.4,14.6,0.43,28.5,25.8,124.6,0.111,0.256,True,0.987,Moderate traffic flow - standard adaptive signal timing in effect
RE127279,2025-04-02 13:21:19,J017,Whitefield ITPL,J019,RT Nagar,1,946,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,77.1,16.2,9.4,0.264,34.7,20.0,39.9,0.03,0.069,True,0.971,Green wave coordination successful - maintain current corridor offset
RE127280,2025-04-27 10:06:48,J008,Jayanagar 4th Block,J010,Shivajinagar,1,900,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,85.5,34.9,21.3,0.701,22.8,47.8,165.1,0.121,0.279,False,0.967,Moderate traffic flow - standard adaptive signal timing in effect
RE127281,2025-09-27 17:37:38,J018,Nagawara,J024,JP Nagar,3,1655,Recurrent Congestion,Weekend,False,Fog,False,0.0,False,141.0,22.5,14.6,0.773,12.6,54.5,305.4,0.114,0.262,True,0.984,Heavy congestion detected - signal timing extended and reroute suggested
RE127282,2025-01-12 21:33:57,J011,Indiranagar 100ft Road,J015,Bellandur,2,884,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,59.5,24.2,19.5,0.418,33.3,23.2,113.3,0.092,0.213,True,0.946,Moderate traffic flow - standard adaptive signal timing in effect
RE127283,2026-02-12 16:24:35,J037,Kadugodi,J001,Silk Board,3,2279,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,214.3,11.9,9.3,0.601,24.5,40.0,161.3,0.135,0.312,True,0.96,Moderate traffic flow - standard adaptive signal timing in effect
RE127284,2026-06-24 14:17:16,J011,Indiranagar 100ft Road,J013,HSR BDA Complex,1,650,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,73.5,25.8,18.4,0.31,26.9,19.3,121.4,0.081,0.187,False,0.979,Moderate traffic flow - standard adaptive signal timing in effect
RE127285,2025-11-23 16:43:40,J006,Tin Factory,J007,Banashankari,1,756,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,75.3,40.7,28.9,0.731,19.1,46.9,238.1,0.161,0.373,False,0.948,Moderate traffic flow - standard adaptive signal timing in effect
RE127286,2025-01-10 06:45:57,J024,JP Nagar,J026,Hosur Road,2,1272,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,122.3,14.8,11.2,0.438,30.5,26.4,144.6,0.134,0.31,True,0.973,Moderate traffic flow - standard adaptive signal timing in effect
RE127287,2026-05-22 17:57:14,J002,Marathahalli,J004,Hebbal,1,655,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,76.5,63.3,37.7,1.0,9.0,63.7,508.6,0.175,0.405,False,0.875,Heavy congestion detected - signal timing extended and reroute suggested
RE127288,2026-03-15 09:31:35,J035,Domlur,J038,Varthur,3,2140,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,170.9,22.6,16.3,0.831,14.5,50.1,357.8,0.183,0.422,True,0.963,Heavy congestion detected - signal timing extended and reroute suggested
RE127289,2025-09-18 09:35:32,J001,Silk Board,J003,KR Puram,1,803,Recurrent Congestion,Weekday,False,Heavy Rain,True,37.0,False,77.1,56.0,38.3,1.0,6.9,65.2,341.2,0.121,0.279,False,0.829,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127290,2025-05-03 18:09:10,J015,Bellandur,J018,Nagawara,3,1926,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,181.0,20.9,13.4,0.856,15.1,61.2,141.3,0.087,0.201,True,0.946,Heavy congestion detected - signal timing extended and reroute suggested
RE127291,2025-05-23 17:04:58,J042,Anand Rao Circle,J001,Silk Board,1,742,Signal Fault,Weekday,False,Light Rain,True,7.0,False,61.5,55.6,35.1,1.0,7.9,65.8,428.3,0.124,0.285,False,0.838,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127292,2026-05-28 08:22:03,J006,Tin Factory,J008,Jayanagar 4th Block,1,652,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,63.5,64.0,46.6,1.0,7.8,65.5,471.5,0.158,0.365,False,0.904,Heavy congestion detected - signal timing extended and reroute suggested
RE127293,2026-04-19 19:20:52,J029,Old Airport Road,J031,Cubbon Road,1,1016,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,83.1,40.3,33.8,0.936,11.5,62.5,180.5,0.077,0.178,False,0.941,Heavy congestion detected - signal timing extended and reroute suggested
RE127294,2025-11-12 14:31:55,J020,Malleshwaram Circle,J021,Vijayanagar,1,508,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,49.7,21.4,14.4,0.372,36.9,24.9,68.5,0.071,0.163,True,0.952,Green wave coordination successful - maintain current corridor offset
RE127295,2026-05-13 06:03:24,J017,Whitefield ITPL,J020,Malleshwaram Circle,3,2613,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,244.2,8.2,4.9,0.272,32.8,13.3,92.0,0.073,0.169,True,0.97,Green wave coordination successful - maintain current corridor offset
RE127296,2025-12-17 09:35:36,J014,Electronic City Toll,J016,Sarjapur Road,1,860,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,59.7,54.0,38.9,1.0,8.7,68.7,412.6,0.162,0.375,False,0.934,Heavy congestion detected - signal timing extended and reroute suggested
RE127297,2026-05-21 15:33:15,J029,Old Airport Road,J031,Cubbon Road,2,1489,Recurrent Congestion,Weekday,False,Rain,True,17.7,False,137.4,14.0,10.9,0.604,22.1,38.6,129.6,0.091,0.21,True,0.936,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127298,2026-05-31 17:47:38,J007,Banashankari,J009,Majestic,1,433,Recurrent Congestion,Weekend,False,Light Rain,True,5.7,False,49.5,83.1,47.2,1.0,7.6,64.3,525.3,0.187,0.431,False,0.839,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127299,2025-12-01 14:05:01,J002,Marathahalli,J003,KR Puram,1,852,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,74.3,21.3,15.2,0.299,32.2,20.1,108.8,0.086,0.198,True,0.98,Green wave coordination successful - maintain current corridor offset
RE127300,2025-06-06 16:52:03,J019,RT Nagar,J021,Vijayanagar,2,1182,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,93.6,33.2,21.9,0.904,8.4,61.5,411.1,0.146,0.336,False,0.951,Heavy congestion detected - signal timing extended and reroute suggested
RE127301,2025-01-16 09:46:44,J025,Bannerghatta Road,J026,Hosur Road,1,699,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,50.1,63.5,41.6,1.0,9.4,64.6,407.3,0.166,0.383,False,0.914,Heavy congestion detected - signal timing extended and reroute suggested
RE127302,2025-03-03 18:28:14,J035,Domlur,J041,Chalukya Circle,3,2203,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,196.6,24.3,19.7,1.0,10.1,65.5,428.1,0.165,0.381,True,0.902,Heavy congestion detected - signal timing extended and reroute suggested
RE127303,2026-04-18 20:16:35,J014,Electronic City Toll,J016,Sarjapur Road,2,2065,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,198.2,14.0,8.1,0.449,28.6,29.0,119.5,0.078,0.18,True,0.955,Moderate traffic flow - standard adaptive signal timing in effect
RE127304,2025-07-10 18:10:07,J013,HSR BDA Complex,J017,Whitefield ITPL,2,929,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,55.7,50.0,39.5,1.0,9.0,68.1,287.2,0.108,0.249,False,0.899,Heavy congestion detected - signal timing extended and reroute suggested
