record_id,timestamp,parking_lot_id,junction_id,junction_name,lot_type,capacity,occupied_slots,occupancy_pct,day_type,is_festival,is_rain,rainfall_mm,is_accident_nearby,near_full,turnover_rate_per_hr,avg_search_time_sec,search_distance_km,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
PK618952,2026-06-04 16:47:13,J009-P2,J009,Majestic,Mall Basement,405,99,24.4,Weekday,False,True,18.4,False,False,0.62,23.7,0.08,0.013,0.031,0.937,Ample parking available - standard guidance sufficient
PK618953,2025-03-29 09:32:25,J027-P1,J027,Mysore Road,On-Street Metered,80,49,61.3,Weekend,False,False,0.0,False,False,0.48,43.2,0.22,0.06,0.138,0.969,Ample parking available - standard guidance sufficient
PK618954,2026-01-30 16:49:10,J031-P3,J031,Cubbon Road,Mall Basement,396,62,15.7,Weekday,False,False,0.0,False,False,0.64,15.0,0.09,0.033,0.077,0.96,Ample parking available - standard guidance sufficient
PK618955,2026-05-11 20:49:06,J042-P3,J042,Anand Rao Circle,Office Complex,298,80,26.8,Weekday,False,True,10.5,False,False,0.53,46.0,0.24,0.044,0.101,0.895,Ample parking available - standard guidance sufficient
PK618956,2025-02-03 10:27:42,J007-P3,J007,Banashankari,Multi-Level Public,648,491,75.8,Weekday,False,True,6.7,False,False,0.32,81.1,0.16,0.07,0.162,0.899,Lot filling up - real-time slot guidance recommended
PK618957,2025-02-26 21:48:19,J011-P3,J011,Indiranagar 100ft Road,Mall Basement,479,352,73.5,Weekday,False,False,0.0,False,False,0.43,93.8,0.34,0.097,0.223,0.961,Ample parking available - standard guidance sufficient
PK618958,2025-11-07 14:42:22,J035-P3,J035,Domlur,Mall Basement,500,103,20.6,Weekday,False,False,0.0,False,False,0.56,28.8,0.13,0.037,0.086,0.953,Ample parking available - standard guidance sufficient
PK618959,2026-04-21 16:03:56,J042-P1,J042,Anand Rao Circle,Multi-Level Public,669,457,68.3,Weekday,False,False,0.0,False,False,0.49,47.8,0.17,0.06,0.14,0.972,Ample parking available - standard guidance sufficient
PK618960,2026-01-23 14:12:43,J035-P2,J035,Domlur,Office Complex,296,219,74.0,Weekday,False,False,0.0,False,False,0.49,94.1,0.27,0.076,0.176,0.977,Ample parking available - standard guidance sufficient
PK618961,2025-06-27 15:07:51,J041-P1,J041,Chalukya Circle,Market Area,192,20,10.4,Weekday,False,True,24.8,False,False,0.57,40.9,0.12,0.026,0.06,0.905,Ample parking available - standard guidance sufficient
PK618962,2025-06-27 15:06:25,J016-P2,J016,Sarjapur Road,Mall Basement,500,38,7.6,Weekday,False,False,0.0,False,False,0.61,34.0,0.13,0.04,0.093,0.968,Ample parking available - standard guidance sufficient
PK618963,2025-04-07 15:16:03,J026-P1,J026,Hosur Road,Market Area,108,59,54.6,Weekday,True,False,0.0,False,False,0.44,16.6,0.05,0.01,0.023,0.912,Festival demand surge expected - pre-booking recommended
PK618964,2025-12-25 18:42:35,J036-P2,J036,HAL Airport Road,Mall Basement,403,403,100.0,Weekday,True,False,0.0,True,True,0.35,392.6,1.9,0.477,1.102,0.642,Lot near capacity - reroute to nearby alternate parking recommended
PK618965,2026-02-06 19:00:16,J037-P1,J037,Kadugodi,On-Street Metered,20,8,40.0,Weekday,False,False,0.0,False,False,0.53,18.5,0.08,0.017,0.04,0.99,Ample parking available - standard guidance sufficient
PK618966,2025-04-16 09:28:07,J021-P3,J021,Vijayanagar,Office Complex,271,249,91.9,Weekday,False,False,0.0,False,True,0.33,201.2,0.87,0.231,0.533,0.953,Lot filling up - real-time slot guidance recommended
PK618967,2025-03-20 14:23:30,J038-P2,J038,Varthur,Office Complex,307,243,79.2,Weekday,False,False,0.0,False,False,0.45,100.5,0.38,0.116,0.268,0.973,Lot filling up - real-time slot guidance recommended
PK618968,2025-08-26 18:05:24,J034-P2,J034,Ulsoor,Market Area,99,3,3.0,Weekday,False,False,0.0,False,False,0.5,38.5,0.18,0.05,0.115,0.976,Ample parking available - standard guidance sufficient
PK618969,2026-01-22 07:09:34,J015-P2,J015,Bellandur,Mall Basement,442,64,14.5,Weekday,False,False,0.0,False,False,0.61,36.9,0.18,0.041,0.096,0.961,Ample parking available - standard guidance sufficient
PK618970,2026-01-05 19:53:01,J040-P2,J040,City Market,Multi-Level Public,703,304,43.2,Weekday,False,False,0.0,False,False,0.64,43.7,0.19,0.049,0.113,0.967,Ample parking available - standard guidance sufficient
PK618971,2026-03-21 15:09:12,J034-P1,J034,Ulsoor,Office Complex,324,74,22.8,Weekend,False,False,0.0,False,False,0.66,40.5,0.17,0.048,0.111,0.973,Ample parking available - standard guidance sufficient
PK618972,2025-07-18 08:24:26,J023-P1,J023,Basavanagudi,Market Area,135,102,75.6,Weekday,False,False,0.0,False,False,0.49,87.5,0.36,0.088,0.203,0.971,Lot filling up - real-time slot guidance recommended
PK618973,2026-01-13 18:11:46,J003-P2,J003,KR Puram,Office Complex,316,268,84.8,Weekday,False,False,0.0,False,False,0.45,139.2,0.49,0.13,0.3,0.922,Lot filling up - real-time slot guidance recommended
PK618974,2025-06-28 23:07:49,J026-P3,J026,Hosur Road,Multi-Level Public,705,110,15.6,Weekend,False,False,0.0,False,False,0.7,57.2,0.17,0.049,0.113,0.954,Ample parking available - standard guidance sufficient
PK618975,2026-05-18 18:19:29,J018-P3,J018,Nagawara,Multi-Level Public,721,685,95.0,Weekday,False,False,0.0,False,True,0.33,229.8,0.88,0.232,0.535,0.912,Lot near capacity - reroute to nearby alternate parking recommended
PK618976,2026-06-24 12:26:06,J041-P2,J041,Chalukya Circle,Mall Basement,447,119,26.6,Weekday,False,True,51.8,False,False,0.59,42.3,0.12,0.034,0.079,0.908,Ample parking available - standard guidance sufficient
PK618977,2026-02-17 10:07:32,J021-P3,J021,Vijayanagar,Office Complex,262,214,81.7,Weekday,False,False,0.0,False,False,0.47,145.4,0.66,0.17,0.392,0.959,Lot filling up - real-time slot guidance recommended
PK618978,2025-02-06 11:49:08,J012-P1,J012,Koramangala Sony World,On-Street Metered,65,37,56.9,Weekday,False,False,0.0,False,False,0.33,25.8,0.14,0.019,0.043,0.957,Ample parking available - standard guidance sufficient
PK618979,2025-12-29 17:04:04,J036-P2,J036,HAL Airport Road,On-Street Metered,101,89,88.1,Weekday,False,False,0.0,False,False,0.25,181.0,0.68,0.18,0.416,0.946,Lot filling up - real-time slot guidance recommended
PK618980,2026-06-16 17:06:52,J031-P2,J031,Cubbon Road,Multi-Level Public,702,643,91.6,Weekday,False,True,18.3,False,True,0.38,203.2,0.8,0.209,0.484,0.848,Lot filling up - real-time slot guidance recommended
PK618981,2026-06-10 17:53:41,J023-P2,J023,Basavanagudi,Office Complex,269,195,72.5,Weekday,False,False,0.0,False,False,0.42,37.9,0.09,0.011,0.027,0.99,Ample parking available - standard guidance sufficient
PK618982,2025-04-17 08:18:01,J001-P2,J001,Silk Board,Mall Basement,412,86,20.9,Weekday,False,False,0.0,False,False,0.7,18.5,0.07,0.032,0.074,0.967,Ample parking available - standard guidance sufficient
PK618983,2025-11-09 08:13:38,J008-P1,J008,Jayanagar 4th Block,Multi-Level Public,708,46,6.5,Weekend,False,False,0.0,False,False,0.57,15.0,0.07,0.034,0.078,0.981,Ample parking available - standard guidance sufficient
PK618984,2025-06-22 05:39:41,J016-P3,J016,Sarjapur Road,Mall Basement,461,134,29.1,Weekend,False,True,19.5,False,False,0.63,31.6,0.14,0.019,0.045,0.907,Ample parking available - standard guidance sufficient
PK618985,2025-12-28 12:43:28,J002-P3,J002,Marathahalli,Multi-Level Public,682,497,72.9,Weekend,False,False,0.0,False,False,0.45,51.5,0.18,0.06,0.138,0.981,Ample parking available - standard guidance sufficient
PK618986,2025-08-25 11:54:48,J038-P3,J038,Varthur,Market Area,166,104,62.7,Weekday,False,False,0.0,False,False,0.56,24.5,0.09,0.027,0.061,0.97,Ample parking available - standard guidance sufficient
PK618987,2025-01-31 15:14:22,J025-P3,J025,Bannerghatta Road,On-Street Metered,72,53,73.6,Weekday,False,False,0.0,False,False,0.28,77.7,0.32,0.104,0.241,0.969,Ample parking available - standard guidance sufficient
PK618988,2025-08-06 18:37:15,J015-P3,J015,Bellandur,On-Street Metered,20,17,85.0,Weekday,False,False,0.0,False,False,0.45,146.7,0.51,0.148,0.342,0.926,Lot filling up - real-time slot guidance recommended
PK618989,2026-02-20 13:44:59,J027-P2,J027,Mysore Road,Office Complex,320,263,82.2,Weekday,False,False,0.0,False,False,0.4,118.0,0.54,0.123,0.284,0.949,Lot filling up - real-time slot guidance recommended
PK618990,2025-11-08 18:19:16,J038-P2,J038,Varthur,Mall Basement,404,376,93.1,Weekend,False,False,0.0,False,True,0.33,217.4,0.8,0.22,0.509,0.916,Lot filling up - real-time slot guidance recommended
PK618991,2026-03-20 04:57:59,J032-P1,J032,Richmond Circle,Mall Basement,468,237,50.6,Weekday,True,False,0.0,False,False,0.4,27.3,0.1,0.029,0.066,0.9,Festival demand surge expected - pre-booking recommended
PK618992,2026-06-25 09:05:46,J009-P3,J009,Majestic,Office Complex,281,255,90.7,Weekday,False,True,2.0,False,True,0.44,203.7,0.81,0.222,0.513,0.873,Lot filling up - real-time slot guidance recommended
PK618993,2025-07-14 23:59:11,J001-P1,J001,Silk Board,Market Area,86,19,22.1,Weekday,False,False,0.0,False,False,0.57,28.8,0.11,0.02,0.046,0.955,Ample parking available - standard guidance sufficient
PK618994,2025-03-14 21:48:11,J012-P3,J012,Koramangala Sony World,Multi-Level Public,686,201,29.3,Weekday,True,False,0.0,False,False,0.63,22.9,0.06,0.028,0.064,0.89,Festival demand surge expected - pre-booking recommended
PK618995,2026-02-19 07:09:57,J027-P3,J027,Mysore Road,Mall Basement,424,41,9.7,Weekday,False,False,0.0,False,False,0.52,34.5,0.13,0.022,0.051,0.977,Ample parking available - standard guidance sufficient
PK618996,2026-01-21 13:14:33,J007-P2,J007,Banashankari,Market Area,136,17,12.5,Weekday,False,False,0.0,False,False,0.71,41.4,0.13,0.019,0.045,0.939,Ample parking available - standard guidance sufficient
PK618997,2025-07-16 20:02:52,J016-P1,J016,Sarjapur Road,Multi-Level Public,699,291,41.6,Weekday,False,False,0.0,False,False,0.4,19.1,0.07,0.019,0.044,0.978,Ample parking available - standard guidance sufficient
PK618998,2025-08-23 11:38:00,J031-P1,J031,Cubbon Road,On-Street Metered,101,74,73.3,Weekend,False,True,55.7,False,False,0.41,70.3,0.29,0.077,0.179,0.913,Ample parking available - standard guidance sufficient
PK618999,2025-09-20 10:49:24,J008-P2,J008,Jayanagar 4th Block,Multi-Level Public,693,487,70.3,Weekend,False,True,18.8,False,False,0.35,59.8,0.14,0.048,0.112,0.926,Ample parking available - standard guidance sufficient
PK619000,2025-04-03 18:06:21,J006-P1,J006,Tin Factory,Office Complex,368,297,80.7,Weekday,False,False,0.0,False,False,0.46,129.2,0.49,0.124,0.286,0.96,Lot filling up - real-time slot guidance recommended
PK619001,2025-03-18 15:02:57,J035-P1,J035,Domlur,Mall Basement,479,68,14.2,Weekday,False,False,0.0,False,False,0.54,15.0,0.05,0.012,0.028,0.945,Ample parking available - standard guidance sufficient
PK619002,2025-09-26 07:56:17,J025-P1,J025,Bannerghatta Road,Mall Basement,501,97,19.4,Weekday,False,False,0.0,False,False,0.48,22.2,0.12,0.027,0.063,0.99,Ample parking available - standard guidance sufficient
PK619003,2025-09-25 12:36:47,J010-P3,J010,Shivajinagar,Market Area,165,144,87.3,Weekday,False,True,44.1,False,False,0.42,169.0,0.45,0.167,0.387,0.89,Lot filling up - real-time slot guidance recommended
PK619004,2026-06-01 16:46:09,J027-P1,J027,Mysore Road,Multi-Level Public,730,570,78.1,Weekday,False,False,0.0,False,False,0.49,109.4,0.28,0.094,0.218,0.956,Lot filling up - real-time slot guidance recommended
PK619005,2025-11-29 22:35:54,J036-P1,J036,HAL Airport Road,Mall Basement,517,479,92.6,Weekend,False,False,0.0,False,True,0.29,212.4,0.64,0.219,0.506,0.922,Lot filling up - real-time slot guidance recommended
PK619006,2025-02-18 18:46:16,J014-P3,J014,Electronic City Toll,Multi-Level Public,702,555,79.1,Weekday,False,False,0.0,False,False,0.49,83.8,0.37,0.093,0.215,0.951,Lot filling up - real-time slot guidance recommended
PK619007,2025-12-16 09:18:00,J022-P3,J022,Rajajinagar,Office Complex,269,189,70.3,Weekday,False,False,0.0,False,False,0.41,57.2,0.2,0.064,0.149,0.964,Ample parking available - standard guidance sufficient
PK619008,2026-04-20 18:51:38,J034-P1,J034,Ulsoor,On-Street Metered,70,62,88.6,Weekday,False,False,0.0,False,False,0.49,182.5,0.43,0.162,0.374,0.947,Lot filling up - real-time slot guidance recommended
PK619009,2026-01-06 06:28:09,J039-P1,J039,KR Market,Office Complex,367,38,10.4,Weekday,False,False,0.0,False,False,0.56,41.0,0.18,0.037,0.087,0.946,Ample parking available - standard guidance sufficient
PK619010,2025-11-28 19:49:58,J023-P3,J023,Basavanagudi,Market Area,147,19,12.9,Weekday,False,False,0.0,False,False,0.7,17.4,0.09,0.019,0.045,0.95,Ample parking available - standard guidance sufficient
PK619011,2025-12-06 15:14:35,J034-P3,J034,Ulsoor,Mall Basement,512,83,16.2,Weekend,False,False,0.0,False,False,0.68,30.9,0.16,0.037,0.084,0.954,Ample parking available - standard guidance sufficient
PK619012,2026-05-01 08:53:49,J005-P1,J005,Yeshwantpur,Mall Basement,396,204,51.5,Weekday,True,False,0.0,False,False,0.42,22.2,0.08,0.027,0.062,0.923,Festival demand surge expected - pre-booking recommended
PK619013,2025-04-20 06:34:58,J003-P2,J003,KR Puram,Office Complex,311,79,25.4,Weekend,False,False,0.0,False,False,0.53,41.2,0.17,0.029,0.067,0.951,Ample parking available - standard guidance sufficient
PK619014,2025-09-17 13:43:39,J026-P3,J026,Hosur Road,On-Street Metered,38,27,71.1,Weekday,False,False,0.0,False,False,0.36,74.4,0.36,0.06,0.137,0.956,Ample parking available - standard guidance sufficient
PK619015,2025-09-06 19:49:10,J002-P2,J002,Marathahalli,On-Street Metered,71,31,43.7,Weekend,True,False,0.0,False,False,0.51,36.3,0.14,0.032,0.073,0.896,Festival demand surge expected - pre-booking recommended
PK619016,2025-09-02 20:25:47,J018-P3,J018,Nagawara,On-Street Metered,88,34,38.6,Weekday,False,False,0.0,False,False,0.73,50.7,0.19,0.043,0.099,0.972,Ample parking available - standard guidance sufficient
PK619017,2025-06-30 18:21:08,J039-P2,J039,KR Market,Multi-Level Public,668,567,84.9,Weekday,False,False,0.0,False,False,0.33,155.9,0.69,0.173,0.4,0.936,Lot filling up - real-time slot guidance recommended
PK619018,2025-11-03 19:15:09,J012-P2,J012,Koramangala Sony World,Office Complex,334,17,5.1,Weekday,False,False,0.0,False,False,0.64,36.4,0.15,0.028,0.064,0.982,Ample parking available - standard guidance sufficient
PK619019,2026-05-12 05:15:22,J015-P1,J015,Bellandur,On-Street Metered,114,29,25.4,Weekday,False,False,0.0,False,False,0.58,16.9,0.07,0.021,0.048,0.957,Ample parking available - standard guidance sufficient
PK619020,2025-03-30 14:54:31,J002-P1,J002,Marathahalli,On-Street Metered,89,63,70.8,Weekend,True,False,0.0,True,False,0.38,58.8,0.3,0.062,0.143,0.759,Festival demand surge expected - pre-booking recommended
PK619021,2025-12-20 12:18:59,J033-P2,J033,Trinity Circle,Office Complex,304,119,39.1,Weekend,False,True,6.2,False,False,0.49,37.8,0.17,0.033,0.077,0.912,Ample parking available - standard guidance sufficient
PK619022,2025-07-19 18:17:17,J035-P3,J035,Domlur,Mall Basement,421,415,98.6,Weekend,False,True,39.6,False,True,0.24,281.8,1.09,0.332,0.767,0.862,Lot near capacity - reroute to nearby alternate parking recommended
PK619023,2025-02-20 18:57:55,J005-P3,J005,Yeshwantpur,Mall Basement,432,282,65.3,Weekday,False,False,0.0,False,False,0.44,43.6,0.25,0.05,0.115,0.979,Ample parking available - standard guidance sufficient
PK619024,2025-05-22 09:20:26,J001-P3,J001,Silk Board,On-Street Metered,30,22,73.3,Weekday,False,False,0.0,False,False,0.38,64.1,0.25,0.068,0.157,0.961,Ample parking available - standard guidance sufficient
PK619025,2026-01-01 16:14:48,J023-P2,J023,Basavanagudi,Office Complex,278,249,89.6,Weekday,True,False,0.0,False,False,0.4,189.1,0.76,0.208,0.48,0.851,Lot filling up - real-time slot guidance recommended
PK619026,2025-01-17 07:37:11,J039-P3,J039,KR Market,Market Area,102,74,72.5,Weekday,False,False,0.0,False,False,0.4,93.1,0.36,0.096,0.221,0.971,Ample parking available - standard guidance sufficient
PK619027,2025-06-17 04:56:52,J037-P3,J037,Kadugodi,Mall Basement,467,113,24.2,Weekday,False,True,16.9,False,False,0.69,15.0,0.09,0.012,0.028,0.904,Ample parking available - standard guidance sufficient
PK619028,2026-05-09 09:50:07,J024-P1,J024,JP Nagar,Office Complex,224,87,38.8,Weekend,False,False,0.0,False,False,0.44,24.0,0.09,0.02,0.047,0.943,Ample parking available - standard guidance sufficient
PK619029,2026-06-01 06:50:13,J039-P2,J039,KR Market,Multi-Level Public,655,169,25.8,Weekday,False,True,33.0,False,False,0.5,54.4,0.13,0.039,0.091,0.904,Ample parking available - standard guidance sufficient
PK619030,2026-04-18 12:20:11,J042-P3,J042,Anand Rao Circle,Mall Basement,433,72,16.6,Weekend,False,False,0.0,False,False,0.65,25.5,0.12,0.042,0.097,0.952,Ample parking available - standard guidance sufficient
PK619031,2025-10-29 22:22:37,J032-P3,J032,Richmond Circle,Multi-Level Public,680,306,45.0,Weekday,False,False,0.0,False,False,0.55,23.5,0.1,0.01,0.023,0.967,Ample parking available - standard guidance sufficient
PK619032,2025-02-15 08:22:57,J024-P2,J024,JP Nagar,Market Area,95,94,98.9,Weekend,False,False,0.0,False,True,0.46,272.6,0.84,0.267,0.617,0.916,Lot near capacity - reroute to nearby alternate parking recommended
PK619033,2026-06-27 17:15:19,J031-P2,J031,Cubbon Road,Market Area,89,19,21.3,Weekend,False,False,0.0,False,False,0.63,35.9,0.12,0.052,0.121,0.973,Ample parking available - standard guidance sufficient
PK619034,2025-12-03 13:31:11,J016-P1,J016,Sarjapur Road,On-Street Metered,95,62,65.3,Weekday,False,False,0.0,False,False,0.46,33.2,0.15,0.024,0.056,0.95,Ample parking available - standard guidance sufficient
PK619035,2025-01-28 18:22:14,J010-P1,J010,Shivajinagar,Market Area,111,21,18.9,Weekday,False,False,0.0,False,False,0.64,35.1,0.13,0.041,0.095,0.979,Ample parking available - standard guidance sufficient
PK619036,2025-05-17 15:30:34,J030-P1,J030,MG Road,Office Complex,274,81,29.6,Weekend,False,False,0.0,False,False,0.5,33.9,0.16,0.032,0.073,0.983,Ample parking available - standard guidance sufficient
PK619037,2025-10-24 14:09:30,J037-P2,J037,Kadugodi,Office Complex,323,300,92.9,Weekday,False,True,25.5,True,True,0.38,217.6,1.1,0.284,0.657,0.726,Lot filling up - real-time slot guidance recommended
PK619038,2026-06-18 07:06:07,J022-P1,J022,Rajajinagar,Office Complex,244,46,18.9,Weekday,False,False,0.0,False,False,0.52,28.6,0.1,0.035,0.081,0.956,Ample parking available - standard guidance sufficient
PK619039,2025-10-12 07:38:08,J004-P1,J004,Hebbal,Market Area,60,55,91.7,Weekend,False,False,0.0,False,True,0.38,213.6,0.52,0.181,0.417,0.928,Lot filling up - real-time slot guidance recommended
PK619040,2025-09-20 15:02:18,J034-P2,J034,Ulsoor,On-Street Metered,21,13,61.9,Weekend,False,True,55.5,False,False,0.5,20.6,0.06,0.016,0.037,0.93,Ample parking available - standard guidance sufficient
PK619041,2025-10-07 22:40:01,J010-P2,J010,Shivajinagar,Multi-Level Public,653,328,50.2,Weekday,False,True,9.3,False,False,0.47,44.1,0.17,0.033,0.076,0.916,Ample parking available - standard guidance sufficient
PK619042,2025-12-06 13:25:59,J002-P1,J002,Marathahalli,On-Street Metered,20,15,75.0,Weekend,False,False,0.0,False,False,0.46,73.5,0.28,0.056,0.129,0.972,Lot filling up - real-time slot guidance recommended
PK619043,2025-11-26 15:09:12,J025-P1,J025,Bannerghatta Road,On-Street Metered,76,56,73.7,Weekday,False,True,3.4,False,False,0.44,53.3,0.14,0.041,0.096,0.906,Ample parking available - standard guidance sufficient
PK619044,2025-01-18 10:14:15,J011-P1,J011,Indiranagar 100ft Road,Multi-Level Public,723,526,72.8,Weekend,False,False,0.0,False,False,0.36,67.0,0.21,0.086,0.198,0.96,Ample parking available - standard guidance sufficient
PK619045,2025-08-13 13:24:38,J031-P2,J031,Cubbon Road,Multi-Level Public,748,485,64.8,Weekday,False,False,0.0,False,False,0.28,35.7,0.14,0.051,0.117,0.981,Ample parking available - standard guidance sufficient
PK619046,2025-03-15 20:54:07,J030-P1,J030,MG Road,Multi-Level Public,628,226,36.0,Weekend,True,False,0.0,False,False,0.36,15.9,0.07,0.029,0.066,0.948,Festival demand surge expected - pre-booking recommended
PK619047,2025-09-23 17:32:50,J024-P3,J024,JP Nagar,Mall Basement,552,426,77.2,Weekday,False,False,0.0,False,False,0.48,101.0,0.33,0.112,0.259,0.981,Lot filling up - real-time slot guidance recommended
PK619048,2025-06-05 14:52:32,J040-P3,J040,City Market,Mall Basement,482,76,15.8,Weekday,False,False,0.0,False,False,0.67,33.1,0.1,0.019,0.045,0.951,Ample parking available - standard guidance sufficient
PK619049,2026-04-10 11:46:08,J001-P2,J001,Silk Board,Market Area,99,75,75.8,Weekday,False,False,0.0,False,False,0.41,107.7,0.54,0.126,0.29,0.953,Lot filling up - real-time slot guidance recommended
PK619050,2025-10-02 08:57:05,J011-P2,J011,Indiranagar 100ft Road,Mall Basement,440,191,43.4,Weekday,True,False,0.0,False,False,0.73,27.5,0.07,0.018,0.041,0.934,Festival demand surge expected - pre-booking recommended
PK619051,2025-06-09 18:20:40,J028-P3,J028,Tumkur Road,Office Complex,279,232,83.2,Weekday,False,False,0.0,False,False,0.39,147.7,0.45,0.152,0.35,0.939,Lot filling up - real-time slot guidance recommended
PK619052,2025-03-06 13:29:03,J025-P3,J025,Bannerghatta Road,Mall Basement,461,81,17.6,Weekday,False,False,0.0,False,False,0.6,46.6,0.13,0.025,0.058,0.965,Ample parking available - standard guidance sufficient
PK619053,2026-01-19 15:53:56,J025-P2,J025,Bannerghatta Road,Mall Basement,445,69,15.5,Weekday,False,False,0.0,False,False,0.48,17.5,0.05,0.03,0.07,0.967,Ample parking available - standard guidance sufficient
PK619054,2026-01-31 10:14:50,J010-P2,J010,Shivajinagar,Office Complex,273,87,31.9,Weekend,False,False,0.0,False,False,0.65,31.9,0.13,0.02,0.047,0.95,Ample parking available - standard guidance sufficient
PK619055,2026-03-05 17:45:39,J041-P2,J041,Chalukya Circle,Office Complex,277,198,71.5,Weekday,True,False,0.0,False,False,0.33,73.8,0.21,0.07,0.161,0.894,Festival demand surge expected - pre-booking recommended
PK619056,2025-05-08 14:11:08,J013-P2,J013,HSR BDA Complex,Multi-Level Public,648,517,79.8,Weekday,False,False,0.0,False,False,0.49,109.9,0.42,0.117,0.271,0.945,Lot filling up - real-time slot guidance recommended
PK619057,2025-10-26 19:16:37,J002-P3,J002,Marathahalli,Multi-Level Public,735,205,27.9,Weekend,False,False,0.0,False,False,0.69,15.0,0.05,0.013,0.029,0.962,Ample parking available - standard guidance sufficient
PK619058,2025-08-31 14:53:05,J026-P3,J026,Hosur Road,On-Street Metered,20,14,70.0,Weekend,False,False,0.0,False,False,0.5,37.4,0.17,0.06,0.138,0.934,Ample parking available - standard guidance sufficient
PK619059,2025-05-27 19:01:02,J001-P1,J001,Silk Board,Multi-Level Public,707,199,28.1,Weekday,False,False,0.0,False,False,0.45,24.3,0.09,0.01,0.023,0.953,Ample parking available - standard guidance sufficient
PK619060,2025-04-27 18:08:33,J030-P3,J030,MG Road,Office Complex,312,113,36.2,Weekend,False,False,0.0,False,False,0.46,20.8,0.1,0.02,0.046,0.956,Ample parking available - standard guidance sufficient
PK619061,2025-11-15 12:48:27,J027-P2,J027,Mysore Road,Office Complex,289,78,27.0,Weekend,False,False,0.0,False,False,0.5,15.0,0.08,0.027,0.062,0.937,Ample parking available - standard guidance sufficient
PK619062,2025-12-08 08:50:50,J033-P2,J033,Trinity Circle,Office Complex,317,15,4.7,Weekday,False,False,0.0,False,False,0.67,25.8,0.09,0.029,0.067,0.957,Ample parking available - standard guidance sufficient
PK619063,2025-10-18 10:16:16,J034-P1,J034,Ulsoor,Market Area,135,135,100.0,Weekend,False,True,44.2,False,True,0.32,511.9,2.04,0.581,1.342,0.836,Lot near capacity - reroute to nearby alternate parking recommended
PK619064,2025-09-26 17:28:08,J002-P2,J002,Marathahalli,On-Street Metered,52,45,86.5,Weekday,False,False,0.0,False,False,0.53,172.0,0.7,0.17,0.393,0.947,Lot filling up - real-time slot guidance recommended
PK619065,2026-02-02 17:14:35,J042-P2,J042,Anand Rao Circle,On-Street Metered,78,65,83.3,Weekday,False,False,0.0,False,False,0.3,121.4,0.51,0.143,0.33,0.979,Lot filling up - real-time slot guidance recommended
PK619066,2025-04-02 11:20:57,J031-P1,J031,Cubbon Road,On-Street Metered,20,15,75.0,Weekday,False,True,7.3,False,False,0.51,60.4,0.27,0.076,0.175,0.937,Lot filling up - real-time slot guidance recommended
PK619067,2026-05-23 09:12:40,J033-P1,J033,Trinity Circle,Mall Basement,482,101,21.0,Weekend,False,False,0.0,False,False,0.73,21.6,0.1,0.034,0.079,0.966,Ample parking available - standard guidance sufficient
PK619068,2026-03-25 17:25:09,J006-P2,J006,Tin Factory,On-Street Metered,44,38,86.4,Weekday,False,False,0.0,False,False,0.28,162.0,0.69,0.187,0.431,0.955,Lot filling up - real-time slot guidance recommended
PK619069,2025-10-16 07:05:53,J021-P3,J021,Vijayanagar,On-Street Metered,20,3,15.0,Weekday,False,False,0.0,False,False,0.52,18.5,0.05,0.01,0.023,0.985,Ample parking available - standard guidance sufficient
PK619070,2025-12-14 18:07:30,J031-P2,J031,Cubbon Road,Office Complex,269,79,29.4,Weekend,False,False,0.0,False,False,0.72,36.5,0.12,0.031,0.072,0.976,Ample parking available - standard guidance sufficient
PK619071,2025-10-28 11:04:41,J022-P2,J022,Rajajinagar,Multi-Level Public,692,423,61.1,Weekday,False,True,17.0,False,False,0.41,22.1,0.11,0.016,0.037,0.881,Ample parking available - standard guidance sufficient
PK619072,2026-05-10 21:27:51,J033-P2,J033,Trinity Circle,Mall Basement,486,424,87.2,Weekend,False,False,0.0,False,False,0.35,170.4,0.72,0.19,0.44,0.956,Lot filling up - real-time slot guidance recommended
PK619073,2026-05-15 18:35:00,J005-P1,J005,Yeshwantpur,Mall Basement,477,346,72.5,Weekday,False,False,0.0,False,False,0.52,65.5,0.42,0.101,0.234,0.955,Ample parking available - standard guidance sufficient
PK619074,2026-04-10 08:35:56,J001-P3,J001,Silk Board,On-Street Metered,60,6,10.0,Weekday,False,False,0.0,False,False,0.64,42.5,0.09,0.022,0.052,0.957,Ample parking available - standard guidance sufficient
PK619075,2026-02-06 09:33:43,J014-P3,J014,Electronic City Toll,Office Complex,362,327,90.3,Weekday,False,False,0.0,False,True,0.33,207.0,0.53,0.181,0.419,0.932,Lot filling up - real-time slot guidance recommended
PK619076,2025-07-24 12:45:45,J037-P1,J037,Kadugodi,Mall Basement,462,84,18.2,Weekday,False,True,15.6,False,False,0.42,20.0,0.11,0.02,0.046,0.909,Ample parking available - standard guidance sufficient
PK619077,2026-03-06 09:00:37,J019-P3,J019,RT Nagar,Multi-Level Public,741,630,85.0,Weekday,False,False,0.0,False,False,0.36,162.6,0.98,0.225,0.519,0.943,Lot filling up - real-time slot guidance recommended
PK619078,2026-05-08 00:07:01,J019-P2,J019,RT Nagar,Mall Basement,467,145,31.0,Weekday,False,True,11.1,False,False,0.62,66.0,0.34,0.057,0.132,0.911,Ample parking available - standard guidance sufficient
